island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,rotor_mask_proxy,bank_top,bank_bottom,lambda_top,lambda_bottom
1,1.0000086659503153e6,0.009486832980505138,0.005162148257811087,0.4895646969140367,1.0546002566131005,0.23699558136556703,0.9443671616202639,1.0154798577006763,15.953548686108284,0.26575620737973465,18.830811549190134,9.162871712914871,17.611772055562216,0.10544049736688954,0.7095334579765603
2,0.4823456319013261,0.009486832980505138,0.005037559475522137,0.5260732268507795,0.4283385690174432,0.2,0.7180285769258901,2.6235711224863496,15.706102594665136,-0.4812770535998453,9.341498968225036,17.627747377715178,20.487754905395935,0.3944523750755169,1.0
