# v13_5kw_masslift telemetry  length=18.8  window=40.0  min_clearance=1.5  lift=mass-aware-const-tension  margin=1.5  era=post-4ce9fd0_daisy-anchored-5kw  git=853d551032f8897bff093f85f0575f397e5b4d9f
island,gen,idx,fitness,status,P_mean,P_end,T_lift,FoS,twist_crossed,clearance,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,blade_scale_top,blade_scale_bottom,tether,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
3,0,1,1.0e9,reject,5.1,5.08,458.99,1.63,false,2.89,6,9,3,2.4,0.575,0.0,0.0,0.7,0.7,18.8,2.4,0.575109,2.0,6.0,0.0,3.0,0.0,0.0,0.7,0.7
3,0,2,1.0e9,reject_twist,0.0,0.0,0.0,Inf,true,8.3,5,23,1,0.998,0.294,10.4,18.9,0.887,0.577,18.8,0.997503,0.293801,2.753254,5.259667,0.229047,1.400399,10.428599,18.885088,0.88686,0.576735
3,0,3,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.15,6,14,2,0.713,0.558,19.1,18.7,0.445,0.514,18.8,0.712997,0.558208,2.748465,5.858767,0.345684,1.782723,19.139494,18.663399,0.444884,0.51442
3,0,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.09,7,12,1,2.43,0.802,2.4,9.5,0.143,0.35,18.8,2.429728,0.802377,1.928746,6.843428,0.146788,1.087014,2.433888,9.476223,0.142902,0.3503
3,0,5,1.0e9,reject_twist,0.0,0.0,0.0,Inf,true,4.81,7,10,2,2.04,0.529,19.5,3.9,0.423,0.944,18.8,2.039641,0.529391,2.569869,7.4123,0.184229,2.481986,19.47117,3.916034,0.422886,0.943989
3,0,6,1.0e9,reject,3.22,3.23,302.16,1.73,false,4.05,3,14,2,3.444,0.588,20.4,22.0,0.554,0.898,18.8,3.443731,0.587661,1.351088,3.245901,-0.539872,1.848261,20.398009,21.964702,0.5538,0.898268
3,0,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.64,5,27,2,2.175,0.324,14.7,4.5,0.628,0.57,18.8,2.17463,0.323915,1.136517,4.687682,0.29012,2.412785,14.711932,4.472466,0.627741,0.56989
3,0,8,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.59,4,20,2,0.703,0.703,11.2,11.9,0.652,0.638,18.8,0.702656,0.858336,1.41249,3.63988,0.027945,1.632681,11.249244,11.905904,0.652118,0.637502
3,0,9,1.0e9,reject,5.54,5.52,565.55,1.14,false,4.77,7,10,2,2.497,0.665,13.5,19.8,0.735,0.639,18.8,2.496618,0.665134,2.061786,6.884523,-0.185513,1.975922,13.469874,19.774756,0.734898,0.639108
3,0,10,1.0e9,reject,3.42,3.44,969.78,1.32,false,1.8,6,5,2,3.263,0.835,11.2,6.5,0.888,0.987,18.8,3.262958,0.835384,2.7321,6.390199,-0.703454,2.078554,11.16794,6.497481,0.888094,0.987376
3,1,1,1.0e9,reject,2.02,2.02,495.64,0.56,false,2.58,4,11,2,4.32,0.575,0.0,13.0,0.555,1.0,18.8,4.32,0.575109,1.335841,4.0,-0.8,2.337066,0.0,13.035879,0.554689,1.0
3,1,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.0,5,19,2,1.203,0.294,14.5,15.3,0.644,0.577,18.8,1.203264,0.293801,2.753254,5.0,0.408337,1.900786,14.46908,15.270454,0.643847,0.576735
3,1,3,1.0e9,reject,3.66,3.68,628.77,4.8,false,2.08,4,6,2,4.213,0.558,11.8,18.7,0.977,0.514,18.8,4.212615,0.558208,1.907778,4.0,-0.8,1.649935,11.794807,18.70469,0.976638,0.51442
3,1,4,1.0e9,reject_twist,0.0,0.0,0.0,Inf,true,7.03,3,19,1,2.43,0.439,9.3,22.0,1.0,0.328,18.8,2.429728,0.438551,2.000919,3.0,-0.686175,1.354743,9.254238,22.0,1.0,0.327892
3,1,5,1.0e9,reject,3.32,3.32,841.87,2.5,false,2.67,5,8,2,4.32,0.771,11.2,21.3,1.0,0.55,18.8,4.32,0.770753,1.511994,5.0,-0.8,1.692942,11.22288,21.282873,1.0,0.550121
3,1,6,1.0e9,reject,4.19,4.18,530.84,0.7,false,3.98,4,14,2,3.268,0.494,12.9,22.0,0.875,0.898,18.8,3.268468,0.494259,1.522794,4.0,-0.232399,1.848261,12.908205,22.0,0.875305,0.898268
3,1,7,1.0e9,reject,7.61,7.76,1529.63,0.39,false,5.49,9,8,2,1.782,0.841,21.0,4.5,0.96,0.631,18.8,1.782047,0.841083,2.8,9.0,-0.120247,1.801166,21.019517,4.472466,0.960284,0.630574
3,1,8,1.0e9,reject,2.68,2.76,433.49,3.37,false,2.67,3,9,2,4.32,0.752,11.2,17.2,0.652,0.807,18.8,4.32,0.752431,1.41249,3.0,-0.8,1.632681,11.249244,17.161875,0.652118,0.806654
3,1,9,1.0e9,reject,0.0,0.0,0.0,Inf,false,5.67,7,19,2,2.497,0.863,1.4,15.6,0.591,1.0,18.8,2.496618,0.862663,1.0,7.0,-0.185513,1.930421,1.374804,15.636886,0.591272,1.0
3,1,10,1.0e9,reject,0.0,0.0,0.0,Inf,false,2.14,7,7,2,3.263,0.333,11.2,5.8,0.621,0.622,18.8,3.262958,0.333389,2.8,7.0,0.790968,1.961705,11.16794,5.80794,0.621491,0.622022
