island,iteration,fitness
1,1,28.89247941384118
1,2,28.89247941384118
1,3,28.89247941384118
1,4,28.89247941384118
1,5,28.89247941384118
1,6,28.89247941384118
1,7,28.89247941384118
1,8,28.89247941384118
1,9,28.89247941384118
1,10,28.89247941384118
1,11,24.74484572692825
1,12,24.74484572692825
1,13,16.331150326572025
1,14,16.331150326572025
1,15,13.846300779038442
1,16,13.846300779038442
1,17,13.174305360945654
1,18,13.174305360945654
1,19,13.174305360945654
1,20,13.174305360945654
1,21,12.77622127859119
1,22,12.77622127859119
1,23,11.289604202206322
1,24,11.263036735429768
1,25,10.658865339871188
1,26,10.658865339871188
1,27,10.658865339871188
1,28,10.658865339871188
1,29,10.651499870407035
1,30,10.651499870407035
2,1,26.004374243471894
2,2,26.004374243471894
2,3,26.004374243471894
2,4,26.004374243471894
2,5,26.004374243471894
2,6,26.004374243471894
2,7,26.004374243471894
2,8,26.004374243471894
2,9,26.004374243471894
2,10,26.004374243471894
2,11,26.004374243471894
2,12,26.004374243471894
2,13,26.004374243471894
2,14,26.004374243471894
2,15,26.004374243471894
2,16,26.004374243471894
2,17,25.444469396519725
2,18,25.444469396519725
2,19,25.083166846142376
2,20,17.607923136059313
2,21,17.607923136059313
2,22,16.90195552610627
2,23,16.90195552610627
2,24,16.90195552610627
2,25,16.337679639092066
2,26,15.67195516337679
2,27,15.67195516337679
2,28,15.67195516337679
2,29,15.67195516337679
2,30,12.587978009670561
3,1,37.23194475416384
3,2,21.11038969493593
3,3,21.11038969493593
3,4,21.11038969493593
3,5,20.0747926666821
3,6,20.0747926666821
3,7,20.0747926666821
3,8,19.67683900929625
3,9,14.798318896810853
3,10,14.798318896810853
3,11,14.798318896810853
3,12,14.798318896810853
3,13,13.891818929130462
3,14,13.891818929130462
3,15,13.891818929130462
3,16,13.891818929130462
3,17,12.109797317389148
3,18,12.109797317389148
3,19,10.720631802704784
3,20,10.720631802704784
3,21,10.720631802704784
3,22,9.750681472259437
3,23,9.750681472259437
3,24,9.119316492928654
3,25,9.08424099859399
3,26,9.08424099859399
3,27,9.08424099859399
3,28,9.08424099859399
3,29,8.728790737209845
3,30,8.728790737209845
