island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,rotor_mask_proxy,bank_top,bank_bottom,lambda_top,lambda_bottom
1,60.83060982087664,0.06789498729714864,0.010000000068039501,1.0000001537771213,0.0,2.698271972848908,3.1525568152456183,2.9419055729910455,9.897207770459262,0.8,0.0,1.3031388177054986,0.0,0.2259161910224519,0.5960184834046733
