P_kw,area_m2,area_per_kw
5.0,9.654421999153644,1.9308843998307288
10.0,24.71083297823038,2.471083297823038
20.0,63.27528149150992,3.163764074575496
50.0,219.46007696223515,4.389201539244703
100.0,562.6097215260247,5.6260972152602475
200.0,1443.1530291237764,7.215765145618882
500.0,5018.228765470695,10.03645753094139
