device,t_sim,hub_x,hub_y,hub_z,hub_r_xy,elev_deg,omega_hub,omega_gnd
SingleKite,1.48,25.97235727274657,3.6730267058782825e-11,15.00342438879887,0.007867866297420534,30.013692465651598,-8.100497822427233e-7,-1.1411554336865037e-6
SingleKite,1.5,25.972264736340026,4.1939295261369596e-11,15.003487572725415,0.00796040270396503,30.013885395041363,-8.721928451636445e-7,-1.2299332078820056e-6
SingleKite,1.52,25.972172470781683,4.7696985704384324e-11,15.003551090592063,0.00805266826230877,30.014078618613805,-9.381079644795342e-7,-1.3247500333934836e-6
SingleKite,1.54,25.97208051364054,5.404723892502312e-11,15.00361452128364,0.008144625403449623,30.014271403913234,-1.0080484082256714e-6,-1.4254511871694324e-6
SingleKite,1.56,25.971988770052292,6.103849051635064e-11,15.003679135100047,0.00823636899169955,30.014465942735065,-1.0819206444912076e-6,-1.5319009162187258e-6
SingleKite,1.58,25.97189721243958,6.87254396198752e-11,15.00374505709382,0.008327926604412283,30.01466246826833,-1.1598528746451018e-6,-1.6440457510689602e-6
SingleKite,1.6,25.971805899406792,7.716485138895299e-11,15.003811428434947,0.008419239637198928,30.014859503949424,-1.2422256411237542e-6,-1.7618566961597551e-6
SingleKite,1.62,25.97171477485896,8.641757129815976e-11,15.003879024380467,0.008510364185031705,30.015058385695948,-1.3290468919350164e-6,-1.8852242936743673e-6
SingleKite,1.6400000000000001,25.97162376822715,9.655360526384761e-11,15.003948548084503,0.00860137081684087,30.015260343992505,-1.4203318858952568e-6,-2.0139159752135268e-6
SingleKite,1.6600000000000001,25.97153300629237,1.0764543556599188e-10,15.00401816605252,0.008692132751622951,30.01546222497578,-1.516845792464687e-6,-2.1476223269443154e-6
SingleKite,1.6800000000000002,25.97144256283204,1.197644681903538e-10,15.004087097788025,0.008782576211952888,30.015662667154125,-1.6191287245557863e-6,-2.2860774093420193e-6
SingleKite,1.7000000000000002,25.971352507725516,1.3298295764897358e-10,15.004154627592705,0.008872631318475046,30.015860419941408,-1.7277381171527726e-6,-2.4292436320975823e-6
SingleKite,1.7200000000000002,25.971262791331156,1.473764583128627e-10,15.00422163773475,0.008962347712834886,30.016056990091048,-1.842663027680281e-6,-2.5773973917389986e-6
SingleKite,1.7400000000000002,25.971173332945376,1.6303081273835776e-10,15.004289114327708,0.009051806098614891,30.01625408580344,-1.963786727988912e-6,-2.731140421027842e-6
SingleKite,1.76,25.97108405905584,1.800409328410998e-10,15.004357879413385,0.009141079988150837,30.01645313702221,-2.09100592080476e-6,-2.891361752628015e-6
SingleKite,1.78,25.970994946388714,1.9851196861850995e-10,15.004427988954722,0.009230192655277138,30.01665425854611,-2.2245486736439952e-6,-3.059192770729046e-6
SingleKite,1.8,25.97090603445047,2.1855352338254524e-10,15.004498804759852,0.00931910459352281,30.01685635701184,-2.3650177769369175e-6,-3.2359624215724727e-6
SingleKite,1.82,25.97081734952745,2.402800869525301e-10,15.00456995630933,0.009407789516540536,30.01705879443485,-2.512971018011238e-6,-3.423131037693585e-6
SingleKite,1.84,25.970728917839956,2.6381031769699835e-10,15.004641140888587,0.009496221204035041,30.017261045047213,-2.668965014043069e-6,-3.622218788655616e-6
SingleKite,1.86,25.97064072384919,2.8927038071744617e-10,15.004712591702534,0.009584415194801469,30.01746350942516,-2.8332673480249025e-6,-3.834652745884495e-6
SingleKite,1.8800000000000001,25.970552749416665,3.167957010000419e-10,15.004784518811967,0.009672389627326089,30.017666552347215,-3.0061228320294125e-6,-4.061532400547892e-6
SingleKite,1.9,25.97046495405744,3.465335865171551e-10,15.004857375143349,0.00976018498655052,30.017870961657938,-3.187602359996164e-6,-4.303385734384493e-6
SingleKite,1.92,25.970377407577836,3.786386084294176e-10,15.004930111835147,0.009847731466155814,30.01807493577462,-3.3787738157387607e-6,-4.560144395078674e-6
SingleKite,1.94,25.970290198483905,4.1325878104671747e-10,15.005001750675127,0.009934940560086156,30.018276772104016,-3.580788468429319e-6,-4.8314228341798484e-6
SingleKite,1.96,25.97020324378889,4.5055386635244507e-10,15.005073532239852,0.010021895255100343,30.018478601917888,-3.7932181805362594e-6,-5.116983863551754e-6
SingleKite,1.98,25.97011651285481,4.907023391789003e-10,15.005145727069133,0.010108626189182969,30.01868090197457,-4.016239049117359e-6,-5.4171420389875434e-6
SingleKite,2.0,25.97003002727065,5.338890364960193e-10,15.005217992257242,0.010195111773342105,30.01888308445552,-4.250524947672582e-6,-5.7327178523967106e-6
SingleKite,2.02,25.96994369249819,5.803134735990945e-10,15.00529158233597,0.010281446545800337,30.01908731474958,-4.495379446171964e-6,-6.064587124377242e-6
SingleKite,2.04,25.96985739195714,6.302128451156717e-10,15.005367691153024,0.010367747086849751,30.019295678933368,-4.750023337463931e-6,-6.41319458759803e-6
SingleKite,2.06,25.96977119547836,6.838364101523437e-10,15.005445102408443,0.010453943565632806,30.01950609845317,-5.016001163903545e-6,-6.77841972271909e-6
SingleKite,2.08,25.969685118992363,7.414375049046755e-10,15.005523610250538,0.0105400200516286,30.019718217589915,-5.2940651886023524e-6,-7.159855800311001e-6
SingleKite,2.1,25.969599114749613,8.032949069989753e-10,15.005603761651317,0.010626024294378342,30.019932986680747,-5.584192827259443e-6,-7.557412290385558e-6
SingleKite,2.12,25.969513279581374,8.697014967024318e-10,15.005684118466792,0.010711859462617247,30.020147934436302,-5.888639425456668e-6,-7.971742413308289e-6
SingleKite,2.14,25.96942773671337,9.409304413122801e-10,15.00576331715694,0.010797402330620582,30.02036068774501,-6.2098386364331085e-6,-8.404111466750036e-6
SingleKite,2.16,25.96934239565885,1.0172776636175523e-9,15.005842763028964,0.010882743385142437,30.02057365750573,-6.546788071282037e-6,-8.855820438525225e-6
SingleKite,2.18,25.96925726975121,1.0990728381520877e-9,15.005922135283377,0.010967869292780874,30.020786300358683,-6.900531405697742e-6,-9.327752713145847e-6
SingleKite,2.2,25.969172555058485,1.186616029962667e-9,15.005999022874645,0.011052583985506523,30.020994440977272,-7.27526709033993e-6,-9.82021569178102e-6
SingleKite,2.22,25.969088205389017,1.2802022680660966e-9,15.006074460442433,0.01113693365497433,30.021199834830604,-7.670427468356061e-6,-1.0333105551965596e-5
SingleKite,2.24,25.969004129652838,1.3801758228088207e-9,15.00614962246735,0.011221009391153643,30.021404511595136,-8.08488071878092e-6,-1.0866521350160116e-5
SingleKite,2.26,25.968920337174065,1.4868976578624135e-9,15.006224307140908,0.011304801869926094,30.02160812855919,-8.519521151289879e-6,-1.1421344874439626e-5
SingleKite,2.2800000000000002,25.968836797799725,1.6007414841244913e-9,15.006298930549924,0.01138834124426691,30.021811402754118,-8.974236570913117e-6,-1.1999429611997391e-5
SingleKite,2.3,25.968753381912943,1.72213619129299e-9,15.00637504055843,0.011471757131047994,30.022017018255724,-9.446687315560644e-6,-1.2603419951186545e-5
SingleKite,2.3200000000000003,25.96867003153267,1.8515601988707566e-9,15.006453099751678,0.01155510751132042,30.022225795596068,-9.93631301279881e-6,-1.3236369083547313e-5
SingleKite,2.34,25.968586703546848,1.989537117926414e-9,15.006533371192928,0.011638435497143888,30.022438211081212,-1.044296878715248e-5,-1.3901262894579263e-5
SingleKite,2.3600000000000003,25.968503468248347,2.1366065836627866e-9,15.006614713989267,0.01172167079564465,30.02265231046141,-1.0969728782676623e-5,-1.4600932418518971e-5
SingleKite,2.38,25.968420355482873,2.293311757534526e-9,15.006696762495709,0.011804783561118139,30.02286746042106,-1.1518366064759674e-5,-1.5338085764683175e-5
