v_wind,device,freq_hz,psd_m2_per_hz
13.0,NoLift,10.0,9.234608946229011e-12
13.0,NoLift,10.15625,1.1468876334965727e-11
13.0,NoLift,10.3125,9.080275422092475e-12
13.0,NoLift,10.46875,1.1503960134881346e-11
13.0,NoLift,10.625,1.0615623695571194e-11
13.0,NoLift,10.78125,6.1718496120259326e-12
13.0,NoLift,10.9375,5.6552473931384264e-12
13.0,NoLift,11.09375,5.914609905006037e-12
13.0,NoLift,11.25,3.791800267019354e-12
13.0,NoLift,11.40625,5.441673840209436e-12
13.0,NoLift,11.5625,8.630436316474313e-12
13.0,NoLift,11.71875,1.0794153355753541e-11
13.0,NoLift,11.875,1.183872022303453e-11
13.0,NoLift,12.03125,9.890574615016418e-12
13.0,NoLift,12.1875,8.622793522555996e-12
13.0,NoLift,12.34375,5.5094735667289374e-12
13.0,NoLift,12.5,6.07422206841422e-12
13.0,NoLift,12.65625,5.441736861506915e-12
13.0,NoLift,12.8125,4.0900480447289176e-12
13.0,NoLift,12.96875,4.587293395556619e-12
13.0,NoLift,13.125,3.926172625054423e-12
13.0,NoLift,13.28125,3.159026447290165e-12
13.0,NoLift,13.4375,3.829273240675633e-12
13.0,NoLift,13.59375,2.3415550705418155e-12
13.0,NoLift,13.75,3.793701876500165e-12
13.0,NoLift,13.90625,3.537687339430488e-12
13.0,NoLift,14.0625,2.6085525160313326e-12
13.0,NoLift,14.21875,1.994262291330139e-12
13.0,NoLift,14.375,2.605170379005204e-12
13.0,NoLift,14.53125,3.3871809558731276e-12
13.0,NoLift,14.6875,3.0477130235311977e-12
13.0,NoLift,14.84375,3.5543641803783524e-12
13.0,NoLift,15.0,3.1084575039045357e-12
13.0,NoLift,15.15625,3.5088926830067044e-12
13.0,NoLift,15.3125,2.6977473522974037e-12
13.0,NoLift,15.46875,3.066983819991947e-12
13.0,NoLift,15.625,1.959573820362207e-12
13.0,NoLift,15.78125,1.0094450049095478e-12
13.0,NoLift,15.9375,1.1947329287643366e-12
13.0,NoLift,16.09375,1.8581727379918214e-12
13.0,NoLift,16.25,1.9204302694614764e-12
13.0,NoLift,16.40625,1.1341118442909129e-12
13.0,NoLift,16.5625,2.0533045100674875e-12
13.0,NoLift,16.71875,1.525008198800606e-12
13.0,NoLift,16.875,1.727787777324684e-12
13.0,NoLift,17.03125,1.7351632504795508e-12
13.0,NoLift,17.1875,1.2723944185479786e-12
13.0,NoLift,17.34375,1.4986013057078625e-12
13.0,NoLift,17.5,1.6589919044985681e-12
13.0,NoLift,17.65625,1.4720149362950021e-12
13.0,NoLift,17.8125,1.8015353291289029e-12
13.0,NoLift,17.96875,1.8208891526576766e-12
13.0,NoLift,18.125,1.7314587373615721e-12
13.0,NoLift,18.28125,1.5807769256684517e-12
13.0,NoLift,18.4375,1.3544706630769235e-12
13.0,NoLift,18.59375,1.335458624184365e-12
13.0,NoLift,18.75,9.024891071089106e-13
13.0,NoLift,18.90625,1.1198427930255782e-12
13.0,NoLift,19.0625,8.505263830770785e-13
13.0,NoLift,19.21875,8.773935374074832e-13
13.0,NoLift,19.375,9.25902205300408e-13
13.0,NoLift,19.53125,1.5460927508849856e-12
13.0,NoLift,19.6875,1.116554741211797e-12
13.0,NoLift,19.84375,8.234157899511803e-13
13.0,NoLift,-20.0,4.247222768652632e-13
