v_wind,device,freq_hz,psd_m2_per_hz
11.0,NoLift,7.96875,5.794428755365661e-12
11.0,NoLift,8.125,4.8148273509025095e-12
11.0,NoLift,8.28125,3.156613117705305e-12
11.0,NoLift,8.4375,4.382539101246746e-12
11.0,NoLift,8.59375,5.280216210555056e-12
11.0,NoLift,8.75,5.622883507837806e-12
11.0,NoLift,8.90625,5.679894895416212e-12
11.0,NoLift,9.0625,6.601856725591131e-12
11.0,NoLift,9.21875,3.117201439960388e-12
11.0,NoLift,9.375,3.0926249005571383e-12
11.0,NoLift,9.53125,5.5407151585899e-12
11.0,NoLift,9.6875,4.9880494643882676e-12
11.0,NoLift,9.84375,1.853853752458703e-12
11.0,NoLift,10.0,3.506625288625717e-12
11.0,NoLift,10.15625,4.28271561536763e-12
11.0,NoLift,10.3125,3.3702380510658708e-12
11.0,NoLift,10.46875,4.451959919709501e-12
11.0,NoLift,10.625,4.2991918234635615e-12
11.0,NoLift,10.78125,2.3060956812584206e-12
11.0,NoLift,10.9375,2.2942891453765057e-12
11.0,NoLift,11.09375,2.275569105900927e-12
11.0,NoLift,11.25,1.4823222389028682e-12
11.0,NoLift,11.40625,2.1550073251140356e-12
11.0,NoLift,11.5625,3.412534538303954e-12
11.0,NoLift,11.71875,4.342092895731131e-12
11.0,NoLift,11.875,4.929453996386007e-12
11.0,NoLift,12.03125,4.003088585139579e-12
11.0,NoLift,12.1875,3.481125744412939e-12
11.0,NoLift,12.34375,2.2124350627589683e-12
11.0,NoLift,12.5,2.4624964495664423e-12
11.0,NoLift,12.65625,2.246171870894114e-12
11.0,NoLift,12.8125,1.6840291689194127e-12
11.0,NoLift,12.96875,1.8783984602675462e-12
11.0,NoLift,13.125,1.6082579185828355e-12
11.0,NoLift,13.28125,1.311662370063859e-12
11.0,NoLift,13.4375,1.6115487833796995e-12
11.0,NoLift,13.59375,9.769748780549226e-13
11.0,NoLift,13.75,1.5510955041380475e-12
11.0,NoLift,13.90625,1.4473873599532489e-12
11.0,NoLift,14.0625,1.0711640776399792e-12
11.0,NoLift,14.21875,8.138442446098135e-13
11.0,NoLift,14.375,1.0522790002230206e-12
11.0,NoLift,14.53125,1.3758081831037173e-12
11.0,NoLift,14.6875,1.2597438593966016e-12
11.0,NoLift,14.84375,1.4648411564417548e-12
11.0,NoLift,15.0,1.2630403775624899e-12
11.0,NoLift,15.15625,1.4316782372656779e-12
11.0,NoLift,15.3125,1.1138252801082882e-12
11.0,NoLift,15.46875,1.2591846532989943e-12
11.0,NoLift,15.625,8.003769326004305e-13
11.0,NoLift,15.78125,4.165748158027859e-13
11.0,NoLift,15.9375,4.855357317439364e-13
11.0,NoLift,16.09375,7.865106106453373e-13
11.0,NoLift,16.25,8.126820224168006e-13
11.0,NoLift,16.40625,4.774353514999581e-13
11.0,NoLift,16.5625,8.782321100061343e-13
11.0,NoLift,16.71875,6.33615766665184e-13
11.0,NoLift,16.875,7.416903885204098e-13
11.0,NoLift,17.03125,7.431212949596738e-13
11.0,NoLift,17.1875,5.346625350707071e-13
11.0,NoLift,17.34375,6.391474212983124e-13
11.0,NoLift,17.5,6.982265465735627e-13
11.0,NoLift,17.65625,6.147807399182675e-13
11.0,NoLift,17.8125,7.697875290626574e-13
11.0,NoLift,17.96875,7.778513050912694e-13
11.0,NoLift,18.125,7.404938387981456e-13
11.0,NoLift,18.28125,6.735128415189678e-13
11.0,NoLift,18.4375,5.695404666766052e-13
11.0,NoLift,18.59375,5.56581428220249e-13
11.0,NoLift,18.75,3.787893207206902e-13
11.0,NoLift,18.90625,4.720944840088469e-13
11.0,NoLift,19.0625,3.589157274953932e-13
11.0,NoLift,19.21875,3.6851828247952e-13
11.0,NoLift,19.375,3.87807713300672e-13
11.0,NoLift,19.53125,6.670986353985364e-13
11.0,NoLift,19.6875,4.628190062624463e-13
11.0,NoLift,19.84375,3.432790020653781e-13
11.0,NoLift,-20.0,1.7789264632949907e-13
13.0,SingleKite,0.0,3.36480809773591e-5
13.0,SingleKite,0.15625,0.0005717040199011178
13.0,SingleKite,0.3125,8.320450095889277e-5
13.0,SingleKite,0.46875,9.684628346644507e-6
13.0,SingleKite,0.625,3.4944860401133816e-6
13.0,SingleKite,0.78125,1.3079970463098276e-6
13.0,SingleKite,0.9375,7.945361969166053e-7
13.0,SingleKite,1.09375,4.775578245219532e-7
13.0,SingleKite,1.25,3.0377734015096e-7
13.0,SingleKite,1.40625,4.1865473188489025e-7
13.0,SingleKite,1.5625,4.424564921670398e-7
13.0,SingleKite,1.71875,3.678081854482114e-7
13.0,SingleKite,1.875,2.0225131692551228e-7
13.0,SingleKite,2.03125,1.5020614007535723e-7
13.0,SingleKite,2.1875,1.5800500386763597e-7
13.0,SingleKite,2.34375,1.6830913988423345e-7
13.0,SingleKite,2.5,1.563498270842365e-7
13.0,SingleKite,2.65625,1.0878845541571515e-7
13.0,SingleKite,2.8125,9.25468312278535e-8
13.0,SingleKite,2.96875,8.9659039414712e-8
13.0,SingleKite,3.125,7.382656813260451e-8
13.0,SingleKite,3.28125,7.421441954513565e-8
13.0,SingleKite,3.4375,4.092363908698433e-8
13.0,SingleKite,3.59375,3.521949976905532e-8
13.0,SingleKite,3.75,5.145324733147981e-8
13.0,SingleKite,3.90625,5.7072910521117356e-8
13.0,SingleKite,4.0625,4.659977350329348e-8
13.0,SingleKite,4.21875,4.4040296167788403e-8
13.0,SingleKite,4.375,2.125834322808245e-8
13.0,SingleKite,4.53125,2.044025887765199e-8
13.0,SingleKite,4.6875,2.202661867056585e-8
13.0,SingleKite,4.84375,3.3451296488571524e-8
13.0,SingleKite,5.0,3.424322931822648e-8
13.0,SingleKite,5.15625,2.992303656994142e-8
13.0,SingleKite,5.3125,3.5358768512427766e-8
13.0,SingleKite,5.46875,3.878994408522814e-8
13.0,SingleKite,5.625,2.777213045099419e-8
13.0,SingleKite,5.78125,2.2588018820192782e-8
13.0,SingleKite,5.9375,2.4574995213154466e-8
13.0,SingleKite,6.09375,2.2772107166711488e-8
13.0,SingleKite,6.25,2.0499131556840617e-8
13.0,SingleKite,6.40625,2.0797606407919297e-8
13.0,SingleKite,6.5625,1.8804962995366452e-8
13.0,SingleKite,6.71875,2.3976531295133135e-8
13.0,SingleKite,6.875,2.4880421154448375e-8
13.0,SingleKite,7.03125,2.8082979479155034e-8
13.0,SingleKite,7.1875,3.1628169758718534e-8
13.0,SingleKite,7.34375,3.6498513808071266e-8
13.0,SingleKite,7.5,3.079776264791695e-8
13.0,SingleKite,7.65625,2.1728426495598552e-8
13.0,SingleKite,7.8125,1.861502455226053e-8
13.0,SingleKite,7.96875,1.8552055302383494e-8
13.0,SingleKite,8.125,1.463502847453292e-8
13.0,SingleKite,8.28125,1.095084865949562e-8
13.0,SingleKite,8.4375,1.2916555885819664e-8
13.0,SingleKite,8.59375,1.6554109723103695e-8
13.0,SingleKite,8.75,1.823975484660671e-8
13.0,SingleKite,8.90625,1.797867513486965e-8
13.0,SingleKite,9.0625,1.714612257470515e-8
13.0,SingleKite,9.21875,8.505651073852465e-9
13.0,SingleKite,9.375,9.011340704192765e-9
13.0,SingleKite,9.53125,1.4015290441522976e-8
13.0,SingleKite,9.6875,1.2281213951361136e-8
13.0,SingleKite,9.84375,5.037412453485975e-9
13.0,SingleKite,10.0,7.56950115433151e-9
13.0,SingleKite,10.15625,9.22180710776236e-9
13.0,SingleKite,10.3125,7.569012935232417e-9
13.0,SingleKite,10.46875,8.27754260191641e-9
13.0,SingleKite,10.625,6.514820891591821e-9
13.0,SingleKite,10.78125,3.966028371849974e-9
13.0,SingleKite,10.9375,2.896292529466958e-9
13.0,SingleKite,11.09375,3.1739993832472296e-9
13.0,SingleKite,11.25,1.946872373859594e-9
13.0,SingleKite,11.40625,2.5463518434446066e-9
13.0,SingleKite,11.5625,3.497569322849628e-9
13.0,SingleKite,11.71875,4.110675109183472e-9
13.0,SingleKite,11.875,3.856555742315331e-9
13.0,SingleKite,12.03125,3.369282481575324e-9
13.0,SingleKite,12.1875,2.7672615779259214e-9
13.0,SingleKite,12.34375,1.6998627075490837e-9
13.0,SingleKite,12.5,1.6791552266836947e-9
13.0,SingleKite,12.65625,1.3177910284444487e-9
13.0,SingleKite,12.8125,9.295060883877557e-10
13.0,SingleKite,12.96875,9.92550315103945e-10
13.0,SingleKite,13.125,7.553919998480944e-10
13.0,SingleKite,13.28125,5.372265536003558e-10
13.0,SingleKite,13.4375,6.047518120712658e-10
13.0,SingleKite,13.59375,3.799599876760279e-10
13.0,SingleKite,13.75,5.666084955121408e-10
13.0,SingleKite,13.90625,5.412260939380792e-10
13.0,SingleKite,14.0625,3.5969748054224124e-10
13.0,SingleKite,14.21875,2.344378652449763e-10
13.0,SingleKite,14.375,3.1252265424157817e-10
13.0,SingleKite,14.53125,3.98029361651231e-10
13.0,SingleKite,14.6875,3.294974740678845e-10
13.0,SingleKite,14.84375,3.7163325798084663e-10
13.0,SingleKite,15.0,2.7308500629515656e-10
13.0,SingleKite,15.15625,2.9742914569395345e-10
13.0,SingleKite,15.3125,2.1751283526461334e-10
13.0,SingleKite,15.46875,2.1118769799269075e-10
13.0,SingleKite,15.625,1.4159995075887857e-10
13.0,SingleKite,15.78125,9.188868620690524e-11
13.0,SingleKite,15.9375,1.1707872432961047e-10
13.0,SingleKite,16.09375,1.3786636781031578e-10
13.0,SingleKite,16.25,1.1840158361296913e-10
13.0,SingleKite,16.40625,6.186955071111162e-11
13.0,SingleKite,16.5625,7.436450817561678e-11
13.0,SingleKite,16.71875,5.788621915288592e-11
13.0,SingleKite,16.875,7.010402369869634e-11
13.0,SingleKite,17.03125,7.611826498464241e-11
13.0,SingleKite,17.1875,6.59582214497682e-11
13.0,SingleKite,17.34375,7.442737411231375e-11
13.0,SingleKite,17.5,6.945292400873751e-11
13.0,SingleKite,17.65625,5.115803869434805e-11
13.0,SingleKite,17.8125,7.15203041139238e-11
13.0,SingleKite,17.96875,7.959014799339832e-11
13.0,SingleKite,18.125,6.983809991102937e-11
13.0,SingleKite,18.28125,6.321751599284708e-11
13.0,SingleKite,18.4375,4.325204803436902e-11
13.0,SingleKite,18.59375,1.8731588000930186e-11
13.0,SingleKite,18.75,1.7465174332125086e-11
13.0,SingleKite,18.90625,2.0903313762147333e-11
13.0,SingleKite,19.0625,2.1874194197209014e-11
13.0,SingleKite,19.21875,1.4947859143992498e-11
13.0,SingleKite,19.375,2.6651279180010484e-11
13.0,SingleKite,19.53125,2.9492028062706986e-11
13.0,SingleKite,19.6875,2.241938449481675e-11
13.0,SingleKite,19.84375,2.132483995739246e-11
13.0,SingleKite,-20.0,1.0211998432562784e-11
13.0,Stack×3,0.0,3.366348610991686e-5
13.0,Stack×3,0.15625,0.0005719981479303924
13.0,Stack×3,0.3125,8.322286984844819e-5
13.0,Stack×3,0.46875,9.685969462245997e-6
13.0,Stack×3,0.625,3.4948911975270556e-6
13.0,Stack×3,0.78125,1.3081518782362707e-6
13.0,Stack×3,0.9375,7.945885579333577e-7
13.0,Stack×3,1.09375,4.77597981446593e-7
13.0,Stack×3,1.25,3.0378656837913876e-7
13.0,Stack×3,1.40625,4.186811951564599e-7
13.0,Stack×3,1.5625,4.42474943280164e-7
13.0,Stack×3,1.71875,3.6781440780826563e-7
13.0,Stack×3,1.875,2.0225782525750269e-7
13.0,Stack×3,2.03125,1.5020506638231567e-7
13.0,Stack×3,2.1875,1.5800094512526127e-7
13.0,Stack×3,2.34375,1.6830403235390983e-7
13.0,Stack×3,2.5,1.5634291724036773e-7
13.0,Stack×3,2.65625,1.0878168815655331e-7
13.0,Stack×3,2.8125,9.254239442153218e-8
13.0,Stack×3,2.96875,8.965518562426696e-8
13.0,Stack×3,3.125,7.382169801488957e-8
13.0,Stack×3,3.28125,7.4208541510688e-8
13.0,Stack×3,3.4375,4.0920943318749024e-8
13.0,Stack×3,3.59375,3.521756605799739e-8
13.0,Stack×3,3.75,5.145082890987898e-8
13.0,Stack×3,3.90625,5.706988858536281e-8
13.0,Stack×3,4.0625,4.6597103804563106e-8
13.0,Stack×3,4.21875,4.4037678557726214e-8
13.0,Stack×3,4.375,2.1257104286845044e-8
13.0,Stack×3,4.53125,2.0438899315187805e-8
13.0,Stack×3,4.6875,2.202533808734274e-8
13.0,Stack×3,4.84375,3.3449212256699554e-8
13.0,Stack×3,5.0,3.424093530322339e-8
13.0,Stack×3,5.15625,2.992092691305792e-8
13.0,Stack×3,5.3125,3.5356624899805055e-8
13.0,Stack×3,5.46875,3.878784841994552e-8
13.0,Stack×3,5.625,2.777065198031244e-8
13.0,Stack×3,5.78125,2.258718693563973e-8
13.0,Stack×3,5.9375,2.4574313672762727e-8
13.0,Stack×3,6.09375,2.2771183537522193e-8
13.0,Stack×3,6.25,2.049837179566032e-8
13.0,Stack×3,6.40625,2.0796820332581435e-8
13.0,Stack×3,6.5625,1.8804378879219824e-8
13.0,Stack×3,6.71875,2.3975931892159683e-8
13.0,Stack×3,6.875,2.487969004783261e-8
13.0,Stack×3,7.03125,2.8081975673675543e-8
13.0,Stack×3,7.1875,3.162710304161977e-8
13.0,Stack×3,7.34375,3.6497469874943344e-8
13.0,Stack×3,7.5,3.079633057182368e-8
13.0,Stack×3,7.65625,2.1727486012645268e-8
13.0,Stack×3,7.8125,1.8614347187971e-8
13.0,Stack×3,7.96875,1.8551370564158956e-8
13.0,Stack×3,8.125,1.463444698305979e-8
13.0,Stack×3,8.28125,1.0950268752902394e-8
13.0,Stack×3,8.4375,1.2916035809022364e-8
13.0,Stack×3,8.59375,1.655348284235029e-8
13.0,Stack×3,8.75,1.8238838075308558e-8
13.0,Stack×3,8.90625,1.7977926330130572e-8
13.0,Stack×3,9.0625,1.7145230619204407e-8
13.0,Stack×3,9.21875,8.505937044086396e-9
13.0,Stack×3,9.375,9.010501791732863e-9
13.0,Stack×3,9.53125,1.4014299306380013e-8
13.0,Stack×3,9.6875,1.227919200768684e-8
13.0,Stack×3,9.84375,5.0368376265496855e-9
13.0,Stack×3,10.0,7.570947173508158e-9
13.0,Stack×3,10.15625,9.220716022128083e-9
13.0,Stack×3,10.3125,7.568863540261116e-9
13.0,Stack×3,10.46875,8.277134803885264e-9
13.0,Stack×3,10.625,6.514614193176092e-9
13.0,Stack×3,10.78125,3.965736473412974e-9
13.0,Stack×3,10.9375,2.8963678835871023e-9
13.0,Stack×3,11.09375,3.1740831903478284e-9
13.0,Stack×3,11.25,1.9468323300305385e-9
13.0,Stack×3,11.40625,2.546286246098871e-9
13.0,Stack×3,11.5625,3.4974143877311686e-9
13.0,Stack×3,11.71875,4.110645951176794e-9
13.0,Stack×3,11.875,3.85656992043311e-9
13.0,Stack×3,12.03125,3.369288056703685e-9
13.0,Stack×3,12.1875,2.767209409357412e-9
13.0,Stack×3,12.34375,1.6998669767642225e-9
13.0,Stack×3,12.5,1.6791509311045803e-9
13.0,Stack×3,12.65625,1.3177686896548883e-9
13.0,Stack×3,12.8125,9.294994627753998e-10
13.0,Stack×3,12.96875,9.92554183838955e-10
13.0,Stack×3,13.125,7.554065718426255e-10
13.0,Stack×3,13.28125,5.372329754377103e-10
13.0,Stack×3,13.4375,6.047590093498555e-10
13.0,Stack×3,13.59375,3.799300957503288e-10
13.0,Stack×3,13.75,5.666244462935966e-10
13.0,Stack×3,13.90625,5.412217072605683e-10
13.0,Stack×3,14.0625,3.5968385819522195e-10
13.0,Stack×3,14.21875,2.344281639833676e-10
13.0,Stack×3,14.375,3.125184814591706e-10
13.0,Stack×3,14.53125,3.980253737469443e-10
13.0,Stack×3,14.6875,3.2949176069983166e-10
13.0,Stack×3,14.84375,3.716265721678872e-10
13.0,Stack×3,15.0,2.7307974347910313e-10
13.0,Stack×3,15.15625,2.9742299073857036e-10
13.0,Stack×3,15.3125,2.1751560483155245e-10
13.0,Stack×3,15.46875,2.1118731510012251e-10
13.0,Stack×3,15.625,1.4159927258504856e-10
13.0,Stack×3,15.78125,9.188603829025404e-11
13.0,Stack×3,15.9375,1.1707595537610147e-10
13.0,Stack×3,16.09375,1.3786711663302576e-10
13.0,Stack×3,16.25,1.1840487162277032e-10
13.0,Stack×3,16.40625,6.186420915331672e-11
13.0,Stack×3,16.5625,7.436712965559968e-11
13.0,Stack×3,16.71875,5.789033676488775e-11
13.0,Stack×3,16.875,7.010625558350723e-11
13.0,Stack×3,17.03125,7.611912221333044e-11
13.0,Stack×3,17.1875,6.595840455715053e-11
13.0,Stack×3,17.34375,7.44289567353453e-11
13.0,Stack×3,17.5,6.944803863160289e-11
13.0,Stack×3,17.65625,5.116089516468792e-11
13.0,Stack×3,17.8125,7.151910895467036e-11
13.0,Stack×3,17.96875,7.959215608136284e-11
13.0,Stack×3,18.125,6.984416479108566e-11
13.0,Stack×3,18.28125,6.322417060226552e-11
13.0,Stack×3,18.4375,4.3247964122652584e-11
13.0,Stack×3,18.59375,1.8723659076566093e-11
13.0,Stack×3,18.75,1.746174790468388e-11
13.0,Stack×3,18.90625,2.0907186030380253e-11
13.0,Stack×3,19.0625,2.1879066140962637e-11
13.0,Stack×3,19.21875,1.49440144796435e-11
13.0,Stack×3,19.375,2.6649462972946864e-11
13.0,Stack×3,19.53125,2.948173632788847e-11
13.0,Stack×3,19.6875,2.241671363186969e-11
13.0,Stack×3,19.84375,2.1304808162686975e-11
13.0,Stack×3,-20.0,1.0222061298862805e-11
13.0,RotaryLifter,0.0,5.388682795073705e-5
13.0,RotaryLifter,0.15625,0.0007842828658281117
13.0,RotaryLifter,0.3125,5.1569939674517634e-5
13.0,RotaryLifter,0.46875,2.9734005303270638e-6
13.0,RotaryLifter,0.625,8.297592607586194e-7
13.0,RotaryLifter,0.78125,2.1353392979208062e-7
13.0,RotaryLifter,0.9375,9.383668451518724e-8
13.0,RotaryLifter,1.09375,6.093937488880812e-8
13.0,RotaryLifter,1.25,2.6223196078924646e-8
13.0,RotaryLifter,1.40625,3.99991764821234e-8
13.0,RotaryLifter,1.5625,3.4846906166955585e-8
13.0,RotaryLifter,1.71875,2.496472604244159e-8
13.0,RotaryLifter,1.875,1.5016876884403377e-8
13.0,RotaryLifter,2.03125,8.738310737639115e-9
13.0,RotaryLifter,2.1875,7.846746795581503e-9
13.0,RotaryLifter,2.34375,9.19836390977799e-9
13.0,RotaryLifter,2.5,5.821592867877697e-9
13.0,RotaryLifter,2.65625,3.5664036390307045e-9
13.0,RotaryLifter,2.8125,2.8566440356747842e-9
13.0,RotaryLifter,2.96875,2.8649744693458426e-9
13.0,RotaryLifter,3.125,1.6234192387889396e-9
13.0,RotaryLifter,3.28125,8.445695191741708e-10
13.0,RotaryLifter,3.4375,4.097889477994064e-10
13.0,RotaryLifter,3.59375,3.1315066589639755e-10
13.0,RotaryLifter,3.75,5.20032221042533e-10
13.0,RotaryLifter,3.90625,3.484739135070155e-10
13.0,RotaryLifter,4.0625,1.5349672638257568e-10
13.0,RotaryLifter,4.21875,7.42167007059746e-11
13.0,RotaryLifter,4.375,6.185835551056831e-11
13.0,RotaryLifter,4.53125,5.143448783215181e-11
13.0,RotaryLifter,4.6875,1.2492378687675576e-10
13.0,RotaryLifter,4.84375,1.206457137000531e-10
13.0,RotaryLifter,5.0,6.107117725109916e-11
13.0,RotaryLifter,5.15625,7.935748236945027e-11
13.0,RotaryLifter,5.3125,1.177931254074435e-10
13.0,RotaryLifter,5.46875,1.377955633265621e-10
13.0,RotaryLifter,5.625,1.069747326296882e-10
13.0,RotaryLifter,5.78125,6.989775089275222e-11
13.0,RotaryLifter,5.9375,8.654706745554082e-11
13.0,RotaryLifter,6.09375,7.85909919552626e-11
13.0,RotaryLifter,6.25,7.391578555092897e-11
13.0,RotaryLifter,6.40625,6.538815650756504e-11
13.0,RotaryLifter,6.5625,6.21798824142129e-11
13.0,RotaryLifter,6.71875,7.496136896530957e-11
13.0,RotaryLifter,6.875,7.535406948971873e-11
13.0,RotaryLifter,7.03125,8.198791356138208e-11
13.0,RotaryLifter,7.1875,8.098427704244422e-11
13.0,RotaryLifter,7.34375,8.683192867973793e-11
13.0,RotaryLifter,7.5,6.994952031434715e-11
13.0,RotaryLifter,7.65625,4.7577703794823715e-11
13.0,RotaryLifter,7.8125,4.215778514157655e-11
13.0,RotaryLifter,7.96875,4.1045826400927235e-11
13.0,RotaryLifter,8.125,3.3164474617723104e-11
13.0,RotaryLifter,8.28125,2.615231405295312e-11
13.0,RotaryLifter,8.4375,2.6409040278137963e-11
13.0,RotaryLifter,8.59375,3.5916832666319455e-11
13.0,RotaryLifter,8.75,3.7789806459738206e-11
13.0,RotaryLifter,8.90625,3.623271076917101e-11
13.0,RotaryLifter,9.0625,3.308684568013129e-11
13.0,RotaryLifter,9.21875,1.6130069691650812e-11
13.0,RotaryLifter,9.375,1.9963674669083333e-11
13.0,RotaryLifter,9.53125,2.995414581776618e-11
13.0,RotaryLifter,9.6875,2.6302157159399578e-11
13.0,RotaryLifter,9.84375,1.170048220945272e-11
13.0,RotaryLifter,10.0,1.8484539819803183e-11
13.0,RotaryLifter,10.15625,2.1255748186307777e-11
13.0,RotaryLifter,10.3125,1.8474302690839506e-11
13.0,RotaryLifter,10.46875,2.042613787490879e-11
13.0,RotaryLifter,10.625,1.5729999466964852e-11
13.0,RotaryLifter,10.78125,1.0827498746661806e-11
13.0,RotaryLifter,10.9375,9.290400194068077e-12
13.0,RotaryLifter,11.09375,9.479068946229908e-12
13.0,RotaryLifter,11.25,6.60021557812411e-12
13.0,RotaryLifter,11.40625,8.955030040825434e-12
13.0,RotaryLifter,11.5625,1.3567740252627299e-11
13.0,RotaryLifter,11.71875,1.480184142965379e-11
13.0,RotaryLifter,11.875,1.4641852983531746e-11
13.0,RotaryLifter,12.03125,1.455267060332319e-11
13.0,RotaryLifter,12.1875,1.3646560103807948e-11
13.0,RotaryLifter,12.34375,8.596461052261144e-12
13.0,RotaryLifter,12.5,9.022727955583672e-12
13.0,RotaryLifter,12.65625,8.601696104389133e-12
13.0,RotaryLifter,12.8125,6.133492119950408e-12
13.0,RotaryLifter,12.96875,5.791333698798274e-12
13.0,RotaryLifter,13.125,4.88871964912949e-12
13.0,RotaryLifter,13.28125,4.157221119507056e-12
13.0,RotaryLifter,13.4375,5.0275498079591e-12
13.0,RotaryLifter,13.59375,3.1205948576209003e-12
13.0,RotaryLifter,13.75,5.0102791326109795e-12
13.0,RotaryLifter,13.90625,4.5162334588551886e-12
13.0,RotaryLifter,14.0625,3.4767022593134147e-12
13.0,RotaryLifter,14.21875,2.7094535094763418e-12
13.0,RotaryLifter,14.375,3.558317503601452e-12
13.0,RotaryLifter,14.53125,4.339202156000381e-12
13.0,RotaryLifter,14.6875,3.970231196604053e-12
13.0,RotaryLifter,14.84375,4.832825618838653e-12
13.0,RotaryLifter,15.0,4.2284987100116364e-12
13.0,RotaryLifter,15.15625,4.644294201530339e-12
13.0,RotaryLifter,15.3125,3.452644704511975e-12
13.0,RotaryLifter,15.46875,3.841644767465671e-12
13.0,RotaryLifter,15.625,2.563588138519408e-12
13.0,RotaryLifter,15.78125,1.2902883669320957e-12
13.0,RotaryLifter,15.9375,1.5221729155025602e-12
13.0,RotaryLifter,16.09375,2.233188576567977e-12
13.0,RotaryLifter,16.25,2.378296791358e-12
13.0,RotaryLifter,16.40625,1.3936980349360037e-12
13.0,RotaryLifter,16.5625,2.4170657865904187e-12
13.0,RotaryLifter,16.71875,1.873383386640954e-12
13.0,RotaryLifter,16.875,1.955055803566563e-12
13.0,RotaryLifter,17.03125,1.976216713288804e-12
13.0,RotaryLifter,17.1875,1.582463816798366e-12
13.0,RotaryLifter,17.34375,1.905584190438737e-12
13.0,RotaryLifter,17.5,2.065665226448912e-12
13.0,RotaryLifter,17.65625,1.8355192017236523e-12
13.0,RotaryLifter,17.8125,2.2350572157769693e-12
13.0,RotaryLifter,17.96875,2.1727434278031134e-12
13.0,RotaryLifter,18.125,1.943300994470325e-12
13.0,RotaryLifter,18.28125,1.788473628756943e-12
13.0,RotaryLifter,18.4375,1.6406309154484808e-12
13.0,RotaryLifter,18.59375,1.5890493427070377e-12
13.0,RotaryLifter,18.75,1.0951970450036655e-12
13.0,RotaryLifter,18.90625,1.3431644535039187e-12
13.0,RotaryLifter,19.0625,1.0774109640203641e-12
13.0,RotaryLifter,19.21875,1.0393287944426253e-12
13.0,RotaryLifter,19.375,1.0719897179787783e-12
13.0,RotaryLifter,19.53125,1.8798676215411128e-12
13.0,RotaryLifter,19.6875,1.354911527586551e-12
13.0,RotaryLifter,19.84375,1.0182522189664714e-12
13.0,RotaryLifter,-20.0,5.420151708672986e-13
13.0,NoLift,0.0,6.412555060378875e-5
13.0,NoLift,0.15625,0.004383733784763146
13.0,NoLift,0.3125,0.00024160386930533197
13.0,NoLift,0.46875,1.381614205095053e-5
13.0,NoLift,0.625,2.6972077181199916e-6
13.0,NoLift,0.78125,8.080017097984225e-7
13.0,NoLift,0.9375,2.5539596641519644e-7
13.0,NoLift,1.09375,1.3712467968484586e-7
13.0,NoLift,1.25,5.9572250337775106e-8
13.0,NoLift,1.40625,5.7822528408573075e-8
13.0,NoLift,1.5625,5.6299093314260374e-8
13.0,NoLift,1.71875,3.253123631635675e-8
13.0,NoLift,1.875,1.937281943116046e-8
13.0,NoLift,2.03125,1.139947952682121e-8
13.0,NoLift,2.1875,9.149643171651832e-9
13.0,NoLift,2.34375,8.423486513636478e-9
13.0,NoLift,2.5,5.1707478455289915e-9
13.0,NoLift,2.65625,3.846668481792337e-9
13.0,NoLift,2.8125,2.7224499467826755e-9
13.0,NoLift,2.96875,2.3582956854427415e-9
13.0,NoLift,3.125,1.1431681378254798e-9
13.0,NoLift,3.28125,8.226663209164614e-10
13.0,NoLift,3.4375,6.622872406893024e-10
13.0,NoLift,3.59375,8.423704484502758e-10
13.0,NoLift,3.75,9.037308017222457e-10
13.0,NoLift,3.90625,1.1797880700951986e-9
13.0,NoLift,4.0625,1.4017116025360785e-9
13.0,NoLift,4.21875,2.1215310196359117e-9
13.0,NoLift,4.375,1.6590624647235804e-9
13.0,NoLift,4.53125,1.4943658863682947e-9
13.0,NoLift,4.6875,1.1286928754431317e-9
13.0,NoLift,4.84375,1.4726777081849846e-9
13.0,NoLift,5.0,1.2386106482212078e-9
13.0,NoLift,5.15625,1.0107539068336028e-9
13.0,NoLift,5.3125,7.893928019263384e-10
13.0,NoLift,5.46875,6.651118205481563e-10
13.0,NoLift,5.625,3.5031231870970526e-10
13.0,NoLift,5.78125,1.8814751935516684e-10
13.0,NoLift,5.9375,9.267179275434482e-11
13.0,NoLift,6.09375,5.101174419934661e-11
13.0,NoLift,6.25,2.991001131172501e-11
13.0,NoLift,6.40625,2.1852883463122335e-11
13.0,NoLift,6.5625,1.4450834783653928e-11
13.0,NoLift,6.71875,2.1921408652161902e-11
13.0,NoLift,6.875,2.0507646692154813e-11
13.0,NoLift,7.03125,2.525862062683273e-11
13.0,NoLift,7.1875,2.5825097876261494e-11
13.0,NoLift,7.34375,3.747086945405996e-11
13.0,NoLift,7.5,3.117550846764433e-11
13.0,NoLift,7.65625,2.398665259106599e-11
13.0,NoLift,7.8125,1.958449401937783e-11
13.0,NoLift,7.96875,1.6405581046151324e-11
13.0,NoLift,8.125,1.3280374680530522e-11
13.0,NoLift,8.28125,9.01591896704247e-12
13.0,NoLift,8.4375,1.1353541470057151e-11
13.0,NoLift,8.59375,1.5170369076377118e-11
13.0,NoLift,8.75,1.5969973388346962e-11
13.0,NoLift,8.90625,1.6016252295645813e-11
13.0,NoLift,9.0625,1.7811522267334845e-11
13.0,NoLift,9.21875,8.40607519601834e-12
13.0,NoLift,9.375,8.434051146911554e-12
13.0,NoLift,9.53125,1.4970777180126124e-11
13.0,NoLift,9.6875,1.3227435524393107e-11
13.0,NoLift,9.84375,5.1612992180668276e-12
