island,iteration,fitness
2,1,120.11721679823131
2,2,86.80072659226701
2,3,86.80072659226701
2,4,47.34705506357751
2,5,47.34705506357751
2,6,47.34705506357751
2,7,47.34705506357751
2,8,47.34705506357751
2,9,47.34705506357751
2,10,35.19378161243222
2,11,35.19378161243222
2,12,26.091826398886848
2,13,26.091826398886848
2,14,26.091826398886848
2,15,26.091826398886848
2,16,26.091826398886848
2,17,26.091826398886848
2,18,26.091826398886848
2,19,26.091826398886848
2,20,24.452680895446463
2,21,24.452680895446463
2,22,24.452680895446463
2,23,24.291062622110623
2,24,24.291062622110623
2,25,24.291062622110623
2,26,24.291062622110623
2,27,24.119068013747114
2,28,23.834100440690243
2,29,23.834100440690243
2,30,23.834100440690243
