k,P_mean_kW,P_range_kW,FoS_min,FoS_mean,omega_rad_s,drift,status
20.0,1.3279621905767711,9.683021061532925,0.12471573251840078,0.5036930863262314,3.427437270803098,true,ok
30.0,3.5804515347139794,103.04866028321528,0.05304894474544112,1.5387382267388103,3.371594561048474,true,ok
40.0,1.6369770518394782,34.71373170816975,0.12102689013921639,0.8482008402176013,2.5744291045763554,false,ok
50.0,12.238925507183467,249.90369882748882,0.10764248706704274,0.46900189112750235,4.322695107752872,true,ok
60.0,17.730709790435785,211.2421906797586,0.040472356856097645,0.36406936198109857,5.341733862470957,false,ok
70.0,13.39386038603155,357.33531068747294,0.06554000052930489,0.8023345617545661,2.0338249551215624,true,ok
80.0,11.110525799076418,224.53970506302332,0.050721112727045624,0.6338412250389868,4.0538662486637,false,ok
