genome_hash,physics_era,git_hash,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,n_lines,n_active,f_v11,k_chosen,P_mean_kw,FoS_min,omega_eq_rpm,P_range_kw,drift_flag,stationary,util_axial,util_bending,f_feas,tier,gen,timestamp
025549d839cba20bd357b134a2a272a2c9ff18ce236402a94baa0b605f1bc598,post-234a722_corrected-physics_ON,3f00fbd,0.10398070388781927,0.01,0.15,0.8053157035496632,18.916410333328777,2.672479039772586,3.0,16.0,-0.6612289816938409,7.148245758571759,11.137586915895472,24.492015021555662,0.6496960985986442,1.5018311883056659,0.5271648387360273,12,2,1.3752341942675783,0.0,13.767409499578063,0.12476580573242167,572.9577951308232,0.0,false,false,0.6932332701251548,7.590245940235265,1.3752341942675783,feasibility,4,2026-07-24T00:33:23.046
125fa4adffad53d5bc5241c5edc697074694c8fb8742b33679e43e6114acaf84,post-234a722_corrected-physics_ON,3f00fbd,0.11901587879890821,0.0811927163193997,0.6717226085388825,0.3993402122975662,12.114995783364023,3.806179244543275,2.6802281920648907,8.0,-0.19227225708828,6.714028908520866,23.60953128972237,12.739812572016314,0.5786946184182437,0.3,0.757816136913575,8,2,Inf,0.0,0.2772810553475562,0.18189570699391536,572.9577951308232,0.0,false,false,0.3664106694471083,5.497655862947064,10.722718944652444,stalled,9,2026-07-24T06:56:29.531
1f77b459ff9a9f62def80e61d79297fb53b109076484a2e0223f3ae03a246c2a,post-234a722_corrected-physics_ON,3f00fbd,0.06562895504183827,0.01,1.2167112597020584,0.2957349447053125,3.855490111042604,4.903027226207239,2.99,9.440000000000001,0.37516537968444874,9.572626519959286,18.089930467283622,0.0,0.2959166130616204,0.11185804822521542,1.0,9,3,1.3940722795231748,0.0,2.8478270503356393,0.1059277204768252,572.9577951308232,0.0,false,false,1.736023987126695,7.704375518296246,1.3940722795231748,feasibility,3,2026-07-23T22:49:08.746
2442c6136b936d19e5ea0ace6009938c43f60477174e33b3e0c0b6a85ecf4a29,post-234a722_corrected-physics_ON,3f00fbd,0.0880058995165822,0.09711868031225863,0.7535073440745279,0.41753126646828204,1.0733126291998991,3.9721650028139392,2.6438973135707995,11.84,-0.2110305260725024,7.115397582522902,15.0,12.690253061924185,0.5403115384169628,1.0437620441403008,0.7116858772780654,12,3,1.4423860170028258,0.0,55.88433790448084,0.05761398299717431,572.9577951308232,0.0,false,false,1.7162024595509549,15.697220067061947,1.4423860170028258,feasibility,9,2026-07-24T06:38:24.76
2519f8ef299a74103c40c969993e5c6ed0dd65d2eec3915c6566d05e4375bb7a,post-234a722_corrected-physics_ON,3f00fbd,0.06,0.14785173415983863,1.4320694909189744,0.08835911220000578,17.062494782108814,4.783253057483521,3.0,7.857990496876349,-0.4301449962089563,5.927798545170375,7.262619602711174,14.51054080602401,0.03,0.1,0.5253266040350468,8,1,Inf,0.0,0.0,Inf,572.9577951308232,0.0,false,false,-1.0,-1.0,11.0,stalled,1,2026-07-23T19:28:04.947
270f2a39fb9f5380c81e2a099f484f2678b6b972fb04e7f5490e94c652e1f6fb,post-234a722_corrected-physics_ON,3f00fbd,0.16049767319434127,0.01,0.564365500473136,0.12466943867559815,15.900600176441998,3.4267559825784217,2.8197718079351093,7.098648636620453,-0.4689567246055609,19.0,11.137586915895472,4.0,1.4298680795929213,2.0,0.7693487018224523,7,2,1.4450563968708583,0.0,13.270503250292414,0.054943603129141795,572.9577951308232,0.0,false,false,7.480964011455599,15.088064208872822,1.4450563968708583,feasibility,1,2026-07-23T19:05:59.535
295841a4045d9d117847ed102c023dbd6a19eb16e0e024a07a52f5abe8ca7db3,post-234a722_corrected-physics_ON,3f00fbd,0.13573032902001506,0.037469334568365736,0.15,0.898649123442158,15.58812408278844,3.2074418397090567,2.818052047935109,16.0,-0.3809567246055609,0.0,16.73003987589547,25.0,0.6871676308596726,0.8778311883056658,2.3033531094644895,12,1,1.2925237837905066,0.0,2.7310104959482926,0.20747621620949333,572.9577951308232,0.0,false,false,0.23259034822797856,4.819829560561669,1.2925237837905066,feasibility,3,2026-07-23T22:57:42.125
2bd60f4bca00edc8375f99b40f9d1d290a8d22fa22d9520fb8be5674b61492f9,post-234a722_corrected-physics_ON,3f00fbd,0.150765503931104,0.10866205088776544,0.7167270015708715,0.092673792190061,8.867890892823686,4.341142044479746,2.5,4.0,0.0,5.0,15.0,10.0,1.001247590679272,0.9667588546933132,1.0,4,3,1.1606260999163291,1000.0,10.035749273479272,0.33937390008367074,47.300100250017636,30.32500198076727,false,false,1.8071322527347753,2.183669751158427,1.1606260999163291,feasibility,0,2026-07-23T17:36:02.21
384edd95ab243567d3ca7d3aaac52d53361f3f853b8c0f5fce5251776b891cc6,post-234a722_corrected-physics_ON,3f00fbd,0.1336101302203856,0.15,1.2889680236435108,0.5253045711277642,16.335583148697012,4.6080776596985356,2.3638174463480874,14.559999999999999,0.07503307593688975,0.0,7.0,18.0,0.5859294528497866,1.80580251458202,1.374654964926777,12,1,Inf,0.0,0.1524657720784976,0.6960963975055221,572.9577951308232,0.0,false,false,0.2760036979002296,1.344474349184277,10.847534227921502,stalled,8,2026-07-24T04:45:18.989
3e54b9d01ad7381d7a6d82b23ea0ab07b61feb458321dab609576ec18ce8e124,post-234a722_corrected-physics_ON,3f00fbd,0.09484303397620887,0.09784389224683715,1.5,0.8259002963541484,20.932402052288452,2.2728078554820077,2.7555322062669743,12.16,-0.43237810008632716,2.251547935746922,10.17198364486934,25.0,1.0953214106777458,2.0,1.0899540062892437,12,1,Inf,0.0,0.6779172974004787,0.35440429099823223,572.9577951308232,0.0,false,false,0.24680502290357925,2.576057924739653,10.322082702599522,stalled,7,2026-07-24T03:44:42.697
409a6e05ea59862b9e8ee620424eb48912a6c464c0d3944e9a25acf97da89075,post-234a722_corrected-physics_ON,3f00fbd,0.07821143550493989,0.03371882428335911,1.1832887402979417,0.5373789240009936,12.828178982798518,2.0198386835649025,2.892,7.3599999999999985,-0.4501984556213385,5.0,19.910069532716378,13.0,1.1068704961827598,0.9513761671540135,0.625345035073223,7,2,1.4317257435525583,0.0,33.29228621857656,0.06827425644744173,572.9577951308232,0.0,false,false,2.7333874821157824,12.576258681753357,1.4317257435525583,feasibility,6,2026-07-24T02:20:22.224
40e69d682edbb9bb4abfb557505dc587791a62647fc9e23835725f9b0f7b002e,post-234a722_corrected-physics_ON,3f00fbd,0.0962250375308616,0.0470606629427486,0.8095481236278306,1.0,1.0733126291998991,0.5,1.2574908766408919,13.55082267468013,-0.04851466049575581,12.829459761100646,25.0,25.0,1.9500825989603299,0.9829634469062628,2.2798560264074794,12,2,1.4747791710114138,0.0,158.61322636514416,0.02522082898858629,572.9577951308232,0.0,false,false,6.930989041520756,35.88166390338111,1.4747791710114138,feasibility,1,2026-07-23T20:09:21.939
