# Re-scored under corrected Part A rules
# Source commit: e796673
# Changes:
#   A1: util split co-located with FoS_min (old columns were independent maxima)
#   A2: Betz physical-admissibility guard (10% tolerance)
#   A3: n_rings < 5 model-validity gate
#   A5: non-finite FoS routed to rejection band ≥ 12.0
# New columns:
#   A_projected_m2  — total projected swept area (bank-corrected)
#   Betz_ceiling_kW — 0.593 × ½ρv³ × A_projected
#   betz_flag       — P_mean > 1.1× ceiling
#   n_rings          — ring count (flag if < 5)
#   f_feas_new       — objective_feasibility(P_mean, FoS_min) under corrected rules
#   tier_new         — stalled / feasibility / feasible / rejected
#   util_flag        — A1 caveat: old util_a/util_b are independent maxima, identity may fail
#
genome_hash,physics_era,git_hash,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,n_lines,n_active,f_v11,k_chosen,P_mean_kw,FoS_min,omega_eq_rpm,P_range_kw,drift_flag,stationary,util_axial,util_bending,f_feas,tier,gen,timestamp,A_projected_m2,Betz_ceiling_kW,betz_flag,n_rings,f_feas_new,tier_new,util_flag
169a942208c22d7debb29481dbd93571734b3a8695fb06f35c520ee0cef5d750,post-234a722_corrected-physics_ON,fd4c47b,0.21443967336807235,0.0747484380998576,1.0,0.5554017390587107,5.635677482528564,5.793337262337174,2.449631175749765,9.333543374990825,0.5913155763068537,0.0,25.0,7.0587467997672295,0.41277534940535865,1.494220581297587,-0.9209829236540115,9,1,-0.0,52.385996275130324,0.0,0.06715879925260371,49.5975841700423,0.0,false,false,2.554546362114112,12.545760515835903,11.0,stalled,7,2026-07-24T23:54:34.387,445.78,215.51,false,6,11.0,stalled,identity_broken_0.014
173fa55f2d1c6fb9ab86381ddc2548dcc9eeb9507a5b7cece6cba1f5b55b0f7b,post-234a722_corrected-physics_ON,fd4c47b,0.2,0.15,1.0,0.54590591470161,5.366563145999496,6.233876754903384,3.0,16.0,-0.8,5.517611172233254,0.0,0.0,0.6546399385663472,0.3459336043932308,1.6757068302772975,12,1,-5.59517935079791e100,131.76276359503314,5.59517935079791e100,Inf,44.14210711301163,0.0,false,false,-1.0,-1.0,-1.0,feasible,12,2026-07-25T05:04:04.433,610.7,295.23,true,5,12.0,rejected,
17aa27b575dfb24962c165df1de67c9e4f274a73bc403ebb7d1f1cff6f225210,post-234a722_corrected-physics_ON,fd4c47b,0.44,0.030639339558292317,1.0,0.5608192901191054,11.732124777393821,6.868070313161145,2.5,4.07166148846019,0.8,19.0,16.045779149589354,25.0,1.6089624427084572,2.0,-0.5888431996037305,4,2,-1.5460403580341826,1000.0,12.500282381651788,0.18552065195385076,28.612478737846086,69.94892816389218,true,false,4.898679571424386,1.7794975926381844,10.499988704733928,stalled,9,2026-07-25T01:47:45.765,2436.23,1177.76,false,4,10.5,stalled,identity_broken_0.239
1d947d18db8c554ee74addadffbadd3a7721db401f9c703c220833f907aa21a4,post-234a722_corrected-physics_ON,fd4c47b,0.2710142723860628,0.11282696019631452,1.0,0.5150513634187583,9.588833969663025,6.843201640189351,2.60971976,10.124773591971266,-0.8,17.464,12.836128268445087,6.268367399467381,1.2962007674100675,0.1,1.3943962409192503,10,1,-0.7366543398638368,1000.0,16.583234906967206,0.06663244632273244,26.29271505663613,133.82726312961827,false,false,4.30142354425401,10.738218082718983,10.336670603721311,stalled,7,2026-07-25T00:00:35.323,996.25,481.62,false,4,10.3367,stalled,
1e2c616b41f75dbece2dcdc4268e12a9a11b86f8ecfcbff2c471b73bd984e8ee,post-234a722_corrected-physics_ON,fd4c47b,0.2277605529685003,0.01,1.0,0.9219165591780106,5.366563145999496,4.28475120850115,1.5207798572217013,16.0,-0.07523287398581158,16.350640446147512,15.368187897029145,17.661026641442007,0.12447485608844311,0.1,0.6928047906284628,12,3,1.0e9,4.763771984338099,0.0,Inf,0.0,0.0,true,false,-1.0,-1.0,11.0,stalled,3,2026-07-24T20:53:06.962,405.19,195.88,false,10,12.0,rejected,
1f8920d59e4a1bd4fd8a298469570147f33e92f91250794a689b495fb240d2ee,post-234a722_corrected-physics_ON,fd4c47b,0.2,0.01,1.0,0.8258609662479512,5.366563145999496,1.7270863644162033,2.99,9.4,-0.11,19.0,25.0,0.0,0.5990019274565824,0.3465929162453494,0.3010299956639812,9,3,-0.6084535012895752,110.31743108266261,3.12825219540031,0.29175405144007927,53.127473648759775,55.379621818849046,false,false,0.6889780712467313,2.976462663421514,10.874869912183987,stalled,1,2026-07-24T19:00:12.035,501.61,242.5,false,8,10.8749,stalled,identity_broken_0.069
204289fee4d42978c99e35b737103ce24575371ede2aeff61ee12d5496c00abc,post-234a722_corrected-physics_ON,fd4c47b,0.38587423674837584,0.10383386323381577,1.0,0.8247703130769828,5.366563145999496,8.0,1.6107798572217014,3.5736662892011246,-0.1772209566936681,4.515761427367366,4.396017290472253,0.0,0.5721081546019857,1.3803136517695358,-2.0,4,3,-1.0849991489388522,402.53529660228367,9.7833270563253,0.16635432036957581,49.42363794332789,70.98382938731511,true,false,2.643476378458315,3.367803703679922,10.608666917746987,stalled,7,2026-07-25T00:05:29.925,756.47,365.7,false,9,10.6087,stalled,
220297143f503796a24781fc48f84e7c540670dffe18a8a3a56add5bd6d72001,post-234a722_corrected-physics_ON,fd4c47b,0.37387423674837583,0.07726490981392203,1.0,0.8432010708962641,17.060774337316307,4.968219085008434,2.5,3.0,-0.8,19.0,16.84093948514571,4.305133207210036,1.54278061464096,1.389527206500988,1.0,3,2,-1.7874441610284328,731.8061363038822,21.520478757492057,0.12458673767233167,29.992617548071184,29.833469962475558,true,true,8.026424886380871,0.00012701607608045168,10.139180849700317,stalled,1,2026-07-24T18:30:46.801,1477.35,714.2,false,4,10.1392,stalled,
230b6f2bbe200c2708ad3b2cafd64d754ea8eeb00451ded9abadfa712954b38e,post-234a722_corrected-physics_ON,fd4c47b,0.2,0.12325231484902932,1.0,0.5877949461769949,6.037845118777519,6.697152692497058,3.0,14.72,-0.8,3.0653395401295853,2.0769510860693545,0.0,0.47161034841028115,0.1,0.28526861416486127,12,1,-9.231114066027231e148,273.5359068488521,9.231114066027231e148,Inf,44.323326473943,0.0,false,false,-1.0,-1.0,-1.0,feasible,13,2026-07-25T06:57:38.486,500.8,242.1,true,5,12.0,rejected,
250d33ad75337f4055962e73a255fb1b7a22daa142514113a06b9bf03b8b85ff,post-234a722_corrected-physics_ON,fd4c47b,0.38587423674837584,0.15,1.0,0.9251143284449947,6.410389082731569,8.0,1.9207798572217012,8.420431589208466,-0.8,4.410866491630927,25.0,0.0,0.9118623737501841,0.29992120449261783,-1.931495357222031,8,1,-0.34249946304750456,1000.0,2.2205253289107616,0.23136380742086252,37.96425654220691,8.663366076606495,true,false,1.8275555680517201,2.8030449809919133,10.91117898684357,stalled,5,2026-07-24T22:08:45.763,633.0,306.01,false,6,10.9112,stalled,identity_broken_0.071
