x15,omega_eq_rpm,stationary,genome_hash,x8,util_bending,tier,x12,drift_flag,timestamp,util_axial,f_feas,x7,n_active,P_mean_kw,n_lines,git_hash,x9,physics_era,gen,x6,x5,k_chosen,x3,x10,x14,x1,f_v11,P_range_kw,x2,x13,x11,FoS_min,x4,lift_tension_N
2.777330912769639,19.926195630944655,false,0c5ffa0441bd9d4a6a5abd45b45ff0af71c24cc653c54b6c553a0fb06e160f12,15.219240079798702,0.014548441328193178,stalled,22.463849038676102,true,2026-08-10T04:26:13.351,0.0,10.98724731032111,1.5200185674701259,2,0.3188172419722643,15,1960d6a,-0.41644585226790826,post-20260809-evaluator-consolidation,3,4.394530887203867,14.619320216524887,598.8677314093807,1.0,3.3275393983791353,1.2477121016928008,0.3531567457975255,11.323355171745884,0.4349359783451727,0.0588850229966816,0.9868624135336326,11.045827848166843,68.73588568296432,0.30076820234982327,150518.38910980287
3.5823560998711397,21.568544412271244,false,1c0a47a34b4e5ee2d4e95b64bdb6536a3eac042d8fda3eab66ea6b5e53108503,12.391974965664083,0.006955182105848047,stalled,15.878973227155068,true,2026-08-10T04:20:28.233,9.903995896383152e-5,10.712916374409508,1.0338168936198175,2,7.177090639762311,12,1960d6a,-0.008944993684893265,post-20260809-evaluator-consolidation,3,8.0,17.764154194500573,3822.575745714645,1.0,9.644441358384027,1.136672467342629,0.25496752664294425,-1.0047978488570886,5.865328609500289,0.14319108121421198,1.76300767971925,13.899214156561468,141.75907574390598,0.0,302325.3825383342
2.6559628165315554,28.51188672817678,false,22b3de92ecabfd1b10681c39a7a6e52b47089b63aff116ec874d6d3e44e2effc,16.0,0.028793177465222922,stalled,25.0,true,2026-08-10T02:09:06.873,0.000714574413024147,10.923077178349036,2.1513917925241794,2,1.9230705412741187,16,1960d6a,-0.07330494015601269,post-20260809-evaluator-consolidation,1,1.5,14.50235401014432,452.85880533319465,1.0,6.827414591860897,0.9477450492923105,0.3261621654935396,0.30920217831481467,0.8138958989679577,0.016912595470442368,0.8581684822645652,19.46824930897537,33.88939977962854,0.6371815966075133,22034.6934239969
2.381985458131848,40.33039132031004,false,22d1e1fd75bc9775d5bdf8a09baabfa1f1cd48b7baf66d51c2af7b2b71f6ceff,7.95331551939336,0.023110088700731772,decay_30s,14.62666294467932,false,2026-08-10T00:20:21.559,0.0,10.999999791258597,2.4871947022639356,2,5.218535077958323e-6,8,1960d6a,-0.4877891710862535,post-20260809-evaluator-consolidation,0,2.723175777573023,16.79643972314416,240.98247370320695,1.0,6.827414591860897,0.2884438153972799,0.3261621654935396,-5.218535077958323e-6,1.3791370157244429e-5,0.08509894593275334,0.4426585766547093,6.465730187981997,43.27114503754957,0.6442677504352059,77680.6612029632
3.6919076829902155,27.265437264192418,false,259cb62c575c75250779f43d230258c4234b2503c1cc43e84db82a663bcdef39,12.544396761815493,0.007168546017794623,stalled,17.85247866408818,true,2026-08-10T05:35:11.605,0.0,10.637367057866994,1.9069412541366937,2,9.065823553325156,13,1960d6a,0.6958904643913233,post-20260809-evaluator-consolidation,4,5.453172136445589,16.17034529172972,4919.349550499537,1.0,5.487961839843885,0.718208142261165,0.352692542072242,-8.693978929553769,2.1502724855014295,0.14542929203100483,2.0,20.54477187806888,139.49830237787137,0.06973797989187691,389222.2950366306
2.606725776383167,42.687036573639055,false,2873d03219f441fe1d4167c2c9a24aa45bb97d63c749a8e62f86a44a80400e1e,6.060832439416082,0.011477064001085033,stalled,18.819347918294092,false,2026-08-10T00:34:06.482,0.0,11.0,2.3456989849973016,2,0.0,6,1960d6a,0.011282617044633625,post-20260809-evaluator-consolidation,0,3.0432230871776493,7.062675971102183,404.32051372257683,1.0,6.700765436923559,0.9258944100351336,0.2171596000226469,0.0,0.0,0.03354926909595782,1.146750763683718,15.539068604481676,87.13029742671651,0.8544308434935132,15403.06121676432
2.381350492827701,42.70501931099119,false,382801ed3f648183c6a5970656d10bd3a057c62ff18c11353d4f1ccf79819ecb,13.168154472844394,0.008503433711851352,stalled,18.09740785984871,false,2026-08-10T01:37:38.52,0.0,11.0,1.4568268029238938,3,0.0,13,1960d6a,0.16981614232144404,post-20260809-evaluator-consolidation,0,6.906786370417185,5.5127709039752055,240.63039991106453,1.0,9.54932841199059,0.17674696311289637,0.24907855955294353,0.0,0.0,0.04964305036836476,0.8846701956849433,11.225118742480333,117.59955259088882,0.5794832571778875,72639.44961102137
1.7743781372842757,53.23553270881594,false,606ba55a5825325efcaee483d3f5c5665808afec8dbdd4abe46f721551d8a718,13.618435651904639,0.006941615385005606,stalled,21.698510366873208,false,2026-08-10T04:38:26.029,9.600261185256255e-6,11.0,2.3564795799160003,2,0.0,14,1960d6a,0.11539215265331043,post-20260809-evaluator-consolidation,3,1.5,5.366563145999496,59.48098301346486,1.0,6.189168868588059,0.28131370044005377,0.22478180330114167,0.0,0.0,0.01,0.43984050230901195,19.9942967264128,143.85972913212404,1.0,6199.075911023507
3.497778561141676,34.19080613907067,false,615900f93a6c7d271357ffa8c4f2a72c01ac049929aceda3e643e893ea3b31ec,13.618435651904639,0.046084432810938054,stalled,20.731641112667297,true,2026-08-10T03:08:16.43,0.0005675569579818222,10.491565142982902,2.3564795799160003,3,12.710871425427445,14,1960d6a,0.8,post-20260809-evaluator-consolidation,2,1.5,7.807571956296483,3146.1437435857447,1.0,4.976365271508385,0.9453431774669325,0.2,-9.911119892285432,6.100902461176638,0.06535399457065948,1.5994307257320586,25.0,21.43531294063286,0.5794832571778875,24882.489993409527
2.3771838167405877,52.83807701874558,false,8695ccec78fde1980f79f1647857d946e6229a8a5582c70fd74b99482994662e,15.380561394283504,0.04726942057252884,stalled,25.0,false,2026-08-09T23:55:56.589,0.0001692744940593422,11.0,2.290336420077981,4,0.0,15,1960d6a,0.7635956009855438,post-20260809-evaluator-consolidation,0,1.5,5.366563145999496,238.3328008275891,1.0,19.0,0.4636680969018283,0.2,0.0,0.0,0.01,0.8804365395898538,22.42396791533018,21.07983785380968,1.0,5892.615198519838
