t_s,P_kw,ω_rpm,min_fos,worst_ring,fos_worst,n_failing,collapse_margin_deg,max_twist_deg,T_max_kN,P_aero_kw
1.000000000000437,1.0410151977666617,85.27213633877957,43.3606544012186,2,43.3606544012186,0,46.26196592285697,7.856935711134255,1.716754290245874,6.709611232902265
2.000000000001437,1.1639101365932816,90.83285709552283,26.31955002734126,2,26.31955002734126,0,47.39621208456434,10.245819804269667,1.887862638987591,6.941681639044443
2.999999999996886,1.415629039336201,86.607636640405,13.060101620510961,2,13.060101620510961,0,47.76607003056048,14.6716774119978,2.164581641620388,7.099372970336424
3.999999999992335,1.6432116484480725,86.14759238690895,15.977252494730248,2,15.977252494730248,0,48.266841825860354,14.562578567344469,1.5532145529134487,7.093101528771772
4.999999999998886,1.7857749801564236,89.10771882198883,20.357663920217107,2,20.357663920217107,0,48.19834284957962,13.015773324999314,1.5102366831932,7.286620934238082
6.000000000005437,1.9042116134684046,92.71372363320798,23.7917734770413,2,23.7917734770413,0,48.3343042168326,11.204063625038458,1.52703592731234,7.595014616399335
7.000000000011989,2.036696442818963,95.60564223619924,21.363917721605308,2,21.363917721605308,0,48.361466404155436,10.519829248284548,1.8981303118452448,7.909430071345
8.00000000001854,2.187510616571828,98.28616517813546,21.057332430084138,2,21.057332430084138,0,48.43101500736965,10.202548162251418,2.050313516563719,8.153614085315224
9.000000000025091,2.3460709782401805,100.48782514583182,20.887505469907325,2,20.887505469907325,0,48.476466892273955,9.943568348220921,2.1512929573145883,8.386919567847707
10.000000000031642,2.5095878319098275,102.58368439746805,20.71561111245738,2,20.71561111245738,0,48.45992691675725,9.654185086587516,2.2086742335660423,8.585500926807008
11.000000000038193,2.6699581778203583,104.60522709377514,22.316318245513862,2,22.316318245513862,0,48.43857670728725,9.23964859653025,2.1517838664118396,8.77809909615503
12.000000000044745,2.8261888064714933,106.64581202287063,29.754262259601838,2,29.754262259601838,0,48.40522869471174,8.822520545859263,2.1009977853346555,8.96195626937092
13.000000000051296,2.977969489084177,108.65449952315583,22.7239115745664,2,22.7239115745664,0,48.39677438380809,8.432197019278176,2.4119222928691606,9.140508047908874
14.000000000057847,3.1274418400228785,110.5805046159546,28.81255707027155,2,28.81255707027155,0,48.396474962800475,8.130228902663747,2.1040297736734024,9.309016431346492
15.000000000064398,3.2756765875009215,112.41371496256494,22.99448593850271,2,22.99448593850271,0,48.419338762966404,7.882608451637391,2.535011041580511,9.488119762956792
16.000000000070948,3.423312969154986,114.13894401650715,27.328910052571064,2,27.328910052571064,0,48.44669079915864,7.688014284367353,2.516941554724456,9.656414268947717
17.00000000003309,3.5705664232687853,115.76281928904213,30.661273472556594,2,30.661273472556594,0,48.468011943698514,7.515553202525956,2.2892215240900184,9.812199432158351
17.999999999995232,3.7162343773980346,117.29680625882246,26.046689015045516,2,26.046689015045516,0,48.484048309067404,7.3425242332759835,2.508757495855889,9.958077842714617
18.999999999957375,3.859001852696831,118.77089704435426,24.62768696274732,2,24.62768696274732,0,48.49691556503734,7.162966245828619,2.650148294111169,10.095320683890636
19.999999999919517,3.997962832861517,120.19849230976453,24.60891082328664,2,24.60891082328664,0,48.50792656299904,6.987468893931875,2.7122060801998744,10.225649215353181
20.99999999988166,4.133259369866366,121.57961702984403,25.71197768900097,2,25.71197768900097,0,48.51935513127012,6.829481170347956,2.70816832558359,10.348898098776756
21.9999999998438,4.265506302455707,122.89986268744975,29.174215359305595,2,29.174215359305595,0,48.53285631855616,6.694313608920168,2.6073574642621216,10.46485578611016
22.999999999805944,4.395235951752699,124.14431938205385,31.012324526024056,19,31.012324526024056,0,48.55107820439536,6.575742513674345,2.6615185026319277,10.57278661145427
23.999999999768086,4.522187033944063,125.32130350812507,25.503436903835194,19,25.503436903835194,0,48.56560696052958,6.460920650496284,2.9534490410558822,10.673418122820364
24.99999999973023,4.645624931587561,126.45594239453649,23.750853030507614,2,23.750853030507614,0,48.56995083814171,6.345601787985371,3.0094153749369323,10.76794596143927
25.99999999969237,4.765117108170983,127.53482818135876,30.12062137983271,13,30.12062137983271,0,48.5785062691106,6.234030770124219,2.6754265383635647,10.856794530226727
26.999999999654513,4.880888365760097,128.5915096113187,23.226392358926947,19,23.226392358926947,0,48.57430964139408,6.133781837344926,3.100973627041026,10.940916986954237
27.999999999616655,4.993583297255921,129.5897959094279,28.335562826772005,2,28.335562826772005,0,48.600018099259174,6.048124507921344,2.9224921930801684,11.020139488285386
28.999999999578797,5.103624122010064,130.5436628131127,21.315486866729916,19,21.315486866729916,0,48.58401489540171,5.970570946604164,3.157380425581272,11.09359189873478
29.99999999954094,5.2107812018096435,131.4287978888335,28.750432439795368,13,28.750432439795368,0,48.62300169584423,5.894005072041878,2.931887508971569,11.162441233464424
30.999999999503082,5.314482072405631,132.32626845758523,23.32509874460336,2,23.32509874460336,0,48.59232476578014,5.81488687006249,3.2639772017501225,11.226823494235482
31.999999999465224,5.414301822376982,133.0946841182587,20.337625583599216,19,20.337625583599216,0,48.61442452714446,5.73570074287981,3.0422038980971413,11.287077150414307
32.99999999942737,5.510208473971349,133.91614689846935,27.885806224698012,2,27.885806224698012,0,48.605929558206995,5.661409315777685,3.1312341001530317,11.344214238801637
33.99999999938951,5.602411659509042,134.7082941498523,23.039855740512614,2,23.039855740512614,0,48.605658338989855,5.592202789734998,3.349694902652084,11.39707382077394
34.99999999935165,5.691083675321405,135.3648777914074,17.522146987700545,22,17.522146987700545,0,48.59667650975059,5.526736915869709,3.2932916246764967,11.445955298625925
