v_wind,k_mppt,P_kw,ω_rpm,min_fos,collapse_margin_deg,max_twist_deg,T_max_kN,reached_rated,status
5.0,499.99999999999994,1.2441999948060554,186.27258553844635,Inf,Inf,0.0,0.0,false,underpowered
7.0,240.74819522279444,7.999359283778349,357.4585048962162,Inf,Inf,0.0,0.0,false,underpowered
9.0,115.91938700606549,28.52511452418974,609.1712782664486,Inf,Inf,0.0,0.0,false,underpowered
11.0,15.55276106019597,172.66814029211088,219.47114041211665,2.297484999955194,45.50324554681009,8.77918130840333,26.61512079164629,true,ok
13.0,3.5047775472495375,185.1262991407011,358.8861677576917,1.6385511203883916,46.2284342167725,3.888476739490456,64.78003774615054,true,ok
15.0,2.0,178.576879088946,426.95901786598296,1.357907213159207,47.28370442031429,3.932383577980058,84.68424291394783,true,FoS_fail
