t_s,P_kw,ω_rpm,min_fos,worst_ring,fos_worst,n_failing,collapse_margin_deg,max_twist_deg,T_max_kN,P_aero_kw
1.000000000000437,2.4510406277459804,59.252532427295165,15.11729273328406,2,15.11729273328406,0,42.79742523428793,13.757978447364154,2.456173849099565,9.573351426792227
2.000000000001437,2.794036390317932,66.75592998972725,17.98139831359783,2,17.98139831359783,0,45.688030729821804,13.308191747481274,2.0742101743205867,10.577821522185657
2.999999999996886,3.7340863309528953,69.75818028178425,9.731664969853664,2,9.731664969853664,0,48.471094400108136,17.522522784750294,2.5149408845835066,11.150735656299634
3.999999999992335,4.964170925038306,69.592133868232,7.952566799821686,2,7.952566799821686,0,48.315294991540604,19.471354071096613,2.484054238800909,12.070465336091344
4.999999999998886,6.0562669616795946,71.32565893161232,9.208486057650912,2,9.208486057650912,0,47.34017054155125,19.84323403498315,2.2527198183269372,12.516478352695348
6.000000000005437,6.775706692240705,75.03689909502675,9.160197695378265,2,9.160197695378265,0,46.19374940612104,19.01401131662915,2.216976399032076,13.02371706234517
7.000000000011989,7.380292100268476,78.87890187118853,9.135576816494778,2,9.135576816494778,0,46.346837836953114,17.967201907109313,2.359638396362405,13.736465724165164
8.00000000001854,8.071819186993178,81.92017901741029,8.829752785085109,2,8.829752785085109,0,47.04569582193395,17.395422610647977,2.5967549762808315,14.479546436191432
9.000000000025091,8.863603256265712,84.19036240342874,8.59401744582572,2,8.59401744582572,0,47.484172096647924,17.141497242542936,2.7240673483441946,15.126448855394148
10.000000000031642,9.657098178620585,86.1457493139867,9.055579227281571,2,9.055579227281571,0,47.5504222437859,16.869538017588695,2.7203698309601894,15.669283352585662
11.000000000038193,10.367686569849251,88.08450742685841,8.55971308159638,2,8.55971308159638,0,47.486522053333324,16.47274677962709,3.0091714553499007,16.150963833062985
12.000000000044745,10.988341307571632,90.01341150498268,8.741868450085496,2,8.741868450085496,0,47.5077323840676,16.043942889704027,2.9544851271082155,16.59651908444497
13.000000000051296,11.556333958717072,91.8171756435861,8.560085671108093,2,8.560085671108093,0,47.63291038776953,15.697861596247549,3.2673935065433497,17.01246853626442
14.000000000057847,12.103214851514194,93.40858453288277,9.20080651935022,2,9.20080651935022,0,47.81513262431157,15.463291018659389,3.2142279467205457,17.388827474496978
15.000000000064398,12.635166714336869,94.7810515075963,8.265710213358693,2,8.265710213358693,0,47.981468842392594,15.301677643811802,3.377393742730811,17.722710122445363
16.000000000070948,13.13980349100126,95.97991088855743,8.096855192245357,2,8.096855192245357,0,48.10400848369417,15.162119325931368,3.5972701671196776,18.01564854909655
17.00000000003309,13.602602254313346,97.05838105372442,8.334666896399487,2,8.334666896399487,0,48.18861154931742,15.019378897279681,3.6894205041570203,18.27384877814775
17.999999999995232,14.018499979339753,98.048257968767,8.707571549936727,2,8.707571549936727,0,48.25800490601033,14.876657924518016,3.724869371619301,18.503955229086696
18.999999999957375,14.392819130770045,98.95678149394037,9.020045016578447,2,9.020045016578447,0,48.32908309077886,14.748622142956158,3.7539141350830048,18.71077786759193
19.999999999919517,14.735165845629776,99.77967750418534,9.069438757671339,2,9.069438757671339,0,48.4044642555018,14.644845997908245,3.8024902662081845,18.896924302508
20.99999999988166,15.052811404042115,100.51493713072153,9.025995444776514,2,9.025995444776514,0,48.4774651045442,14.56369975037845,3.8797200395642673,19.063791007784328
21.9999999998438,15.348168795000195,101.1689154534358,8.777816293868781,2,8.777816293868781,0,48.54053872665786,14.496566629635147,3.983208934847765,19.212588732317656
22.999999999805944,15.620311157023695,101.75403932934474,8.352985254606077,2,8.352985254606077,0,48.59075167122028,14.435189581433386,4.099940221773222,19.345082012207765
23.999999999768086,15.869413869981583,102.28421459936112,7.88822112005522,2,7.88822112005522,0,48.62408468035989,14.37748056132081,4.205323262994943,19.459805249666804
24.99999999973023,16.098232139954124,102.77136612029372,7.3442807112285164,2,7.3442807112285164,0,48.58763496287909,14.310930933623826,4.283494766167497,19.542155521627365
