v_wind,k_mppt,P_kw,omega_rpm,min_fos,collapse_margin_deg,max_twist_deg,T_max_kN,reached_rated,status
5.0,26.87460856772399,1.5163993514734193,0.0,Inf,Inf,0.0,0.0,false,underpowered
7.0,26.87460856772399,3.9480970366982624,0.0,Inf,Inf,0.0,0.0,false,underpowered
9.0,12.9400270199972,7.774520689402156,0.0,Inf,Inf,0.0,0.0,false,underpowered
11.0,4.615288151198521,10.515504109069497,125.65914385186967,28.295646087393614,44.42700109981011,19.287410035834682,2.467594951803022,true,ok
13.0,2.0,11.712107675764715,172.1252600119682,324.9525211054957,46.25549247502183,11.030909812468858,3.435860669170067,true,ok
15.0,2.0,17.905427594074936,198.29019698142093,254.15241213886551,46.11032313019704,11.341982431008574,4.260119402165287,true,ok
