v_wind,k_mppt,P_kw,ω_rpm,min_fos,collapse_margin_deg,max_twist_deg,T_max_kN,reached_rated,status
5.0,499.99999999999994,1.2447127181999522,186.2868374154048,Inf,Inf,0.0,0.0,false,underpowered
7.0,240.74819522279444,8.00157987980247,357.4800853691854,Inf,Inf,0.0,0.0,false,underpowered
9.0,115.91938700606549,28.529385991792772,609.1758967994699,Inf,Inf,0.0,0.0,false,underpowered
11.0,15.55276106019597,177.4804011603171,208.9555469972466,1.8433031419268457,46.01804139769149,10.213365213315551,24.37235854488372,true,ok
13.0,3.5047775472495375,185.12476094949824,358.7329148157329,1.6383693844596214,46.242782919682455,3.9645535578202558,64.83147751862988,true,ok
15.0,2.0,188.0903044807374,443.3354294345572,0.6442040213207537,40.4564364182549,9.204885149911798,97.98033657859276,true,FoS_fail
