t_s,P_kw,ω_rpm,min_fos,worst_ring,fos_worst,n_failing,collapse_margin_deg,max_twist_deg,T_max_kN
1.000000000000437,0.27725676789825476,30.20483134897235,10.218087150700832,21,10.218087150700832,0,34.49614230503763,19.909848703923103,1.7720859865271381
2.000000000001437,1.1056869846116801,57.243680475993905,3.836683826605304,2,3.836683826605304,0,36.21072068485678,24.90802887016258,3.395158895780969
2.999999999996886,5.791218392472935,83.344264174187,1.6875796533451064,2,1.6875796533451064,0,41.92612499850384,31.016198968046023,5.199397083750526
3.999999999992335,22.84892804035066,102.42674188423503,1.1728161819572298,2,1.1728161819572298,2,38.48403759854942,34.458286368000444,6.3086613250637384
4.999999999998886,49.6647335410241,127.1933823280576,1.2429801716852698,2,1.2429801716852698,2,41.357374656203774,31.250475486289314,7.821512113925823
6.000000000005437,78.13381072013122,155.02460604506197,1.5547937962895442,2,1.5547937962895442,0,40.1197525501441,23.449715426265605,10.704373146468864
7.000000000011989,107.04693907295508,176.6834473605828,1.9969097747069309,2,1.9969097747069309,0,42.86918853444375,17.479752404160635,14.253678077991315
8.00000000001854,131.06936529086317,193.2522596589075,2.366194336208912,2,2.366194336208912,0,44.85951406793216,14.421707363948455,17.37077438892367
9.000000000025091,150.9140589649831,204.39032850801402,2.467155869770283,2,2.467155869770283,0,46.80497238457367,13.24963368649763,19.59259094759239
10.000000000031642,167.46498356021362,210.39941435500205,2.5391212621007324,2,2.5391212621007324,0,47.95570124802832,12.597769086359985,21.077484435301457
11.000000000038193,177.79846065074904,214.71402674176153,2.670171737300029,2,2.670171737300029,0,48.09286054939476,11.98965242118581,22.011522486645532
12.000000000044745,183.73315324140444,218.21488837167425,2.6921172549810466,2,2.6921172549810466,0,48.57090814982059,11.739451614412097,22.760632764715286
13.000000000051296,189.0841528324034,219.80346609363565,2.6621581401978553,2,2.6621581401978553,0,48.143508425423924,11.6814958363256,23.25282257038162
14.000000000057847,192.5135185784235,220.6777211422272,2.7073362139659287,2,2.7073362139659287,0,48.19669443903097,11.507095674039011,23.53586260389741
15.000000000064398,193.72500097228198,221.78762915100978,2.7285249102385127,2,2.7285249102385127,0,48.167819387510974,11.408210117529025,23.731539983972766
16.000000000070948,195.16658103373643,222.29608952888168,2.698858882300127,2,2.698858882300127,0,47.90683733343997,11.437216519626796,23.861652977625994
17.00000000003309,196.4700719894413,222.36624207782793,2.715928424238921,2,2.715928424238921,0,47.92360010203548,11.394087653555395,23.89622125380055
17.999999999995232,196.6603690513214,222.7151869535573,2.7496248415368885,2,2.7496248415368885,0,48.00120553027102,11.337097095265912,24.003512145600144
18.999999999957375,196.93726210275213,222.95839725805004,2.719088253550446,2,2.719088253550446,0,47.88653530840048,11.360380153983305,24.12982638795304
19.999999999919517,197.5274800527041,222.9070093746261,2.6933648683976568,2,2.6933648683976568,0,47.86425074129092,11.360411132827727,24.217994718039368
20.99999999988166,197.59996015082672,222.99670347197585,2.690292959095797,2,2.690292959095797,0,47.93763889520494,11.326217997690271,24.263324970217663
21.9999999998438,197.58170255086887,223.1438666274232,2.677060248088782,2,2.677060248088782,0,47.903135289073994,11.33385197429768,24.2739361728914
22.999999999805944,197.91361841453698,223.12964959877934,2.660402654848118,2,2.660402654848118,0,47.875356766058225,11.332470125457975,24.27427850925645
23.999999999768086,198.09239661785978,223.16853267372423,2.68934483360402,2,2.68934483360402,0,47.90902158881936,11.30338559212843,24.336235346280457
24.99999999973023,198.18321399812262,223.305708891748,2.7450389847425343,2,2.7450389847425343,0,47.89511761142784,11.415746590807855,24.46147982900361
25.99999999969237,198.4977101320417,223.36137846642293,2.5745132449192654,2,2.5745132449192654,0,47.92338500951822,11.614014301491938,24.601151988672463
26.999999999654513,198.69671307509407,223.38327281662683,2.528716208701893,2,2.528716208701893,0,48.05294230527397,11.469026398014526,24.4975747044956
27.999999999616655,198.67178428541033,223.4430055008973,2.53823688020825,2,2.53823688020825,0,48.14380128129443,11.156180854142262,24.516189518913105
28.999999999578797,198.65462606067888,223.44588324846475,2.5832598931943838,2,2.5832598931943838,0,48.091475374332795,10.87576421999462,24.71804437488273
29.99999999954094,198.59399980264328,223.3918713722379,2.7188719530988594,2,2.7188719530988594,0,47.88190658614905,10.828082813522569,25.12170166215557
30.999999999503082,198.5426743980776,223.37071555618155,2.8307523419913507,2,2.8307523419913507,0,47.74011032272506,11.382522141200091,25.596288691393518
31.999999999465224,198.63376088367136,223.34657192101344,2.5155179156888403,2,2.5155179156888403,0,47.91478486285159,12.206537981188422,25.819213516505194
32.99999999942737,198.5204728206673,223.2751078344256,2.2024985880358616,2,2.2024985880358616,0,48.30760900704857,12.18666852863868,24.99664780709246
33.99999999938951,198.04098219084224,223.168900558305,2.2274079795957147,2,2.2274079795957147,0,48.61853383552151,11.1271263331398,24.860132287389572
34.99999999935165,197.50613130885154,223.05185099503007,2.40967890335762,2,2.40967890335762,0,48.61024810074146,10.264869938471934,25.174026743254174
35.99999999931379,197.120902238382,222.94880685775433,2.7046469156966846,2,2.7046469156966846,0,48.20987168741425,10.056552059027116,25.701782778703805
36.999999999275936,197.0390572480865,222.91577712515635,2.991465626584585,2,2.991465626584585,0,47.782792179512334,10.673772564212948,26.090939924013473
37.99999999923808,197.36364295769076,222.97417982044766,2.910184808586828,2,2.910184808586828,0,47.77433328931833,11.907395288087647,26.78819676762707
38.99999999920022,197.93655053241204,223.07259788453192,2.2186150447765427,2,2.2186150447765427,0,48.17587956392216,12.901998631715282,26.721713673527333
39.99999999916236,198.23479551320042,223.19764417570775,1.9715357306327075,2,1.9715357306327075,0,48.54963476741775,12.509584298080332,25.330444139697384
