v_wind,k_mppt,P_kw,ω_rpm,min_fos,collapse_margin_deg,max_twist_deg,T_max_kN,reached_rated,status,P_aero_kw,P_loss_kw,P_static_kw,consistency,closure_pct,converged,n_spokes,max_T_spoke_N,min_fos_spoke,spoke_drag_kW,P_windowed,stability
5.0,2.0,6.781536308741176,143.42327241355213,11.378699230541875,48.58623015008529,4.425019744946416,3.590720759611329,false,power_deficit,11.922134451488136,5.14059814274696,5.942791615068321,0.0010008139718791598,0.0,false,3,2320.7774478348892,8.531623753269367,1.2082223575086721,6.53632938005493,marginal
7.0,3.0,18.95141867172814,176.6916337193154,12.495888879951865,48.43326437072875,7.498101719255358,5.210738696312646,false,power_deficit,29.289154135795577,10.337735464067439,12.895693566018945,0.0009972100770136302,0.0,false,3,3506.5212810010116,5.64662194046279,2.2591025446633775,18.670731785248705,ok
9.0,6.230576302397042,35.60614317262994,170.93133422116074,4.618527152267995,48.11536301979897,15.201398606464657,5.3241189235429625,false,power_deficit,45.305941437093395,9.699798264463453,14.656254158296743,0.00099642774844044,0.0,false,3,3237.8243332042757,6.115217492483651,2.045281233588844,35.54487689210942,ok
11.0,6.230576302397042,63.28999306318505,207.0167695195141,3.5592388986470045,47.99309027596746,15.809391332153664,7.069897480206311,true,ok,81.91001055746403,18.620017494278983,24.779690162553326,0.0009970212016684019,0.0,false,3,4746.460260408646,4.171529711342263,3.6333276787404136,63.26541930289962,ok
13.0,6.230576302397042,102.68020535477181,243.24457325289006,2.8539559165513513,47.89071539085892,16.13575648560905,9.388222818004607,true,ok,133.5476516482516,30.867446293479773,30.55875020726309,0.000997110238444135,0.0,false,3,6551.97624554046,3.0219889782837175,5.894099538142424,102.61960117274029,ok
15.0,6.230576302397042,155.7585163949913,279.46961000349586,2.081676599402634,47.65199913428424,16.373804124769475,12.554454324317126,true,ok,207.54326243438555,51.784746039394264,36.32896877448006,0.000997318700236699,0.0,false,3,8641.653810460843,2.291228095255543,8.939057944102524,155.7521440704775,ok
