island_idx,cfg_name,beam_profile,variant,seed,best_mass_kg,min_fos,feasible,r_hub_m,r_bottom_m,target_Lr,n_lines,tether_length_m,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,knuckle_kg,evaluations,elapsed_s,status
20,10kw,elliptical,5,2,10.5872228951832,1.800000000000002,true,1.6000000000000005,0.33645492095399526,1.9999999999999998,8,30.0,0.03893173044951843,0.02,1.0,0.4918100038508374,0.010000000000000004,128071992,193.7841079235077,OK
