island_idx,cfg_name,beam_profile,variant,seed,best_mass_kg,min_fos,feasible,r_hub_m,r_bottom_m,target_Lr,n_lines,tether_length_m,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,knuckle_kg,evaluations,elapsed_s,status
1,10kw,circular,1,1,11.470082686671017,1.8000000000000012,true,1.6000000000000003,0.336454920953995,1.9999999999999996,8,30.0,0.040910947742196134,0.02,1.0,0.492601434758364,0.01,128071938,209.4655420780182,OK
