timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-28T08:58:44.057,2000000,128071992,39.29458123999283,1.8000000000000005,0.0,225.1786389350891,3.577708763999664,0.30000000000000077,0.8555060652842574,8
