island,iteration,fitness
1,1,5.182513586847773
1,2,1.1375148081072328
1,3,-0.2006234268691791
1,4,-0.2006234268691791
1,5,-0.2006234268691791
1,6,-2.270731930857749
1,7,-2.270731930857749
1,8,-2.270731930857749
1,9,-2.270731930857749
1,10,-3.548715026427126
1,11,-3.548715026427126
1,12,-3.548715026427126
1,13,-3.6410548332135293
1,14,-3.6410548332135293
1,15,-3.6410548332135293
1,16,-3.6410548332135293
1,17,-3.6410548332135293
1,18,-3.6410548332135293
1,19,-3.6410548332135293
1,20,-3.6410548332135293
1,21,-3.6410548332135293
1,22,-3.6410548332135293
1,23,-3.6410548332135293
1,24,-3.6410548332135293
1,25,-3.6410548332135293
1,26,-3.8166455484502713
1,27,-3.8166455484502713
1,28,-3.8166455484502713
1,29,-3.8166455484502713
1,30,-3.8166455484502713
2,1,10.890550838316125
2,2,1.7862383651489364
2,3,1.7862383651489364
2,4,1.7862383651489364
2,5,1.0736143152790303
2,6,0.9880675841652403
2,7,0.9880675841652403
2,8,0.9880675841652403
2,9,-1.1255930454404273
2,10,-1.1255930454404273
2,11,-1.1255930454404273
2,12,-1.1255930454404273
2,13,-1.1255930454404273
2,14,-1.1255930454404273
2,15,-1.1255930454404273
2,16,-1.1255930454404273
2,17,-1.4589612314791882
2,18,-1.4589612314791882
2,19,-1.4589612314791882
2,20,-1.4589612314791882
2,21,-1.4589612314791882
2,22,-1.6123712513200048
2,23,-1.6123712513200048
2,24,-1.6123712513200048
2,25,-1.6123712513200048
2,26,-2.1719778994915417
2,27,-2.1719778994915417
2,28,-2.4066589751419025
2,29,-2.4066589751419025
2,30,-2.855783093711963
