rank,mass_kg,min_fos,torsional_fos,feasible,n_rings,n_lines,axial_idx,r_hub_m,taper,worst_ring,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,profile_exp,straight_frac,knuckle_mass_kg
1,400.71927525378663,1.8000000000000007,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.02000000000000001,0.19999999999999987,0.347590789625823,2.370083156569465,0.33392097135665283,0.010000000000003275
2,400.71927525378663,1.8000000000000014,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.162838009621971,0.020000000000000025,0.2,0.18490751058287055,2.403520999808239,0.6941735102136752,0.010000000000003468
3,400.71927525378663,1.8000000000000007,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.02000000000000001,0.1999999999999999,0.21573602571784106,3.3318813944403143,0.3370188771640156,0.010000000000003523
4,400.71927525378663,1.8000000000000007,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.02000000000000001,0.1999999999999999,0.03671937985627946,0.4924173823481516,0.07585512120950237,0.010000000000003275
5,400.71927525378663,1.800000000000003,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.02000000000000001,0.2,0.869077606271388,1.3436436185011513,0.17107319693862144,0.010000000000003362
6,400.71927525378663,1.800000000000001,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.1628380096219711,0.02,0.1999999999999999,0.27969151893761246,0.8966991697145181,0.378453223306003,0.01000000000000348
7,400.71927525378663,1.8000000000000016,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.020000000000000004,0.19999999999999996,0.9775900383521493,1.1702852426027484,0.38309736331633765,0.010000000000005602
8,400.71927525378663,1.8000000000000027,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.1628380096219711,0.02,0.19999999999999998,0.29884406192156027,0.589474628666667,0.41847272564032517,0.010000000000003591
9,400.71927525378663,1.8000000000000003,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.020000000000000004,0.19999999999999987,0.5719624123898157,0.36605282052022314,0.11003044192787187,0.010000000000005569
10,400.71927525378663,1.8000000000000005,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197098,0.02000000000000003,0.2,0.017613866189829186,0.3415295160145322,0.6862453868467312,0.010000000000003046
11,400.71927525378663,1.8000000000000005,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197098,0.02000000000000003,0.2,0.8679617873657395,0.9522285506930215,0.22304698775376716,0.010000000000003341
12,400.71927525378663,1.8000000000000023,2.0642815650411737,true,5,8,1,5.366563145999495,1.0,2,0.16283800962197106,0.02000000000000001,0.19999999999999996,0.018569488382138954,0.3731199837462532,0.18003452270880044,0.01000000000000343
