timestamp,generation,evaluations,best_mass_kg,best_fos,infeasible_frac,elapsed_s,Do_top_m,t_over_D,aspect_ratio,Do_scale_exp,r_hub_m,taper_ratio,n_rings
2026-04-20T12:31:30.284,0,48,1.0000208264747416e6,1.605047979202423e-6,1.0,0.0,0.010158903160857151,0.07275846397448546,0.10382760859792495,0.864327866699329,4.344320669665169,0.8302742675857375,26
2026-04-20T12:33:45.847,2000000,96038010,1.0000033548422232e6,1.1635929044306896e-7,1.0,135.17685413360596,0.007476743906138571,0.02072422114588165,0.08000000007051916,0.9999999999993141,4.024922359502212,0.2000000000028297,7
