timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-25T10:21:08.675,2000000,128071992,10.5872228951832,1.800000000000002,0.0,199.1970989704132,1.6000000000000005,0.3364549209539953,1.9999999999999998,8
