n_slack,case,delta_alpha_deg,P_kw,tau_gen,backline_payout,omega_hub,t,omega_gnd,T_gnd_avg
0,Mode 1 Baseline,161.95993012906064,8.472575553066278,1027.0156542191928,0.0,9.732041872191823,0.41999999999996795,8.249704391806672,927.3342173701446
0,Mode 1 Baseline,162.9478901694596,8.52212720500342,1028.0822923025637,0.0,9.735325129766277,0.4299999999999641,8.289343439537976,921.0966981054514
0,Mode 1 Baseline,163.91559278559612,8.571111623233932,1029.1751093891623,0.0,9.738776776321627,0.4399999999999602,8.32813730631425,915.1310684702955
0,Mode 1 Baseline,164.86316741205727,8.620866080448664,1030.3052418765913,0.0,9.742392043200264,0.4499999999999563,8.367293235106398,909.4379860929627
0,Mode 1 Baseline,165.79094006521296,8.669578892091561,1031.443644563809,0.0,9.746103261062618,0.45999999999995245,8.405286064618558,903.8892940734819
0,Mode 1 Baseline,166.69942513664245,8.717888252336511,1032.5922576439052,0.0,9.749890211938265,0.46999999999994857,8.442720916994247,898.5077381328881
0,Mode 1 Baseline,167.58939632647093,8.76392788476377,1033.7241610684332,0.0,9.753698634868135,0.4799999999999447,8.478013975900089,893.2008612406191
0,Mode 1 Baseline,168.46200395640756,8.808107346832333,1034.838736386177,0.0,9.757505468871459,0.4899999999999408,8.51157483492709,888.0166697586644
0,Mode 1 Baseline,169.31850542799478,8.849036993226791,1035.916773837914,0.0,9.761274319353154,0.49999999999993694,8.542227731714833,882.9011261975154
0,Mode 1 Baseline,170.16049142576907,8.887140374206707,1036.9576217038036,0.0,9.764981245574955,0.5099999999999469,8.570398816881667,877.910253288436
0,Mode 1 Baseline,170.98944041029142,8.921664366030909,1037.9505245975108,0.0,9.768604384013098,0.5199999999999569,8.59546207126827,873.0140364197474
0,Mode 1 Baseline,171.80704617257572,8.953043379128243,1038.895013124934,0.0,9.772120349920224,0.5299999999999669,8.61785191575617,868.2571256080943
0,Mode 1 Baseline,172.61473042829138,8.981082355356655,1039.7879521734912,0.0,9.775521346303831,0.5399999999999769,8.637417212406918,863.620453202594
0,Mode 1 Baseline,173.4140198092745,9.006195798179464,1040.6299422989835,0.0,9.778790756296383,0.5499999999999869,8.654561465224392,859.1299880909579
0,Mode 1 Baseline,174.20607051889422,9.028666431922188,1041.4252556579047,0.0,9.781937632011067,0.559999999999997,8.669528977591833,854.7758119422585
0,Mode 1 Baseline,174.9920359427079,9.048902999202957,1042.1767648562086,0.0,9.784957810218463,0.570000000000007,8.682695013308471,850.5686655202386
0,Mode 1 Baseline,175.77264694168517,9.067571429743728,1042.8950501846964,0.0,9.787875868742136,0.580000000000017,8.6946154631167,846.5081514414442
0,Mode 1 Baseline,176.548527702083,9.085077589184092,1043.5850354825625,0.0,9.790698759965643,0.590000000000027,8.705641878989837,842.5938253111872
0,Mode 1 Baseline,177.31987856617354,9.102282057720856,1044.2602861194482,0.0,9.793457865725578,0.600000000000037,8.716487813153979,838.8306236969696
0,Mode 1 Baseline,178.0867463771826,9.119472644363178,1044.9251411379023,0.0,9.796162677349011,0.610000000000047,8.727393269944923,835.2058606691714
0,Mode 1 Baseline,178.8488368107738,9.137452591299636,1045.5916889548228,0.0,9.798839579875716,0.620000000000057,8.739025652005198,831.7233079287759
0,Mode 1 Baseline,179.60573617372637,9.156249993721936,1046.260868122974,0.0,9.801492307713053,0.630000000000067,8.751402516036508,828.3591043225013
0,Mode 1 Baseline,180.35685347983292,9.176387484263063,1046.9399280830398,0.0,9.804134880794319,0.640000000000077,8.764960852209681,825.1130327691584
0,Mode 1 Baseline,181.10157808634438,9.197581164145376,1047.6253708651711,0.0,9.806762183117993,0.650000000000087,8.779456301778607,821.954849497784
0,Mode 1 Baseline,181.83930552125355,9.220014461402048,1048.31902780454,0.0,9.809375472751373,0.660000000000097,8.79504637124752,818.8827122855885
0,Mode 1 Baseline,182.56951137652197,9.24317874224556,1049.0143333525748,0.0,9.811963865876955,0.670000000000107,8.811298805331878,815.8682140689189
0,Mode 1 Baseline,183.29181627546987,9.266998903765646,1049.7093008489562,0.0,9.814520466128146,0.680000000000117,8.828157372970715,812.9119227688071
0,Mode 1 Baseline,184.00596963476372,9.290915365883084,1050.3967496988485,0.0,9.81703342383291,0.690000000000127,8.845148624600004,809.9928462437422
0,Mode 1 Baseline,184.71191631043857,9.314763255949199,1051.0733061483843,0.0,9.819492626776734,0.700000000000137,8.862144249560265,807.1161826938566
0,Mode 1 Baseline,185.40970802792765,9.338091839385285,1051.7332143130297,0.0,9.821888599811727,0.710000000000147,8.878764797291993,804.2704724764222
0,Mode 1 Baseline,186.0995722541456,9.360750728016676,1052.373271164056,0.0,9.824211399510146,0.720000000000157,8.894895931424141,801.4633169874832
0,Mode 1 Baseline,186.78178632116501,9.382482820078492,1052.990169808417,0.0,9.826455438957337,0.730000000000167,8.910323276603387,798.6906444748904
0,Mode 1 Baseline,187.45674001036593,9.40321903562767,1053.5818779841977,0.0,9.82861315560577,0.740000000000177,8.925000735224021,795.9599399666037
0,Mode 1 Baseline,188.12480824421783,9.422900391805713,1054.14775649889,0.0,9.830683847867824,0.750000000000187,8.938880089354566,793.2706524220409
0,Mode 1 Baseline,188.78640825747456,9.441551992574162,1054.6873627997331,0.0,9.832663980973782,0.760000000000197,8.95199120193398,790.6273505329563
0,Mode 1 Baseline,189.44188244611752,9.459300810508108,1055.2027517218385,0.0,9.83455848008153,0.770000000000207,8.964439104307482,788.0320351591115
0,Mode 1 Baseline,190.09155384501557,9.476244899108112,1055.695181741953,0.0,9.836369424178859,0.780000000000217,8.976307804561355,785.4861617270966
0,Mode 1 Baseline,190.73563622508271,9.49264041724606,1056.1688161415111,0.0,9.838106919663625,0.790000000000227,8.987805994808111,782.9929585666322
0,Mode 1 Baseline,191.37427664037443,9.508640650363473,1056.626345749348,0.0,9.839778069553024,0.800000000000237,8.999056940625541,780.5515425217407
0,Mode 1 Baseline,192.00750164803006,9.52455393491711,1057.0729595891366,0.0,9.841396013081635,0.810000000000247,9.01030893706629,778.1650339470158
0,Mode 1 Baseline,192.6352560545677,9.540518590342202,1057.511606230145,0.0,9.842969921845608,0.820000000000257,9.021667974267046,775.8299045136716
0,Mode 1 Baseline,193.25738981042514,9.556801150253092,1057.9469050840069,0.0,9.844511887218433,0.830000000000267,9.033346668275597,773.5473638661819
0,Mode 1 Baseline,193.87368805711918,9.573472988568055,1058.3809127705385,0.0,9.846029479429879,0.840000000000277,9.045394595701316,771.3112703420184
0,Mode 1 Baseline,194.4838916106434,9.59067480989352,1058.816330400708,0.0,9.847530488807738,0.850000000000287,9.057921128080766,769.1205044327273
0,Mode 1 Baseline,195.08772905638415,9.608347173049657,1059.2532871743535,0.0,9.849018348077653,0.860000000000297,9.070868402665734,766.967022117816
0,Mode 1 Baseline,195.6849551108879,9.626475371127375,1059.6920729692285,0.0,9.850495285339758,0.870000000000307,9.084219479111749,764.8482918232079
0,Mode 1 Baseline,196.27536662940108,9.644890520329044,1060.1310915599308,0.0,9.851960655366462,0.880000000000317,9.097828180981901,762.7572631718784
0,Mode 1 Baseline,196.85884183927678,9.663459177217135,1060.5687133333788,0.0,9.853412006288044,0.890000000000327,9.1115823573984,760.6915388599344
0,Mode 1 Baseline,197.43533253425105,9.681967229542591,1061.002458741083,0.0,9.854846087765878,0.900000000000337,9.125301406964304,758.6459338018005
0,Mode 1 Baseline,198.00489162857482,9.70023981355067,1061.4299053084935,0.0,9.856258142859746,0.910000000000347,9.138841637151156,756.6197569584025
0,Mode 1 Baseline,198.56764585447021,9.718091791496779,1061.8486627899974,0.0,9.857644037351035,0.920000000000357,9.15204975251613,754.6111961191574
0,Mode 1 Baseline,199.1238059617954,9.735380353225898,1062.2565340704941,0.0,9.858998710534227,0.930000000000367,9.164810985836526,752.6212071323264
0,Mode 1 Baseline,199.67362967320656,9.751997703484161,1062.6519636388887,0.0,9.860318867897243,0.940000000000377,9.177038237514699,750.6502771279136
0,Mode 1 Baseline,200.21742264868502,9.767872003858397,1063.0336036953172,0.0,9.86160066435792,0.950000000000387,9.188676604298605,748.7001847772507
0,Mode 1 Baseline,200.75549871652615,9.782987624624015,1063.4010225874154,0.0,9.862842507320552,0.960000000000397,9.199716209432005,746.7727999933279
0,Mode 1 Baseline,201.2881800878168,9.797347542420884,1063.753903727271,0.0,9.864042564312173,0.970000000000407,9.210163655420775,744.8692656120677
0,Mode 1 Baseline,201.8157625179307,9.811020776210182,1064.0929629590705,0.0,9.865201426482269,0.980000000000417,9.22007861881477,742.991322026124
0,Mode 1 Baseline,202.33851478008188,9.824068327532887,1064.418846620746,0.0,9.866319690201044,0.990000000000427,9.229513700101945,741.1394421497932
0,Mode 1 Baseline,202.85665989115273,9.836605559518192,1064.7330759983208,0.0,9.867400083261073,1.000000000000437,9.23856483963846,739.3149463107006
0,Mode 1 Baseline,203.37037602615487,9.848723990839083,1065.0369165614434,0.0,9.868445079639423,1.010000000000447,9.24730761693827,737.517694961717
0,Mode 1 Baseline,203.87978749128587,9.860555125333104,1065.3322330345304,0.0,9.869458491405485,1.020000000000457,9.255849789925106,735.7488875861284
0,Mode 1 Baseline,204.3849735426755,9.872179435993543,1065.6204021089557,0.0,9.870443888907513,1.030000000000467,9.264255279324269,734.0069251428281
0,Mode 1 Baseline,204.88597112934053,9.883704177667134,1065.9030685022517,0.0,9.871405039967991,1.040000000000477,9.272610680777166,732.2916471906457
0,Mode 1 Baseline,205.3827798061515,9.895191253168578,1066.1813566841674,0.0,9.872345041217837,1.050000000000487,9.28096443549032,730.6013957599384
0,Mode 1 Baseline,205.87537369580443,9.906702605263465,1066.4562993136074,0.0,9.87326650858182,1.060000000000497,9.289365735510792,728.9353717777504
0,Mode 1 Baseline,206.3637104309816,9.91824947274723,1066.7283344552773,0.0,9.874171235192613,1.070000000000507,9.297821340624616,727.2912330256852
0,Mode 1 Baseline,206.84774761606212,9.92983736503637,1066.9976651395345,0.0,9.875060040478667,1.080000000000517,9.306334671067734,725.6676389538012
0,Mode 1 Baseline,207.32744627364627,9.941441360100132,1067.2640842884923,0.0,9.875932968275183,1.090000000000527,9.314884203873255,724.0627868591191
0,Mode 1 Baseline,207.8027855109646,9.953016383225346,1067.5270149440576,0.0,9.876789031426906,1.100000000000537,9.323432797386323,722.4752788532438
0,Mode 1 Baseline,208.27376680610024,9.964505575753513,1067.785710164178,0.0,9.87762688110774,1.110000000000547,9.331933814905067,720.9032731242294
0,Mode 1 Baseline,208.74042008994067,9.97584634613335,1068.0392324610907,0.0,9.878444425042414,1.120000000000557,9.340336986634783,719.3455937025047
0,Mode 1 Baseline,209.20280104486503,9.986977810647405,1068.286644132591,0.0,9.87923948971729,1.130000000000567,9.348593718267871,717.8014001159976
0,Mode 1 Baseline,209.66099241741858,9.997843696847449,1068.527026670172,0.0,9.880009791389616,1.140000000000577,9.356659632656664,716.2703250545695
0,Mode 1 Baseline,210.11509677316445,10.00840298398841,1068.7597015317776,0.0,9.880753614340193,1.150000000000587,9.364502581491493,714.752519763734
0,Mode 1 Baseline,210.56523419037785,10.01861818007688,1068.9840512946514,0.0,9.881469402671602,1.160000000000597,9.372093220608189,713.2483029165651
0,Mode 1 Baseline,211.01153412187026,10.028481054387628,1069.1998557231434,0.0,9.88215636271769,1.170000000000607,9.379426120110125,711.7579830234736
0,Mode 1 Baseline,211.4541260601248,10.037997084838207,1069.4070748298097,0.0,9.882814028123319,1.180000000000617,9.386507085186153,710.2820928782288
0,Mode 1 Baseline,211.89313030584754,10.047193098797885,1069.6060186708855,0.0,9.883442806592255,1.190000000000627,9.393358791382582,708.8214308180651
0,Mode 1 Baseline,212.32865592809986,10.056093483011288,1069.7970511814142,0.0,9.884043499699697,1.200000000000637,9.400001123489726,707.3761962456047
0,Mode 1 Baseline,212.7607965517848,10.064742472353945,1069.9808256967688,0.0,9.884617533602253,1.210000000000647,9.40646993912233,705.9470404803077
0,Mode 1 Baseline,213.18962726903757,10.073178256029331,1070.157974076308,0.0,9.88516649587426,1.220000000000657,9.412795587234545,704.5340076082854
0,Mode 1 Baseline,213.61520511577046,10.081445866782634,1070.3292189758174,0.0,9.885692143438185,1.230000000000667,9.419013970700924,703.137720946914
0,Mode 1 Baseline,214.03757304275516,10.08956733807063,1070.49509150458,0.0,9.886196265776265,1.240000000000677,9.425141150240822,701.7575445573045
0,Mode 1 Baseline,214.45676490668038,10.097569418166685,1070.6561305759021,0.0,9.886680481746458,1.250000000000687,9.431197496375647,700.3931097941221
0,Mode 1 Baseline,214.87280568468202,10.105467742864716,1070.8127074979093,0.0,9.8871460322597,1.260000000000697,9.43719445249901,699.0439369605019
0,Mode 1 Baseline,215.2857169936206,10.11326727690107,1070.965037859932,0.0,9.887593822280254,1.270000000000707,9.44313485443934,697.7094476395857
0,Mode 1 Baseline,215.6955222346161,10.120959194846945,1071.113152114754,0.0,9.88802440646334,1.280000000000717,9.449010288842604,696.388857768978
0,Mode 1 Baseline,216.10225074247853,10.128532879725315,1071.2569916022148,0.0,9.888437952463546,1.290000000000727,9.454811458991438,695.0820261684052
0,Mode 1 Baseline,216.5059394056364,10.13596691966018,1071.3963440705281,0.0,9.888834307684231,1.300000000000737,9.460520353421094,693.7880814056032
0,Mode 1 Baseline,216.9066322496994,10.143254435910487,1071.5310472391566,0.0,9.889212927476468,1.310000000000747,9.466132093927651,692.5066382152914
0,Mode 1 Baseline,217.30437508350298,10.150386294857912,1071.6609069056037,0.0,9.889573201004312,1.320000000000757,9.471639983739744,691.2371607638
0,Mode 1 Baseline,217.6992184077518,10.157352231867035,1071.785677540449,0.0,9.889914298910256,1.330000000000767,9.47703672918665,689.9791151346475
0,Mode 1 Baseline,218.09121326163753,10.164152736737883,1071.905218115536,0.0,9.890235456215095,1.340000000000777,9.482324150457053,688.732205426789
0,Mode 1 Baseline,218.48040963054675,10.170788010064856,1072.0193673536744,0.0,9.890535814799538,1.350000000000787,9.487503975951368,687.4959703036964
0,Mode 1 Baseline,218.86685314542385,10.177269332232878,1072.1280946548281,0.0,9.890814703958268,1.360000000000797,9.492587110600297,686.2702934862016
0,Mode 1 Baseline,219.25058417153176,10.1836007589149,1072.2313575935357,0.0,9.891071715807708,1.370000000000807,9.49757781918492,685.0549956502505
0,Mode 1 Baseline,219.63163966016205,10.18979578715441,1072.3292198328545,0.0,9.891306574729006,1.380000000000817,9.502488227209465,683.8496710997799
0,Mode 1 Baseline,220.0100468526697,10.195874409571996,1072.4218613794335,0.0,9.891519323693704,1.390000000000827,9.50733547753051,682.6541553986392
0,Mode 1 Baseline,220.38582465574657,10.201852592093552,1072.5094961709347,0.0,9.89171036481445,1.400000000000837,9.51213264639253,681.4682337655807
0,Mode 1 Baseline,220.75898527477514,10.207745058080338,1072.5923769622937,0.0,9.891880359832264,1.410000000000847,9.51689129750284,680.2917746010647
0,Mode 1 Baseline,221.12953501165066,10.213567634645969,1072.6708335486555,0.0,9.892030325172936,1.420000000000857,9.521623330483415,679.124981845767
0,Mode 1 Baseline,221.49747524416043,10.219327638469627,1072.7451586628924,0.0,9.892161465289835,1.430000000000867,9.526333030677444,677.9680577103304
0,Mode 1 Baseline,221.8628055198317,10.225039351919813,1072.8157161878569,0.0,9.89227504518916,1.440000000000877,9.531030537335402,676.8210234090918
0,Mode 1 Baseline,222.2255207726262,10.230709488624951,1072.8828260749558,0.0,9.89237243954026,1.450000000000887,9.535719316202563,675.6837696900121
0,Mode 1 Baseline,222.58561757843938,10.236336173002284,1072.9467086116833,0.0,9.892454886056202,1.460000000000897,9.5403957073016,674.5562354120859
0,Mode 1 Baseline,222.94309600585822,10.241912389369148,1073.0075115524137,0.0,9.89252347279094,1.470000000000907,9.545051902340626,673.4383477229605
0,Mode 1 Baseline,223.29796339688585,10.247423192284865,1073.0652557201902,0.0,9.892578977938802,1.480000000000917,9.549673831725437,672.329958234419
0,Mode 1 Baseline,223.65023644774232,10.252847580738456,1073.1198570933275,0.0,9.89262190138762,1.490000000000927,9.554242718524947,671.2308302756987
0,Mode 1 Baseline,223.99994391641604,10.258161015691506,1073.1711357978163,0.0,9.892652398778148,1.500000000000937,9.558737347203612,670.1411388534759
0,Mode 1 Baseline,224.34712857964533,10.263331316033101,1073.2187776842718,0.0,9.892670264054216,1.510000000000947,9.56313058384863,669.0605781449002
0,Mode 1 Baseline,224.691846127359,10.268335661475165,1073.2625090850206,0.0,9.89267508301276,1.520000000000957,9.567403663647156,667.9888866285413
0,Mode 1 Baseline,225.03416255674497,10.273151625755649,1073.302027189431,0.0,9.89266627060756,1.530000000000967,9.57153845377253,666.9258571737652
0,Mode 1 Baseline,225.37415242417995,10.277763100448134,1073.3370550519512,0.0,9.892643093725589,1.540000000000977,9.575522481100473,665.8713697259074
0,Mode 1 Baseline,225.71189494158725,10.28216265241228,1073.367407587279,0.0,9.892604911719497,1.550000000000987,9.57935053713302,664.8253741103917
0,Mode 1 Baseline,226.0474691192028,10.286354097508344,1073.3929963876567,0.0,9.89255108635515,1.560000000000997,9.583027029359728,663.7883389216264
0,Mode 1 Baseline,226.3809501294331,10.29034892350576,1073.4138152544103,0.0,9.892481066536508,1.570000000001007,9.586562775015933,662.7600455803006
0,Mode 1 Baseline,226.71240233525884,10.294171884941962,1073.430014282053,0.0,9.892394526034689,1.580000000001017,9.5899795496468,661.7402516047661
0,Mode 1 Baseline,227.04187667880478,10.297852684501626,1073.4418079452173,0.0,9.89229125460878,1.590000000001027,9.593303156520221,660.7287911967783
0,Mode 1 Baseline,227.36940903812953,10.301421393000961,1073.44945881026,0.0,9.892171278040577,1.600000000001037,9.596559305566535,659.725357325875
0,Mode 1 Baseline,227.695019920722,10.304910441830133,1073.4532741746202,0.0,9.892034751094322,1.610000000001047,9.599775500012884,658.7296437561648
0,Mode 1 Baseline,228.01871508289605,10.308349049909241,1073.4535796271466,0.0,9.891882068825238,1.620000000001057,9.602976081638987,657.7412893474831
0,Mode 1 Baseline,228.34048685862487,10.311766518912762,1073.4507058261242,0.0,9.891713649330804,1.630000000001067,9.606185419550178,656.7601998166384
0,Mode 1 Baseline,228.66031617038334,10.315178136865272,1073.444897754201,0.0,9.891530090029935,1.640000000001077,9.60941559128567,655.7862007947208
0,Mode 1 Baseline,228.97817928529673,10.318597634195866,1073.4364076397953,0.0,9.891332096348235,1.650000000001087,9.612677156054128,654.8187644741449
0,Mode 1 Baseline,229.2940474212127,10.322033356240382,1073.4254530260596,0.0,9.891120433421152,1.660000000001097,9.615975964741535,653.8576452058408
0,Mode 1 Baseline,229.60789069781592,10.325486545827621,1073.4121912172889,0.0,9.890895869039483,1.670000000001107,9.61931178936783,652.9026514167942
0,Mode 1 Baseline,229.91968169882037,10.32895183097743,1073.3967426614633,0.0,9.890659274480159,1.680000000001117,9.62267856838006,651.9537138187327
0,Mode 1 Baseline,230.22939793263046,10.332420211497995,1073.379180132115,0.0,9.89041143370565,1.690000000001127,9.626067286144163,651.0111133458302
0,Mode 1 Baseline,230.53702398829887,10.335876054689185,1073.3594950485517,0.0,9.890153001379598,1.700000000001137,9.62946347646709,650.0750057247822
0,Mode 1 Baseline,230.84255333923275,10.339304436458933,1073.3376757381347,0.0,9.88988458420231,1.710000000001147,9.632853360289053,649.1451872947513
0,Mode 1 Baseline,231.14598790437017,10.342687354382159,1073.313639386872,0.0,9.889606553627866,1.720000000001157,9.636220928199883,648.2216283051654
0,Mode 1 Baseline,231.4473405198219,10.346001017252544,1073.287225294849,0.0,9.889319132062202,1.730000000001167,9.639545476198446,647.3042683607842
0,Mode 1 Baseline,231.74663582417458,10.349222281630114,1073.2582519527366,0.0,9.889022403590452,1.740000000001177,9.642807090278833,646.3930965658283
0,Mode 1 Baseline,232.04391024419948,10.352326476350811,1073.2264767866523,0.0,9.888716200243655,1.750000000001187,9.64598498105145,645.4880677112228
0,Mode 1 Baseline,232.3392101831587,10.355295611889296,1073.1916839914898,0.0,9.888400194633284,1.760000000001197,9.649064343636315,644.5892796201348
0,Mode 1 Baseline,232.6325901125299,10.358111300000651,1073.153646257622,0.0,9.888074016827842,1.770000000001207,9.652030104097578,643.6971722284477
0,Mode 1 Baseline,232.9241144012259,10.360754354131853,1073.1121197851812,0.0,9.88773724612513,1.780000000001217,9.654866591392052,642.8113544508309
0,Mode 1 Baseline,233.21385084130873,10.363223004144722,1073.067009080886,0.0,9.887389458698438,1.790000000001227,9.657573028007945,641.9318973323313
0,Mode 1 Baseline,233.5018666663464,10.365519527023718,1073.018259695694,0.0,9.887030264544462,1.800000000001237,9.66015203689391,641.0588009003806
0,Mode 1 Baseline,233.78822572424775,10.367653526632813,1072.9659143518597,0.0,9.886659455008866,1.810000000001247,9.662612192947005,640.1921019837756
0,Mode 1 Baseline,234.07298558196723,10.369641474145308,1072.9100893169552,0.0,9.886276899318418,1.820000000001257,9.664967808017272,639.3319399778309
0,Mode 1 Baseline,234.35619334248798,10.371504427820478,1072.850952522481,0.0,9.885882532012737,1.830000000001267,9.667237003830826,638.4785995292251
0,Mode 1 Baseline,234.6378858598603,10.373268634639915,1072.78874334686,0.0,9.885476429814844,1.840000000001277,9.669442095633523,637.6316862439678
0,Mode 1 Baseline,234.9180856001323,10.37496245585117,1072.723740030442,0.0,9.885058778525888,1.850000000001287,9.671607021167208,636.7908815960601
0,Mode 1 Baseline,235.19680272435983,10.376609965762098,1072.65617645318,0.0,9.884629723336316,1.860000000001297,9.673752124444158,635.9558552799858
