island,iteration,fitness
1,1,-7.5372296233196465
1,2,-7.5372296233196465
1,3,-7.5372296233196465
1,4,-7.5372296233196465
1,5,-7.5372296233196465
1,6,-7.5372296233196465
1,7,-7.5372296233196465
1,8,-7.5372296233196465
1,9,-7.5372296233196465
1,10,-7.5372296233196465
1,11,-7.5372296233196465
1,12,-7.5372296233196465
1,13,-7.5372296233196465
1,14,-7.5372296233196465
1,15,-7.5372296233196465
1,16,-7.5372296233196465
1,17,-7.5372296233196465
1,18,-7.5372296233196465
1,19,-7.5372296233196465
1,20,-7.5372296233196465
1,21,-7.5372296233196465
1,22,-7.5372296233196465
1,23,-7.5372296233196465
1,24,-7.5372296233196465
1,25,-7.5372296233196465
1,26,-7.5372296233196465
1,27,-7.5372296233196465
1,28,-7.98027565007923
1,29,-7.98027565007923
1,30,-7.98027565007923
2,1,-4.21112345599966
2,2,-5.811920835825716
2,3,-6.109885600679627
2,4,-6.109885600679627
2,5,-6.195154847557307
2,6,-6.195154847557307
2,7,-6.195154847557307
2,8,-6.195154847557307
2,9,-6.217612002230896
2,10,-6.296694175596679
2,11,-6.341301954954795
2,12,-6.341301954954795
2,13,-6.355081337819284
2,14,-6.355081337819284
2,15,-6.369174921649572
2,16,-6.369174921649572
2,17,-6.414518555717533
2,18,-6.436089814813387
2,19,-6.436089814813387
2,20,-6.436089814813387
2,21,-6.436089814813387
2,22,-6.44006754102846
2,23,-6.44006754102846
2,24,-6.501150588268044
2,25,-6.501150588268044
2,26,-6.501150588268044
2,27,-6.501150588268044
2,28,-6.501150588268044
2,29,-6.501150588268044
2,30,-6.501150588268044
3,1,-6.370209324209847
3,2,-6.370209324209847
3,3,-6.429911062509627
3,4,-6.429911062509627
3,5,-6.429911062509627
3,6,-6.459312205740561
3,7,-6.459312205740561
3,8,-6.51496130563343
3,9,-6.51496130563343
3,10,-6.597244946505027
3,11,-6.597244946505027
3,12,-6.597244946505027
3,13,-6.597244946505027
3,14,-6.598243236458222
3,15,-6.598243236458222
3,16,-6.598243236458222
3,17,-6.600373915964829
3,18,-6.600373915964829
3,19,-6.618681396606786
3,20,-6.618681396606786
3,21,-6.672436972106584
3,22,-6.672436972106584
3,23,-6.672436972106584
3,24,-6.672436972106584
3,25,-6.672436972106584
3,26,-6.672436972106584
3,27,-6.672436972106584
3,28,-6.672436972106584
3,29,-6.672436972106584
3,30,-6.672436972106584
