timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-28T07:54:37.552,2000000,128071992,85.77742083967772,1.8000000000000003,0.0,204.3147258758545,1.6,0.3000000000000001,1.9988959814479075,8
