run_id,wind_speed,payout_duration,field_imu,damping_mode,active_winch,payout_base_m,mppt_stall,lifter_elev_deg,duration_s,d_tau_gen_rms,d_omega_rms,T_min,T_mean,T_std,slack_events,brake_time,brake_engaged,omega_hub_final,omega_gnd_final,time_to_omega1,max_payout_reached,peak_tau_gen,min_tension_before_brake,T_cyan_min,twist_max,fos_buckling_min,is_disqualified,disqualification_reason,smoothness_raw,tension_raw,composite_score
25,11.0,15.0,0,2,1,15.0,0,70.0,30.0,6738.415935628166,1.464533149799279,0.0,1903.5690493806762,2129.8589139625324,1500,NaN,0,9.874116184896852,9.873416061335883,NaN,14.999986826751751,2239.0030283125893,2723.1274000525536,954.9047746551408,0.7142775697223129,0.1459633312925802,1,ring_buckling,6739.148202203066,-300000.0,-99999.0
26,11.0,15.0,0,2,1,15.0,0,85.0,30.0,19453.846389796574,2.914734079453875,0.0,4343.795259442577,4862.855949146543,1500,NaN,0,10.981077821029197,6.4075938054247805,NaN,2.9349475131803278,9854.131329046355,1148.5754058476489,0.0,1.0384264353425579,0.0554956787925742,1,slack_sky_anchor,19455.3037568363,-300000.0,-99999.0
27,11.0,15.0,0,2,1,15.0,1,70.0,30.0,47788.45876243044,1.3852872029180852,0.0,1415.894607434185,2840.7527007394865,1500,25.93691999969476,1,-0.41913091341023,0.0,25.939999999694642,14.999999999793374,15372.760310568414,0.0,954.9047746551408,1.2183630922922362,0.08724714086883625,1,ring_buckling,47789.1514060319,-300000.0,-99999.0
28,11.0,15.0,0,2,1,15.0,1,85.0,30.0,19453.846389796574,2.914734079453875,0.0,4343.795259442577,4862.855949146543,1500,NaN,0,10.981077821029197,6.4075938054247805,NaN,2.9349475131803278,9854.131329046355,1148.5754058476489,0.0,1.0384264353425579,0.0554956787925742,1,slack_sky_anchor,19455.3037568363,-300000.0,-99999.0
29,11.0,15.0,0,2,1,25.0,0,70.0,30.0,7098.119456023487,1.5599200340370514,0.0,3147.424419715725,3542.8725549341484,1500,NaN,0,9.871443091224739,9.891590612397659,NaN,24.999993511017763,3414.5878360270503,215.14008775675035,954.9047746551408,0.7207343373804918,0.1101324340792439,1,ring_buckling,7098.8994160405055,-300000.0,-99999.0
30,11.0,15.0,0,2,1,25.0,0,85.0,30.0,16389.16346784509,5.33180697266442,0.0,2392.302837027643,5026.9021363919355,1500,17.335680000020382,1,0.38089781993750227,0.0,17.34000000002022,14.809748091643812,12923.140040489996,71.5116026407261,0.0,1.0881731875634841,0.03763674779965428,1,slack_sky_anchor,16391.829371331423,-300000.0,-99999.0
31,11.0,15.0,0,2,1,25.0,1,70.0,30.0,47970.776980312716,1.611961106679821,0.0,2684.10341386346,3869.642358359501,1500,27.638359999630346,1,-0.5601308007616179,0.0,27.639999999630284,24.99999999929481,15743.006876031126,0.0,954.9047746551408,1.1674163886393103,0.1101324340792439,1,ring_buckling,47971.58296086606,-300000.0,-99999.0
32,11.0,15.0,0,2,1,25.0,1,85.0,30.0,62203.428241701346,4.13449004095565,0.0,3107.6528150378927,6223.814217297908,1500,18.405639999979876,1,0.04342717234641921,0.0,18.419999999979332,12.663906326746828,42596.27232935683,11.765262743814535,0.0,1.2170299305833225,0.028216889118309607,1,slack_sky_anchor,62205.495486721826,-300000.0,-99999.0
33,11.0,15.0,1,0,0,15.0,0,70.0,30.0,3423.1345826143706,2.0601811450754637,0.0,2496.8020337649386,2648.0615816741406,1500,17.282720000022387,1,0.04668969701131686,0.0,17.300000000021733,14.999999999997222,2260.029131154479,1670.895331711937,954.9049048771074,0.6143145083539139,0.10031608323357542,1,ring_buckling,3424.164673186908,-300000.0,-99999.0
34,11.0,15.0,1,0,0,15.0,0,85.0,30.0,15232.470306365198,4.641642825493432,0.0,1793.8069496007126,4777.7764383433705,1500,10.950920000037872,1,-0.17623400924696878,0.0,10.960000000037931,14.999999999997222,12243.836595222654,100.92306743770875,0.0,0.8731019596206835,0.024479085013264613,1,slack_sky_anchor,15234.791127777944,-300000.0,-99999.0
