rank,mass_kg,min_fos,feasible,n_rings,n_lines,axial_idx,r_hub_m,taper,worst_ring,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,profile_exp,straight_frac,knuckle_mass_kg
1,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.30000000000000004,0.20018323881022423,0.010000000000000007
2,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.3,0.04742070149394459,0.010000000000000002
3,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.30000000000000004,0.10482672519220383,0.010000000000000007
4,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.3,0.5044305207189107,0.010000000000000004
5,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.3,0.5257856726213508,0.01
6,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.3,0.22867108484961687,0.010000000000000004
7,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.30000000000000004,0.1045746333557244,0.010000000000000002
8,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399847417526,0.02,0.2,0.14496850366512098,0.30000000000000004,0.13483821845762384,0.01
9,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399795967972,0.02,0.2,0.14496849506533227,0.3,0.0810702286201594,0.010000000000000002
10,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399823994406,0.02,0.2,0.1449684997499484,0.30000000000000004,0.47306584696482945,0.01
11,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399818292399,0.02,0.2,0.1449684987968584,0.3,0.06061340799203701,0.010000000000000004
12,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399823994406,0.02,0.2,0.1449684997499484,0.3,0.13434889099797898,0.01
13,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399805285381,0.02,0.2,0.14496849662273648,0.3,0.5114546403653482,0.010000000000000002
14,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399823994406,0.02,0.2,0.1449684997499484,0.3,0.21213211721941744,0.010000000000000002
15,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399831399577,0.02,0.2,0.14496850098772213,0.30000000000000004,0.03876463512261934,0.010000000000000005
16,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399822636701,0.02,0.2,0.14496849952300825,0.3,0.5061299599289376,0.010000000000000007
17,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399808630393,0.02,0.2,0.14496849718185492,0.30000000000000004,0.5647038302076108,0.010000000000000007
18,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399831399577,0.02,0.2,0.14496850098772213,0.30000000000000004,0.16753011759621697,0.010000000000000002
19,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399823994406,0.02,0.2,0.1449684997499484,0.3,0.04095003332100847,0.010000000000000004
20,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399841158277,0.02,0.2,0.14496850261888808,0.3,0.16808225743446037,0.010000000000000004
21,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399847417526,0.02,0.2,0.14496850366512098,0.3,0.0006292460858076387,0.010000000000000002
22,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399795967972,0.02,0.2,0.14496849506533227,0.3,0.0810702286201594,0.010000000000000005
23,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399822636701,0.02,0.2,0.14496849952300825,0.30000000000000004,0.0813080590734434,0.010000000000000002
24,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399822636701,0.02,0.2,0.14496849952300825,0.3,0.34309526539812674,0.010000000000000004
25,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399822636701,0.02,0.2,0.14496849952300825,0.30000000000000004,0.3398823829577806,0.010000000000000002
26,19.632577447791103,1.8,true,5,8,4,1.6,0.25,6,0.10377399833020949,0.02,0.2,0.1449685012587344,0.3,0.08966619827445874,0.010000000000000002
