island,gen,idx,status,fitness,n_lines,rings,n_active,r_hub,r_bot,tether,m_airborne_kg,T_mass_1p5_N,T_rotary_actual_N,ratio
1,3,4,ok,3.437,8,8,1,1.033,1.033,25.0,104.38792436197642,1634.6497492997212,2224.412579644859,1.3607884995533692
1,3,5,clearance_reject,1.0e9,8,4,2,1.998,1.5,25.0,103.5511809380298,1621.5468694738938,2224.412579644859,1.3717843261394986
1,3,6,ok,5.81,8,7,2,1.805,1.5,25.0,105.4304468833961,1650.9750013697656,2224.412579644859,1.3473326838985018
1,3,7,reject,1.0e9,16,8,2,1.04,1.04,25.0,201.36415592261068,3153.2370148049695,2224.412579644859,0.7054377990620032
1,3,8,ok,-1.624,15,5,2,1.241,1.241,25.0,190.13945738213786,2977.465240748772,2224.412579644859,0.7470826356600772
1,3,9,clearance_reject,1.0e9,16,5,2,1.369,1.369,25.0,200.6727868487271,3142.410606576193,2224.412579644859,0.7078682126994419
1,3,10,clearance_reject,1.0e9,10,13,4,0.7,0.7,25.0,129.1023121171313,2021.6616378393462,2224.412579644859,1.1002892561300233
1,4,1,reject,1.0e9,16,8,1,1.372,1.372,25.0,200.1821699121328,3134.727851532371,2224.412579644859,0.7096030931544771
1,4,2,clearance_reject,1.0e9,16,4,2,1.491,1.491,25.0,200.31123086854728,3136.7488655657166,2224.412579644859,0.7091458943569852
1,4,3,clearance_reject,1.0e9,16,7,2,1.107,1.107,25.0,202.08351436129172,3164.501719018927,2224.412579644859,0.7029266460106336
