island,iteration,fitness
1,1,1.3771451883080306
1,2,1.2218850073950307
1,3,-1.6239830060830691
1,4,-3.1365247079789036
1,5,-3.1365247079789036
1,6,-6.360337889571864
1,7,-7.0645057051149704
1,8,-7.0645057051149704
1,9,-7.0645057051149704
1,10,-7.110687808931539
1,11,-7.1648830685257865
1,12,-7.1648830685257865
1,13,-7.184333167980659
1,14,-7.24420288904833
1,15,-7.24420288904833
1,16,-7.24420288904833
1,17,-7.24420288904833
1,18,-7.252326260778669
1,19,-7.252326260778669
1,20,-7.282853673842192
1,21,-7.286535145155263
1,22,-7.291785866398169
1,23,-7.301550927777913
1,24,-7.301550927777913
1,25,-7.301759902278855
1,26,-7.302489639401658
1,27,-7.302489639401658
1,28,-7.303624131818275
1,29,-7.303725159441576
1,30,-7.303725159441576
2,1,-5.656170028265054
2,2,-5.656170028265054
2,3,-5.656170028265054
2,4,-5.656170028265054
2,5,-5.656170028265054
2,6,-6.917937023394612
2,7,-6.917937023394612
2,8,-7.131139072396036
2,9,-7.131139072396036
2,10,-7.131139072396036
2,11,-7.144289991009809
2,12,-7.177180316406831
2,13,-7.190425000010933
2,14,-7.190425000010933
2,15,-7.227928362018455
2,16,-7.263203711667726
2,17,-7.263203711667726
2,18,-7.263203711667726
2,19,-7.263203711667726
2,20,-7.263203711667726
2,21,-7.303634954227204
2,22,-7.303634954227204
2,23,-7.315205411423753
2,24,-7.315205411423753
2,25,-7.319663545995509
2,26,-7.319663545995509
2,27,-7.32708126049805
2,28,-7.3273677942640445
2,29,-7.330397562840247
2,30,-7.33088789114827
3,1,-4.046441751060941
3,2,-4.046441751060941
3,3,-4.046441751060941
3,4,-4.046441751060941
3,5,-4.087475277335231
3,6,-5.963453495737215
3,7,-6.916585373093355
3,8,-6.916585373093355
3,9,-6.916585373093355
3,10,-6.916585373093355
3,11,-6.916585373093355
3,12,-7.173678007781379
3,13,-7.173678007781379
3,14,-7.173678007781379
3,15,-7.173678007781379
3,16,-7.173678007781379
3,17,-7.188356078850285
3,18,-7.188356078850285
3,19,-7.188356078850285
3,20,-7.188397436029858
3,21,-7.188397436029858
3,22,-7.217491862602816
3,23,-7.218724129319314
3,24,-7.251825453047536
3,25,-7.307389602513216
3,26,-7.307389602513216
3,27,-7.307389602513216
3,28,-7.307389602513216
3,29,-7.307389602513216
3,30,-7.307389602513216
