island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,n_expansion,bank_angle_deg,blade_scale
1,45.92893498865909,0.07643266764398274,0.01,1.0608682837997014,0.9857734394689872,2.698271972848908,0.3570752198752032,2.9896612041601993,8.532299240781503,-0.13002611636703937,9.983680481650321,33.00946562264348,0.386641570838679
2,45.46963392523787,0.08069139639785712,0.010009367445188853,1.0669308650389628,0.9724787600257621,2.7091967095327445,0.3030253314538205,2.987148094009765,8.476548071074403,-0.11163265731273919,9.314421620280932,34.972407732893885,0.42403815194357736
3,48.56199694666475,0.07977990057555007,0.01,0.9970205076141269,0.9941474652720389,2.698271972848908,0.3,2.958170938654754,10.012655199761141,-0.05255970454299602,8.34067738059879,28.654638431416274,0.4681414304107259
4,44.52261912196839,0.08102156521053411,0.01,1.0000000398274014,0.9999999976225483,2.698271972848908,0.3,2.998592085871434,8.186299404397625,-0.1202533933522536,8.99246607406146,30.049567396353268,0.4036083727605877
5,44.52382932874342,0.08102684369027255,0.010000190003397151,1.0000227019964776,1.0,2.698352490658743,0.3,2.9994026958118534,7.98920104007741,-0.12016346090250159,9.422585741813803,29.89655994142799,0.40325422540454436
6,47.32636118084248,0.07350135534723362,0.01,1.0082923870577798,0.9875562916122362,2.698271972848908,0.3,3.0,10.754343296381535,-0.07985397253516471,7.564232381612762,21.321858489185086,0.43552606904916547
7,45.78505777337776,0.07875022564270757,0.01,1.0045908881565933,0.9844481165981431,2.7183465985536586,0.3103214941814777,3.0,9.424954173977737,-0.09120871421550493,7.940641632582362,24.80725001706154,0.4325613674654108
8,44.54408153939291,0.08110035785309226,0.01000075577872222,1.000098464484457,0.9991233149446084,2.698271972848908,0.3,3.0,7.544854031736977,-0.11914186081015533,9.056583672706699,27.710841241908174,0.3985033058957606
9,45.72236474131917,0.08242534743767226,0.010089906224223146,1.01350435079935,0.9867306598998733,2.698271972848908,0.34897844666348976,3.0,8.28872126234085,-0.09856687189436703,7.93324387572264,35.0,0.46592188663611217
10,46.84436942298724,0.07451760293241835,0.01,1.0488843947536433,0.9604496135773406,2.7240035806870053,0.3085972631711024,2.9905877997678805,10.43374454443117,-0.10100810877970008,8.885871914332785,23.74651299832192,0.40262164202188216
11,68.61570424910872,0.06964839360467687,0.01,1.0003335729626042,1.0,2.698271972848908,5.0,3.0,18.540587218979,0.6515077877735462,20.0,31.799856521925363,0.4467929652509673
12,44.557626258527506,0.0810866574539306,0.01,1.0024438485832547,0.9996267499017739,2.7004621031806972,0.30047076992565364,2.9985486082841586,8.115180756459614,-0.11804170244582421,8.799328604694683,28.218116419807835,0.39987793562287777
13,44.52261501785932,0.08101972651051371,0.010000000038879955,1.00000003309271,0.9999999915666379,2.698272021295791,0.3,2.996799713302233,7.755717759216284,-0.12028133000802924,9.042526524402376,30.12296540096278,0.40378344264261784
14,46.28037489046903,0.07784680212395766,0.01,1.0448552904706019,0.9936616798838706,2.7169993849415257,0.3,3.0,9.262749760729877,-0.133707843495181,9.145730060426777,28.417951400494992,0.40369281834158016
15,45.031880604756985,0.08202088506578664,0.01,1.0145927785451103,0.9948732202983834,2.699100535587361,0.3,3.0,7.729079850363481,-0.1065992103655143,8.316380628434887,21.64771723563941,0.421989789742748
16,44.52482281163074,0.08100456188497726,0.01,1.0003867249609564,1.0,2.698271972848908,0.3000363383732261,3.0,7.557644312932783,-0.12041200919336591,9.066278919606026,30.539402613264247,0.404801979014777
17,44.53243833627984,0.08101438358539592,0.01,0.9998011689761793,1.0,2.698271972848908,0.3,3.0,7.7148188737778804,-0.12051227362896402,8.939725205679686,31.680705323048407,0.40791297033906454
18,44.714624919692014,0.08205559050103642,0.010000004061841258,0.9999995349664634,0.9999998460047737,2.698271972848908,0.3000007686180933,3.0,7.673052442532636,-0.10049559748489544,7.694380150949332,31.579190257620816,0.44831368694209706
19,44.522616603484025,0.08101437288540965,0.010000000438797027,1.0000003216157416,1.0,2.698272048424034,0.3,2.9986738038054335,7.8190604198005085,-0.12036283371615822,8.717998341998797,30.335952831447702,0.4042948788076985
20,46.38939011793619,0.08095289076873224,0.010021999743166981,1.150208843738977,1.0,2.703572578751885,0.3,3.0,8.488452316488436,-0.12148292997921027,9.121724211589042,27.630544613678055,0.4036203184012372
21,45.677163383809585,0.07725620761425717,0.010165838789238494,1.0044956096272333,0.9782113465400666,2.698271972848908,0.3064162670933824,3.0,8.847531659580692,-0.12219787814533362,9.912296803219348,5.0,0.3497086211746794
22,45.75101739465731,0.08153448617048009,0.01,1.094285439102923,1.0,2.698271972848908,0.3,3.0,7.986761079662594,-0.11153691982658072,9.024959150041493,28.44556645423554,0.40693632602389507
23,45.67265269463921,0.08292212759577365,0.010042773123260294,1.011272890927889,1.0,2.698271972848908,0.31536721721406735,2.994694756033202,8.46546088154443,-0.08834376309933299,8.475043518673719,35.0,0.4669547741174268
24,44.640953334046856,0.08110042937843966,0.01,1.0111122320369312,1.0,2.70006518884953,0.30019305502724336,2.9964442747178217,7.512997045992236,-0.11800792954681472,8.899105473347628,25.392674903571898,0.39406033698906057
25,44.534084122972274,0.08107818915549202,0.010000459755963776,1.0002236781385943,1.0,2.6985150140311744,0.30001422070257566,2.996865539563585,8.443373268030388,-0.11943054929353653,9.255979265543365,28.54783336435116,0.400369895710786
26,44.52261362916725,0.08101903158305072,0.010000000049537359,1.0000001015151498,1.0,2.6982719810643228,0.30000000473038924,2.997191573569463,8.139420484923772,-0.12029187500609811,9.270543349357313,30.150613142423115,0.4038495515613647
27,47.33912676736936,0.07363275861814966,0.01,1.0944244163063108,0.935835343345474,2.698271972848908,0.30567180748952166,3.0,10.4575764849802,-0.12505392893989736,11.17164942715034,18.68253668075016,0.3464245975130801
28,44.90699523438006,0.08215575684478357,0.01,1.000767316688954,1.0,2.698271972848908,0.3,3.0,7.99187439864351,-0.10411942926426057,7.670654201374147,35.0,0.4590194363649377
29,47.66418562148118,0.07503199040551004,0.01,0.9961122623116994,0.9588374852497566,2.698271972848908,0.400611277284183,3.0,9.775214633028448,-0.09544496417788244,7.493634669598106,27.652756677699387,0.46012911227810427
30,44.533436753457664,0.08096263749913209,0.01,0.9999101447808022,1.0,2.69830434087491,0.3000487617634515,2.99618890689498,7.606827596233314,-0.12139696282642311,8.692718927701625,32.89299634848786,0.4108826316097935
31,45.07108216641546,0.08176210172006793,0.01001336146033203,1.0188553409910155,0.9905736956321177,2.706673954383256,0.3,3.0,8.453351555945153,-0.1048280068799519,7.569783752938902,32.86764366221937,0.44932771150918077
32,44.522732541094456,0.08101238145912333,0.01000003147042957,1.0000008632494106,0.9999986003768252,2.6982779696206425,0.30000080990864764,3.0,7.93993074815701,-0.12038991795306829,8.778749485691367,30.423026194695197,0.4045082376256186
