island,iteration,mass_kg,phase
45,727,46.024,
45,760,46.024,
45,793,45.667,
45,826,45.428,
45,859,45.428,
45,892,45.118,
45,925,45.118,
45,958,45.1,
45,991,45.1,
45,1024,45.1,
45,1057,45.034,
45,1090,44.841,
45,1123,44.839,
45,1156,44.839,
45,1189,44.824,
45,1222,44.754,
45,1255,44.669,
45,1288,44.613,
45,1321,44.601,
45,1354,44.589,
45,1387,44.589,
45,1420,44.575,
45,1453,44.575,
45,1486,44.572,
45,1519,44.556,
45,1552,44.547,
45,1585,44.54,
45,1618,44.534,
45,1651,44.534,
45,1684,44.534,
45,1717,44.534,
45,1750,44.534,
45,1783,44.533,
45,1816,44.531,
45,1849,44.531,
45,1882,44.529,
45,1915,44.526,
45,1948,44.526,
45,1981,44.525,
45,2014,44.525,
45,2047,44.525,
45,2080,44.525,
45,2113,44.525,
45,2146,44.524,
45,2179,44.524,
45,2212,44.524,
45,2245,44.524,
45,2278,44.523,
45,2311,44.523,
45,2344,44.523,
45,2377,44.523,
45,2410,44.523,
45,2443,44.523,
45,2476,44.523,
45,2509,44.523,
45,2542,44.523,
45,2575,44.523,
45,2608,44.523,
45,2641,44.523,
45,2674,44.523,
45,2707,44.523,
45,2740,44.523,
45,2773,44.523,
45,2806,44.523,
45,2839,44.523,
45,2872,44.523,
45,2905,44.523,
45,2938,44.523,
45,2971,44.523,
45,3004,44.523,
45,3037,44.523,
45,3070,44.523,
45,3103,44.523,
45,3136,44.523,
45,3169,44.523,
45,3202,44.523,
45,3235,44.523,
45,3268,44.523,
45,3301,44.523,
45,3334,44.523,
45,3367,44.523,
45,3400,44.523,
45,3433,44.523,
45,3466,44.523,
45,3499,44.523,
45,3532,44.523,
45,3565,44.523,
45,3598,44.523,
45,3631,44.523,
45,3664,44.523,
45,3697,44.523,
45,3730,44.523,
45,3763,44.523,
45,3796,44.523,
45,3829,44.523,
45,3862,44.523,
45,3895,44.523,
45,3928,44.523,
45,3961,44.523,
45,3994,44.523,
45,4027,44.523,
45,4060,44.523,
45,4093,44.523,
45,4159,71.355,
45,4192,56.042,
45,4225,52.602,
45,4258,50.775,
45,4291,50.287,
45,4324,49.923,
45,4357,48.796,
45,4390,48.796,
45,4423,48.796,
45,4456,48.54,
45,4489,47.56,
45,4522,47.56,
45,4555,47.56,
45,4588,47.56,
45,4621,47.331,
45,4654,47.228,
45,4687,46.501,
45,4720,46.501,
45,4753,45.762,
45,4786,45.762,
45,4819,45.762,
45,4852,45.672,
45,4885,45.672,
45,4918,45.174,
45,4951,45.174,
45,4984,45.174,
45,5017,45.064,
45,5050,44.902,
45,5083,44.902,
45,5116,44.878,
45,5149,44.837,
45,5182,44.759,
45,5215,44.755,
45,5248,44.628,
45,5281,44.586,
45,5314,44.575,
45,5347,44.567,
45,5380,44.561,
45,5413,44.551,
45,5446,44.548,
45,5479,44.548,
45,5512,44.546,
45,5545,44.546,
45,5578,44.541,
45,5611,44.539,
45,5644,44.535,
45,5677,44.533,
45,5710,44.532,
45,5743,44.532,
45,5776,44.53,
45,5809,44.528,
45,5842,44.528,
45,5875,44.527,
45,5908,44.527,
45,5941,44.527,
45,5974,44.527,
45,6007,44.526,
45,6040,44.525,
45,6073,44.524,
45,6106,44.524,
45,6139,44.524,
45,6172,44.524,
45,6205,44.524,
45,6238,44.523,
45,6271,44.523,
45,6304,44.523,
45,6337,44.523,
45,6370,44.523,
45,6403,44.523,
45,6436,44.523,
45,6469,44.523,
45,6502,44.523,
45,6535,44.523,
45,6568,44.523,
45,6601,44.523,
45,6634,44.523,
45,6667,44.523,
45,6700,44.523,
45,6733,44.523,
45,6766,44.523,
45,6799,44.523,
45,6832,44.523,
45,6865,44.523,
45,6898,44.523,
45,6931,44.523,
45,6964,44.523,
45,6997,44.523,
45,7030,44.523,
45,7063,44.523,
45,7096,44.523,
45,7129,44.523,
45,7162,44.523,
45,7195,44.523,
45,7228,44.523,
45,7261,44.523,
45,7294,44.523,
45,7327,44.523,
45,7360,44.523,
45,7393,44.523,
45,7426,44.523,
45,7459,44.523,
45,7492,44.523,
45,7525,44.523,
45,7558,44.523,
45,7591,44.523,
45,7624,44.523,
45,7657,44.523,
45,7690,44.523,
45,7723,44.523,
45,7756,44.523,
45,7789,44.523,
45,7822,44.523,
45,7855,44.523,
45,7888,44.523,
45,7921,44.523,
45,7954,44.523,
45,7987,44.523,
45,8020,44.523,
45,8053,44.523,
45,8086,44.523,
45,8119,44.523,
45,8152,44.523,
45,8185,44.523,
45,8218,44.523,
45,8251,44.523,
45,8284,44.523,
45,8317,44.523,
45,8350,44.523,
45,8383,44.523,
45,8416,44.523,
45,8449,44.523,
45,8482,44.523,
45,8515,44.523,
45,8548,44.523,
45,8581,44.523,
45,8614,44.523,
45,8647,44.523,
45,8680,44.523,
45,8713,44.523,
45,8746,44.523,
45,8779,44.523,
45,8812,44.523,
45,8845,44.523,
45,8878,44.523,
45,8911,44.523,
45,8944,44.523,
45,8977,44.523,
45,9043,84.249,
45,9076,58.795,
45,9109,54.804,
45,9142,50.429,
45,9175,50.255,
45,9208,49.325,
45,9241,48.643,
45,9274,48.643,
45,9307,48.325,
45,9340,48.107,
45,9373,47.979,
45,9406,46.666,
45,9439,46.03,
45,9472,46.03,
45,9505,46.03,
45,9538,45.665,
45,9571,45.665,
45,9604,45.635,
45,9637,45.453,
45,9670,45.352,
45,9703,45.352,
45,9736,45.277,
45,9769,45.277,
45,9802,45.084,
45,9835,45.029,
45,9868,45.029,
45,9901,45.004,
45,9934,44.782,
45,9967,44.732,
45,10000,44.695,
15,40,73.522,
15,73,70.235,
15,106,69.826,
15,139,69.107,
15,172,68.981,
15,205,68.631,
15,238,68.631,
15,271,68.631,
15,304,68.631,
15,337,68.62,
15,370,68.253,
15,403,68.253,
15,436,61.238,
15,469,61.224,
15,502,61.224,
15,535,61.224,
15,568,58.273,
15,601,54.179,
15,634,54.179,
15,667,54.179,
15,700,51.849,
15,733,51.849,
15,766,51.849,
15,799,51.479,
15,832,49.243,
15,865,48.437,
15,898,48.249,
15,931,48.136,
15,964,48.089,
15,997,48.068,
15,1030,48.051,
15,1063,48.03,
15,1096,48.016,
15,1129,48.012,
15,1162,48.008,
15,1195,48.002,
15,1228,48.0,
15,1261,47.999,
15,1294,47.996,
15,1327,47.994,
15,1360,47.994,
15,1393,47.994,
15,1426,47.994,
15,1459,47.993,
15,1492,47.993,
15,1525,47.992,
15,1558,47.991,
15,1591,47.991,
15,1624,47.991,
15,1657,47.991,
15,1690,47.991,
15,1723,47.99,
15,1756,47.99,
15,1789,47.99,
15,1822,47.99,
15,1855,47.99,
15,1888,47.989,
15,1921,47.989,
15,1954,47.989,
15,1987,47.989,
15,2020,47.989,
15,2053,47.989,
15,2086,47.989,
15,2119,47.989,
15,2152,47.989,
15,2185,47.989,
15,2218,47.989,
15,2251,47.989,
15,2284,47.989,
15,2317,47.989,
15,2350,47.989,
15,2383,47.989,
15,2416,47.989,
15,2449,47.989,
15,2482,47.989,
15,2515,47.989,
15,2548,47.989,
15,2581,47.989,
15,2614,47.989,
15,2647,47.989,
15,2680,47.989,
15,2713,47.989,
15,2746,47.989,
15,2779,47.988,
15,2812,47.988,
15,2845,47.988,
15,2878,47.988,
15,2911,47.988,
15,2944,47.988,
15,2977,47.988,
15,3010,47.988,
15,3043,47.988,
15,3076,47.988,
15,3109,47.988,
15,3142,47.988,
15,3175,47.988,
15,3208,47.988,
15,3241,47.988,
15,3274,47.988,
15,3307,47.988,
15,3340,47.988,
15,3373,47.988,
15,3406,47.988,
15,3439,47.988,
15,3472,47.988,
15,3505,47.988,
15,3538,47.988,
15,3571,47.988,
15,3604,47.988,
15,3637,47.988,
15,3670,47.988,
15,3703,47.988,
15,3736,47.988,
15,3769,47.988,
15,3802,47.988,
15,3835,47.988,
15,3868,47.988,
15,3901,47.988,
15,3934,47.988,
15,3967,47.988,
15,4000,47.988,
15,4033,47.988,
15,4066,47.988,
15,4099,47.988,
15,4132,47.988,
15,4165,47.988,
15,4198,47.988,
15,4231,47.988,
15,4264,47.988,
15,4297,47.988,
15,4330,47.988,
15,4363,47.988,
15,4396,47.988,
15,4429,47.988,
15,4462,47.988,
15,4495,47.988,
15,4528,47.988,
15,4561,47.988,
15,4594,47.988,
15,4627,47.988,
15,4660,47.988,
15,4693,47.988,
15,4726,47.988,
15,4759,47.988,
15,4792,47.988,
15,4825,47.988,
15,4858,47.988,
15,4891,47.988,
15,4924,47.988,
15,4957,47.988,
15,4990,47.988,
15,5023,47.988,
15,5056,47.988,
15,5089,47.988,
15,5156,75.32,
15,5189,70.777,
15,5222,69.394,
15,5255,68.902,
15,5288,68.743,
15,5321,68.658,
15,5354,68.658,
15,5387,65.689,
15,5420,65.689,
15,5453,58.225,
15,5486,57.913,
15,5519,50.784,
15,5552,50.784,
15,5585,49.448,
15,5618,48.347,
15,5651,48.347,
15,5684,48.347,
15,5717,48.207,
15,5750,48.207,
15,5783,48.201,
15,5816,48.108,
15,5849,48.079,
15,5882,48.01,
15,5915,47.943,
15,5948,47.848,
15,5981,47.848,
15,6014,47.844,
15,6047,47.836,
15,6080,47.813,
15,6113,47.813,
15,6146,47.8,
15,6179,47.794,
15,6212,47.793,
15,6245,47.788,
15,6278,47.786,
15,6311,47.784,
15,6344,47.783,
15,6377,47.781,
15,6410,47.779,
15,6443,47.778,
15,6476,47.777,
15,6509,47.777,
15,6542,47.776,
15,6575,47.775,
15,6608,47.775,
15,6641,47.775,
15,6674,47.775,
15,6707,47.774,
15,6740,47.774,
15,6773,47.774,
15,6806,47.774,
15,6839,47.774,
15,6872,47.773,
15,6905,47.773,
15,6938,47.773,
15,6971,47.773,
