island,iteration,mass_kg,phase
15,7004,47.773,
15,7037,47.773,
15,7070,47.773,
15,7103,47.773,
15,7136,47.773,
15,7169,47.773,
15,7202,47.773,
15,7235,47.773,
15,7268,47.773,
15,7301,47.773,
15,7334,47.773,
15,7367,47.773,
15,7400,47.773,
15,7433,47.773,
15,7466,47.773,
15,7499,47.773,
15,7532,47.773,
15,7565,47.773,
15,7598,47.773,
15,7631,47.773,
15,7664,47.773,
15,7697,47.773,
15,7730,47.773,
15,7763,47.773,
15,7796,47.773,
15,7829,47.773,
15,7862,47.773,
15,7895,47.773,
15,7928,47.773,
15,7961,47.773,
15,7994,47.773,
15,8027,47.773,
15,8060,47.773,
15,8093,47.773,
15,8126,47.773,
15,8159,47.773,
15,8192,47.773,
15,8225,47.773,
15,8258,47.773,
15,8291,47.773,
15,8324,47.773,
15,8357,47.773,
15,8390,47.773,
15,8423,47.773,
15,8456,47.773,
15,8489,47.773,
15,8522,47.773,
15,8555,47.773,
15,8588,47.773,
15,8621,47.773,
15,8654,47.773,
15,8687,47.773,
15,8758,78.21,
15,8791,71.893,
15,8824,65.606,
15,8857,60.564,
15,8890,58.131,
15,8923,54.054,
15,8956,51.321,
15,8989,49.912,
15,9022,48.929,
15,9055,48.929,
15,9088,48.929,
15,9121,48.384,
15,9154,48.332,
15,9187,48.332,
15,9220,48.254,
15,9253,48.254,
15,9286,47.811,
15,9319,47.677,
15,9352,47.677,
15,9385,47.677,
15,9418,46.777,
15,9451,46.528,
15,9484,46.528,
15,9517,46.421,
15,9550,46.421,
15,9583,45.867,
15,9616,45.85,
15,9649,45.702,
15,9682,45.461,
15,9715,45.431,
15,9748,45.431,
15,9781,45.431,
15,9814,45.379,
15,9847,45.379,
15,9880,45.379,
15,9913,45.291,
15,9946,45.085,
15,9979,45.032,
38,43,84.529,
38,76,71.493,
38,109,55.018,
38,142,52.737,
38,175,49.234,
38,208,49.234,
38,241,49.234,
38,274,48.887,
38,307,48.887,
38,340,48.688,
38,373,47.985,
38,406,47.823,
38,439,47.225,
38,472,46.661,
38,505,46.623,
38,538,46.236,
38,571,45.686,
38,604,45.686,
38,637,45.571,
38,670,45.571,
38,703,45.571,
38,736,45.396,
38,769,45.396,
38,802,45.396,
38,835,45.357,
38,868,45.357,
38,901,45.357,
38,934,45.357,
38,967,45.281,
38,1000,45.281,
38,1033,45.114,
38,1066,45.114,
38,1099,45.114,
38,1132,45.028,
38,1165,44.958,
38,1198,44.752,
38,1231,44.712,
38,1264,44.675,
38,1297,44.637,
38,1330,44.62,
38,1363,44.599,
38,1396,44.577,
38,1429,44.563,
38,1462,44.563,
38,1495,44.56,
38,1528,44.557,
38,1561,44.549,
38,1594,44.546,
38,1627,44.537,
38,1660,44.537,
38,1693,44.534,
38,1726,44.53,
38,1759,44.53,
38,1792,44.528,
38,1825,44.528,
38,1858,44.526,
38,1891,44.526,
38,1924,44.525,
38,1957,44.525,
38,1990,44.524,
38,2023,44.524,
38,2056,44.524,
38,2089,44.524,
38,2122,44.523,
38,2155,44.523,
38,2188,44.523,
38,2221,44.523,
38,2254,44.523,
38,2287,44.523,
38,2320,44.523,
38,2353,44.523,
38,2386,44.523,
38,2419,44.523,
38,2452,44.523,
38,2485,44.523,
38,2518,44.523,
38,2551,44.523,
38,2584,44.523,
38,2617,44.523,
38,2650,44.523,
38,2683,44.523,
38,2716,44.523,
38,2749,44.523,
38,2782,44.523,
38,2815,44.523,
38,2848,44.523,
38,2881,44.523,
38,2914,44.523,
38,2947,44.523,
38,2980,44.523,
38,3013,44.523,
38,3046,44.523,
38,3079,44.523,
38,3112,44.523,
38,3145,44.523,
38,3178,44.523,
38,3211,44.523,
38,3244,44.523,
38,3277,44.523,
38,3310,44.523,
38,3343,44.523,
38,3376,44.523,
38,3409,44.523,
38,3442,44.523,
38,3475,44.523,
38,3508,44.523,
38,3541,44.523,
38,3574,44.523,
38,3607,44.523,
38,3640,44.523,
38,3673,44.523,
38,3706,44.523,
38,3739,44.523,
38,3772,44.523,
38,3805,44.523,
38,3838,44.523,
38,3871,44.523,
38,3904,44.523,
38,3937,44.523,
38,3970,44.523,
38,4003,44.523,
38,4036,44.523,
38,4069,44.523,
38,4102,44.523,
38,4135,44.523,
38,4168,44.523,
38,4267,66.304,
38,4300,62.299,
38,4333,61.184,
38,4366,56.464,
38,4399,53.312,
38,4432,47.665,
38,4465,47.665,
38,4498,47.665,
38,4531,47.665,
38,4564,47.665,
38,4597,47.665,
38,4630,47.665,
38,4663,47.419,
38,4696,47.419,
38,4729,46.805,
38,4762,46.493,
38,4795,46.493,
38,4828,46.493,
38,4861,46.287,
38,4894,45.473,
38,4927,45.473,
38,4960,45.473,
38,4993,45.473,
38,5026,45.473,
38,5059,45.473,
38,5092,45.473,
38,5125,45.473,
38,5158,45.345,
38,5191,45.345,
38,5224,45.345,
38,5257,45.345,
38,5290,45.345,
38,5323,45.345,
38,5356,45.345,
38,5389,45.345,
38,5422,45.338,
38,5455,45.338,
38,5488,45.246,
38,5521,45.246,
38,5554,45.165,
38,5587,45.165,
38,5620,45.069,
38,5653,45.053,
38,5686,45.007,
38,5719,45.007,
38,5752,44.833,
38,5785,44.833,
38,5818,44.833,
38,5851,44.755,
38,5884,44.755,
38,5917,44.708,
38,5950,44.626,
38,5983,44.612,
38,6016,44.603,
38,6049,44.603,
38,6082,44.58,
38,6115,44.573,
38,6148,44.569,
38,6181,44.565,
38,6214,44.553,
38,6247,44.539,
38,6280,44.539,
38,6313,44.539,
38,6346,44.538,
38,6379,44.53,
38,6412,44.53,
38,6445,44.53,
38,6478,44.53,
38,6511,44.53,
38,6544,44.53,
38,6577,44.53,
38,6610,44.529,
38,6643,44.529,
38,6676,44.527,
38,6709,44.527,
38,6742,44.526,
38,6775,44.525,
38,6808,44.525,
38,6841,44.525,
38,6874,44.524,
38,6907,44.524,
38,6940,44.524,
38,6973,44.524,
38,7006,44.524,
38,7039,44.523,
38,7072,44.523,
38,7105,44.523,
38,7138,44.523,
38,7171,44.523,
38,7204,44.523,
38,7237,44.523,
38,7270,44.523,
38,7303,44.523,
38,7336,44.523,
38,7369,44.523,
38,7402,44.523,
38,7435,44.523,
38,7468,44.523,
38,7501,44.523,
38,7534,44.523,
38,7567,44.523,
38,7600,44.523,
38,7633,44.523,
38,7666,44.523,
38,7699,44.523,
38,7732,44.523,
38,7765,44.523,
38,7798,44.523,
38,7831,44.523,
38,7864,44.523,
38,7897,44.523,
38,7930,44.523,
38,7963,44.523,
38,7996,44.523,
38,8029,44.523,
38,8062,44.523,
38,8095,44.523,
38,8128,44.523,
38,8161,44.523,
38,8194,44.523,
38,8227,44.523,
38,8260,44.523,
38,8293,44.523,
38,8326,44.523,
38,8359,44.523,
38,8392,44.523,
38,8425,44.523,
38,8458,44.523,
38,8491,44.523,
38,8524,44.523,
38,8557,44.523,
38,8590,44.523,
38,8623,44.523,
38,8656,44.523,
38,8689,44.523,
38,8722,44.523,
38,8755,44.523,
38,8788,44.523,
38,8821,44.523,
38,8854,44.523,
38,8887,44.523,
38,8920,44.523,
38,8953,44.523,
38,8986,44.523,
38,9019,44.523,
38,9052,44.523,
38,9085,44.523,
38,9118,44.523,
38,9151,44.523,
38,9184,44.523,
38,9217,44.523,
38,9250,44.523,
38,9283,44.523,
38,9316,44.523,
38,9349,44.523,
38,9382,44.523,
38,9415,44.523,
38,9448,44.523,
38,9481,44.523,
38,9547,81.298,
38,9580,63.242,
38,9613,51.951,
38,9646,50.067,
38,9679,48.829,
38,9712,48.764,
38,9745,48.764,
38,9778,48.741,
38,9811,47.975,
38,9844,45.938,
38,9877,45.938,
38,9910,45.938,
38,9943,45.772,
38,9976,45.658,
48,67,71.667,
48,100,69.369,
48,133,68.873,
48,166,68.873,
48,199,68.842,
48,232,68.731,
48,265,68.695,
48,298,60.173,
48,331,60.173,
48,364,60.173,
48,397,60.173,
48,430,56.896,
48,463,54.865,
48,496,53.75,
48,529,53.75,
48,562,51.461,
48,595,49.151,
48,628,48.167,
48,661,48.167,
48,694,48.167,
48,727,48.167,
48,760,48.142,
48,793,47.949,
48,826,47.949,
48,859,47.914,
48,892,47.838,
48,925,47.83,
48,958,47.829,
48,991,47.822,
48,1024,47.82,
48,1057,47.806,
48,1090,47.806,
48,1123,47.797,
48,1156,47.779,
48,1189,47.779,
48,1222,47.779,
48,1255,47.779,
48,1288,47.779,
48,1321,47.779,
48,1354,47.777,
48,1387,47.777,
48,1420,47.777,
48,1453,47.776,
48,1486,47.776,
48,1519,47.775,
48,1552,47.775,
48,1585,47.775,
48,1618,47.774,
48,1651,47.774,
48,1684,47.774,
48,1717,47.774,
48,1750,47.774,
48,1783,47.774,
48,1816,47.773,
48,1849,47.773,
48,1882,47.773,
48,1915,47.773,
48,1948,47.773,
48,1981,47.773,
48,2014,47.773,
48,2047,47.773,
48,2080,47.773,
48,2113,47.773,
48,2146,47.773,
48,2179,47.773,
48,2212,47.773,
48,2245,47.773,
48,2278,47.773,
48,2311,47.773,
48,2344,47.773,
48,2377,47.773,
48,2410,47.773,
48,2443,47.773,
48,2476,47.773,
48,2509,47.773,
48,2542,47.773,
48,2575,47.773,
48,2608,47.773,
48,2641,47.773,
48,2674,47.773,
48,2707,47.773,
48,2740,47.773,
48,2773,47.773,
48,2806,47.773,
48,2839,47.773,
48,2872,47.773,
48,2905,47.773,
48,2938,47.773,
48,2971,47.773,
48,3004,47.773,
48,3037,47.773,
48,3070,47.773,
48,3103,47.773,
48,3136,47.773,
48,3169,47.773,
48,3268,74.999,
48,3301,54.296,
48,3334,54.296,
48,3367,51.809,
48,3400,48.929,
48,3433,48.929,
48,3466,47.856,
48,3499,46.752,
48,3532,46.533,
48,3565,46.533,
48,3598,46.533,
48,3631,46.131,
48,3664,46.08,
48,3697,45.908,
48,3730,45.56,
48,3763,45.56,
48,3796,45.292,
48,3829,45.248,
48,3862,45.219,
48,3895,45.074,
48,3928,45.014,
48,3961,44.892,
48,3994,44.776,
48,4027,44.736,
48,4060,44.694,
48,4093,44.626,
48,4126,44.591,
48,4159,44.58,
48,4192,44.57,
48,4225,44.558,
48,4258,44.548,
48,4291,44.548,
48,4324,44.544,
48,4357,44.54,
48,4390,44.533,
48,4423,44.531,
48,4456,44.531,
48,4489,44.529,
48,4522,44.529,
48,4555,44.529,
48,4588,44.526,
48,4621,44.526,
48,4654,44.526,
48,4687,44.525,
48,4720,44.525,
48,4753,44.525,
48,4786,44.524,
48,4819,44.524,
48,4852,44.523,
48,4885,44.523,
48,4918,44.523,
48,4951,44.523,
48,4984,44.523,
48,5017,44.523,
48,5050,44.523,
48,5083,44.523,
48,5116,44.523,
48,5149,44.523,
48,5182,44.523,
48,5215,44.523,
48,5248,44.523,
48,5281,44.523,
48,5314,44.523,
48,5347,44.523,
48,5380,44.523,
48,5413,44.523,
48,5446,44.523,
48,5479,44.523,
48,5512,44.523,
48,5545,44.523,
48,5578,44.523,
48,5611,44.523,
48,5644,44.523,
48,5677,44.523,
48,5710,44.523,
48,5743,44.523,
48,5776,44.523,
48,5809,44.523,
48,5842,44.523,
48,5875,44.523,
48,5908,44.523,
48,5941,44.523,
48,5974,44.523,
48,6007,44.523,
48,6040,44.523,
48,6073,44.523,
48,6106,44.523,
48,6139,44.523,
48,6172,44.523,
48,6205,44.523,
48,6238,44.523,
48,6271,44.523,
48,6304,44.523,
48,6337,44.523,
48,6370,44.523,
48,6403,44.523,
48,6436,44.523,
48,6469,44.523,
48,6502,44.523,
48,6535,44.523,
48,6568,44.523,
48,6601,44.523,
48,6634,44.523,
48,6667,44.523,
48,6700,44.523,
48,6746,94.534,
48,6779,71.567,
48,6812,52.456,
48,6845,52.257,
48,6878,49.368,
48,6911,47.004,
48,6944,47.004,
48,6977,47.004,
48,7010,46.959,
48,7043,46.959,
48,7076,46.959,
48,7109,46.429,
48,7142,45.85,
48,7175,45.65,
48,7208,45.65,
48,7241,45.195,
48,7274,45.195,
48,7307,45.195,
48,7340,45.009,
48,7373,44.995,
48,7406,44.995,
48,7439,44.942,
48,7472,44.84,
48,7505,44.84,
48,7538,44.771,
48,7571,44.771,
48,7604,44.652,
48,7637,44.603,
48,7670,44.603,
48,7703,44.593,
48,7736,44.574,
48,7769,44.558,
48,7802,44.549,
48,7835,44.536,
48,7868,44.535,
48,7901,44.532,
48,7934,44.53,
48,7967,44.53,
48,8000,44.529,
48,8033,44.527,
48,8066,44.526,
48,8099,44.525,
48,8132,44.524,
48,8165,44.524,
48,8198,44.524,
48,8231,44.524,
48,8264,44.523,
48,8297,44.523,
48,8330,44.523,
48,8363,44.523,
48,8396,44.523,
48,8429,44.523,
48,8462,44.523,
48,8495,44.523,
48,8528,44.523,
48,8561,44.523,
48,8594,44.523,
48,8627,44.523,
48,8660,44.523,
48,8693,44.523,
48,8726,44.523,
48,8759,44.523,
48,8792,44.523,
48,8825,44.523,
48,8858,44.523,
48,8891,44.523,
48,8924,44.523,
48,8957,44.523,
48,8990,44.523,
48,9023,44.523,
48,9056,44.523,
48,9089,44.523,
48,9122,44.523,
48,9155,44.523,
48,9188,44.523,
48,9221,44.523,
48,9254,44.523,
48,9287,44.523,
48,9320,44.523,
48,9353,44.523,
48,9386,44.523,
48,9419,44.523,
48,9452,44.523,
48,9485,44.523,
48,9553,75.323,
48,9586,51.089,
48,9619,51.089,
48,9652,51.089,
48,9685,50.516,
48,9718,50.293,
48,9751,48.707,
48,9784,48.707,
48,9817,48.512,
48,9850,48.512,
48,9883,46.984,
48,9916,45.928,
48,9949,45.928,
48,9982,45.928,
10,36,84.152,
10,69,60.753,
10,102,53.152,
10,135,51.442,
10,168,49.873,
10,201,49.183,
10,234,49.183,
10,267,49.183,
10,300,48.376,
10,333,47.636,
10,366,47.636,
10,399,47.092,
10,432,47.092,
10,465,47.092,
10,498,47.085,
10,531,46.264,
10,564,46.264,
10,597,46.05,
10,630,46.05,
10,663,46.05,
10,696,45.915,
10,729,45.915,
10,762,45.915,
10,795,45.793,
10,828,45.532,
10,861,45.532,
10,894,45.509,
10,927,44.95,
10,960,44.95,
10,993,44.95,
10,1026,44.95,
10,1059,44.946,
10,1092,44.946,
10,1125,44.903,
10,1158,44.885,
10,1191,44.725,
10,1224,44.725,
10,1257,44.664,
10,1290,44.664,
10,1323,44.63,
10,1356,44.591,
10,1389,44.591,
10,1422,44.583,
10,1455,44.568,
10,1488,44.563,
10,1521,44.558,
10,1554,44.552,
10,1587,44.552,
10,1620,44.547,
10,1653,44.541,
10,1686,44.54,
10,1719,44.538,
10,1752,44.534,
10,1785,44.533,
10,1818,44.531,
10,1851,44.527,
10,1884,44.527,
10,1917,44.527,
10,1950,44.527,
10,1983,44.525,
10,2016,44.525,
10,2049,44.525,
10,2082,44.524,
10,2115,44.524,
10,2148,44.524,
10,2181,44.524,
10,2214,44.523,
10,2247,44.523,
10,2280,44.523,
10,2313,44.523,
10,2346,44.523,
10,2379,44.523,
10,2412,44.523,
10,2445,44.523,
10,2478,44.523,
10,2511,44.523,
10,2544,44.523,
10,2577,44.523,
10,2610,44.523,
10,2643,44.523,
10,2676,44.523,
10,2709,44.523,
10,2742,44.523,
10,2775,44.523,
10,2808,44.523,
10,2841,44.523,
10,2874,44.523,
10,2907,44.523,
10,2940,44.523,
10,2973,44.523,
10,3006,44.523,
10,3039,44.523,
10,3072,44.523,
10,3105,44.523,
10,3138,44.523,
10,3171,44.523,
10,3204,44.523,
10,3237,44.523,
10,3270,44.523,
10,3303,44.523,
10,3336,44.523,
10,3369,44.523,
10,3402,44.523,
10,3435,44.523,
10,3468,44.523,
10,3501,44.523,
10,3534,44.523,
10,3567,44.523,
10,3600,44.523,
10,3633,44.523,
10,3666,44.523,
10,3699,44.523,
10,3732,44.523,
10,3765,44.523,
10,3798,44.523,
10,3831,44.523,
10,3864,44.523,
10,3897,44.523,
10,3930,44.523,
10,3963,44.523,
10,3996,44.523,
10,4029,44.523,
10,4062,44.523,
10,4095,44.523,
10,4128,44.523,
10,4161,44.523,
10,4194,44.523,
10,4227,44.523,
10,4260,44.523,
10,4293,44.523,
10,4326,44.523,
10,4359,44.523,
10,4392,44.523,
10,4425,44.523,
10,4458,44.523,
10,4491,44.523,
10,4562,60.354,
10,4595,54.475,
10,4628,50.255,
10,4661,50.255,
10,4694,47.889,
10,4727,47.833,
10,4760,47.833,
10,4793,47.833,
10,4826,47.681,
10,4859,47.681,
10,4892,47.517,
10,4925,47.193,
10,4958,47.193,
10,4991,46.429,
10,5024,46.429,
10,5057,45.847,
10,5090,45.847,
10,5123,45.847,
10,5156,45.847,
10,5189,45.74,
10,5222,45.74,
10,5255,45.328,
10,5288,45.328,
10,5321,45.328,
10,5354,45.274,
10,5387,45.235,
10,5420,45.229,
10,5453,45.107,
10,5486,44.774,
10,5519,44.774,
10,5552,44.725,
10,5585,44.71,
10,5618,44.706,
10,5651,44.6,
10,5684,44.592,
10,5717,44.584,
10,5750,44.559,
10,5783,44.559,
10,5816,44.559,
10,5849,44.553,
10,5882,44.544,
10,5915,44.544,
10,5948,44.539,
10,5981,44.539,
10,6014,44.536,
10,6047,44.536,
10,6080,44.536,
10,6113,44.534,
10,6146,44.531,
10,6179,44.531,
10,6212,44.528,
10,6245,44.526,
10,6278,44.526,
10,6311,44.526,
10,6344,44.525,
10,6377,44.525,
10,6410,44.524,
10,6443,44.524,
10,6476,44.524,
10,6509,44.524,
10,6542,44.524,
10,6575,44.523,
10,6608,44.523,
10,6641,44.523,
10,6674,44.523,
10,6707,44.523,
10,6740,44.523,
10,6773,44.523,
10,6806,44.523,
10,6839,44.523,
10,6872,44.523,
10,6905,44.523,
10,6938,44.523,
10,6971,44.523,
10,7004,44.523,
10,7037,44.523,
10,7070,44.523,
10,7103,44.523,
10,7136,44.523,
10,7169,44.523,
10,7202,44.523,
10,7235,44.523,
10,7268,44.523,
10,7301,44.523,
10,7334,44.523,
10,7367,44.523,
10,7400,44.523,
10,7433,44.523,
10,7466,44.523,
10,7499,44.523,
10,7532,44.523,
10,7565,44.523,
10,7598,44.523,
10,7631,44.523,
10,7664,44.523,
10,7697,44.523,
10,7730,44.523,
10,7763,44.523,
10,7796,44.523,
10,7829,44.523,
10,7862,44.523,
10,7895,44.523,
10,7928,44.523,
10,7961,44.523,
10,7994,44.523,
10,8027,44.523,
10,8060,44.523,
10,8093,44.523,
10,8126,44.523,
10,8159,44.523,
10,8192,44.523,
10,8225,44.523,
10,8258,44.523,
10,8291,44.523,
10,8324,44.523,
10,8357,44.523,
10,8390,44.523,
10,8423,44.523,
10,8456,44.523,
10,8489,44.523,
10,8522,44.523,
10,8555,44.523,
10,8588,44.523,
10,8621,44.523,
10,8654,44.523,
10,8687,44.523,
10,8720,44.523,
10,8753,44.523,
10,8786,44.523,
10,8819,44.523,
10,8852,44.523,
10,8885,44.523,
10,8918,44.523,
10,8951,44.523,
10,8984,44.523,
10,9017,44.523,
10,9050,44.523,
10,9083,44.523,
10,9150,77.469,
10,9183,65.82,
10,9216,55.067,
10,9249,55.067,
10,9282,53.118,
10,9315,49.523,
10,9348,49.355,
10,9381,48.85,
10,9414,48.837,
10,9447,48.546,
10,9480,48.4,
10,9513,48.4,
10,9546,48.4,
10,9579,48.243,
10,9612,48.243,
10,9645,48.243,
10,9678,48.243,
10,9711,48.243,
10,9744,47.952,
10,9777,47.952,
10,9810,46.932,
10,9843,46.932,
10,9876,46.932,
10,9909,46.932,
10,9942,46.932,
10,9975,46.844,
11,45,75.375,
11,78,59.758,
11,111,52.949,
11,144,50.744,
11,177,49.333,
11,210,49.312,
11,243,48.795,
11,276,48.718,
11,309,47.739,
11,342,47.541,
11,375,47.541,
11,408,46.96,
11,441,46.96,
11,474,46.692,
11,507,46.692,
11,540,46.692,
11,573,46.377,
11,606,45.561,
11,639,45.276,
11,672,45.276,
11,705,45.276,
11,738,45.276,
11,771,45.276,
11,804,44.968,
11,837,44.968,
11,870,44.968,
11,903,44.968,
11,936,44.968,
11,969,44.968,
11,1002,44.968,
11,1035,44.968,
11,1068,44.967,
11,1101,44.867,
11,1134,44.867,
11,1167,44.857,
11,1200,44.857,
11,1233,44.624,
11,1266,44.624,
11,1299,44.624,
11,1332,44.624,
11,1365,44.621,
11,1398,44.595,
11,1431,44.568,
11,1464,44.568,
11,1497,44.568,
11,1530,44.555,
11,1563,44.54,
11,1596,44.54,
11,1629,44.533,
11,1662,44.533,
11,1695,44.532,
11,1728,44.531,
11,1761,44.531,
11,1794,44.53,
11,1827,44.53,
11,1860,44.528,
11,1893,44.527,
11,1926,44.526,
11,1959,44.526,
11,1992,44.526,
11,2025,44.526,
11,2058,44.524,
11,2091,44.524,
11,2124,44.524,
11,2157,44.524,
11,2190,44.523,
11,2223,44.523,
11,2256,44.523,
11,2289,44.523,
11,2322,44.523,
11,2355,44.523,
11,2388,44.523,
11,2421,44.523,
11,2454,44.523,
11,2487,44.523,
11,2520,44.523,
11,2553,44.523,
11,2586,44.523,
11,2619,44.523,
11,2652,44.523,
11,2685,44.523,
11,2718,44.523,
11,2751,44.523,
11,2784,44.523,
11,2817,44.523,
11,2850,44.523,
11,2883,44.523,
11,2916,44.523,
11,2949,44.523,
11,2982,44.523,
11,3015,44.523,
11,3048,44.523,
11,3081,44.523,
11,3114,44.523,
11,3147,44.523,
11,3180,44.523,
11,3213,44.523,
11,3246,44.523,
11,3279,44.523,
11,3312,44.523,
11,3345,44.523,
11,3378,44.523,
11,3411,44.523,
11,3444,44.523,
11,3477,44.523,
11,3510,44.523,
11,3543,44.523,
11,3576,44.523,
11,3609,44.523,
11,3642,44.523,
11,3675,44.523,
11,3708,44.523,
11,3741,44.523,
11,3774,44.523,
11,3807,44.523,
11,3840,44.523,
11,3873,44.523,
11,3906,44.523,
11,3939,44.523,
11,3972,44.523,
11,4005,44.523,
11,4038,44.523,
11,4071,44.523,
11,4104,44.523,
11,4137,44.523,
11,4170,44.523,
11,4203,44.523,
11,4236,44.523,
11,4269,44.523,
11,4302,44.523,
11,4335,44.523,
11,4368,44.523,
11,4467,71.55,
11,4500,62.073,
11,4533,55.764,
11,4566,55.764,
11,4599,53.841,
11,4632,51.445,
11,4665,49.936,
11,4698,49.292,
11,4731,49.292,
11,4764,47.858,
11,4797,47.858,
11,4830,47.858,
11,4863,47.858,
11,4896,47.858,
11,4929,47.858,
11,4962,47.858,
11,4995,47.858,
11,5028,47.361,
11,5061,47.361,
11,5094,47.361,
11,5127,47.361,
11,5160,47.361,
11,5193,47.361,
11,5226,47.361,
11,5259,47.361,
11,5292,47.361,
11,5325,47.361,
11,5358,47.361,
11,5391,47.28,
11,5424,47.067,
11,5457,47.067,
11,5490,46.653,
11,5523,46.646,
11,5556,45.922,
11,5589,45.656,
11,5622,45.656,
11,5655,45.638,
11,5688,45.638,
11,5721,45.598,
11,5754,45.598,
11,5787,45.598,
11,5820,45.524,
11,5853,45.524,
11,5886,45.419,
11,5919,45.273,
11,5952,45.273,
11,5985,45.058,
11,6018,45.058,
11,6051,45.058,
11,6084,45.058,
11,6117,45.058,
11,6150,44.957,
11,6183,44.857,
11,6216,44.707,
11,6249,44.707,
11,6282,44.614,
11,6315,44.614,
11,6348,44.613,
11,6381,44.592,
11,6414,44.588,
11,6447,44.579,
11,6480,44.566,
11,6513,44.566,
11,6546,44.558,
11,6579,44.558,
11,6612,44.546,
11,6645,44.546,
11,6678,44.546,
11,6711,44.538,
11,6744,44.538,
11,6777,44.537,
11,6810,44.537,
11,6843,44.536,
11,6876,44.534,
11,6909,44.533,
11,6942,44.531,
11,6975,44.531,
11,7008,44.53,
11,7041,44.529,
11,7074,44.528,
11,7107,44.526,
11,7140,44.524,
11,7173,44.524,
11,7206,44.524,
11,7239,44.523,
11,7272,44.523,
11,7305,44.523,
11,7338,44.523,
11,7371,44.523,
11,7404,44.523,
11,7437,44.523,
11,7470,44.523,
11,7503,44.523,
11,7536,44.523,
11,7569,44.523,
11,7602,44.523,
11,7635,44.523,
11,7668,44.523,
11,7701,44.523,
11,7734,44.523,
11,7767,44.523,
11,7800,44.523,
11,7833,44.523,
11,7866,44.523,
11,7899,44.523,
11,7932,44.523,
11,7965,44.523,
11,7998,44.523,
11,8031,44.523,
11,8064,44.523,
11,8097,44.523,
11,8130,44.523,
11,8163,44.523,
11,8196,44.523,
11,8229,44.523,
11,8262,44.523,
11,8295,44.523,
11,8328,44.523,
11,8361,44.523,
11,8394,44.523,
11,8427,44.523,
11,8460,44.523,
11,8493,44.523,
11,8526,44.523,
11,8559,44.523,
11,8592,44.523,
11,8625,44.523,
11,8658,44.523,
11,8691,44.523,
11,8724,44.523,
11,8757,44.523,
11,8790,44.523,
11,8823,44.523,
11,8856,44.523,
11,8889,44.523,
11,8922,44.523,
11,8955,44.523,
11,8988,44.523,
11,9021,44.523,
11,9054,44.523,
11,9087,44.523,
11,9120,44.523,
11,9153,44.523,
11,9186,44.523,
11,9219,44.523,
11,9252,44.523,
11,9285,44.523,
11,9318,44.523,
11,9351,44.523,
11,9384,44.523,
11,9417,44.523,
11,9450,44.523,
11,9483,44.523,
11,9557,73.355,
11,9590,69.712,
11,9623,69.023,
11,9656,68.844,
11,9689,68.755,
11,9722,68.714,
11,9755,68.67,
11,9788,68.653,
11,9821,68.644,
11,9854,68.631,
11,9887,68.627,
11,9920,68.623,
11,9953,68.621,
11,9986,68.616,
40,43,73.359,
40,76,54.2,
40,109,51.563,
40,142,51.563,
40,175,49.474,
40,208,49.474,
40,241,48.607,
40,274,48.465,
40,307,47.987,
40,340,47.498,
40,373,47.487,
40,406,46.813,
40,439,46.813,
40,472,46.361,
40,505,46.361,
40,538,45.874,
40,571,45.874,
40,604,45.874,
40,637,45.765,
40,670,45.731,
40,703,45.731,
40,736,45.251,
40,769,45.251,
40,802,45.251,
40,835,45.251,
40,868,45.16,
40,901,45.012,
40,934,45.012,
40,967,44.822,
40,1000,44.742,
40,1033,44.742,
40,1066,44.696,
40,1099,44.613,
40,1132,44.613,
40,1165,44.592,
40,1198,44.575,
40,1231,44.553,
40,1264,44.551,
40,1297,44.546,
40,1330,44.544,
40,1363,44.537,
40,1396,44.537,
40,1429,44.535,
40,1462,44.53,
40,1495,44.53,
40,1528,44.529,
40,1561,44.528,
40,1594,44.527,
40,1627,44.527,
40,1660,44.526,
40,1693,44.525,
40,1726,44.525,
40,1759,44.525,
40,1792,44.524,
40,1825,44.524,
40,1858,44.524,
40,1891,44.524,
40,1924,44.524,
40,1957,44.524,
40,1990,44.524,
40,2023,44.524,
40,2056,44.524,
40,2089,44.523,
40,2122,44.523,
40,2155,44.523,
40,2188,44.523,
40,2221,44.523,
40,2254,44.523,
40,2287,44.523,
40,2320,44.523,
40,2353,44.523,
40,2386,44.523,
40,2419,44.523,
40,2452,44.523,
40,2485,44.523,
40,2518,44.523,
40,2551,44.523,
40,2584,44.523,
40,2617,44.523,
40,2650,44.523,
40,2683,44.523,
40,2716,44.523,
40,2749,44.523,
40,2782,44.523,
40,2815,44.523,
40,2848,44.523,
40,2881,44.523,
40,2914,44.523,
40,2947,44.523,
40,2980,44.523,
40,3013,44.523,
40,3046,44.523,
40,3079,44.523,
40,3112,44.523,
40,3145,44.523,
40,3178,44.523,
40,3211,44.523,
40,3244,44.523,
40,3277,44.523,
40,3310,44.523,
40,3343,44.523,
40,3376,44.523,
40,3409,44.523,
40,3442,44.523,
40,3475,44.523,
40,3508,44.523,
40,3541,44.523,
40,3574,44.523,
40,3607,44.523,
40,3640,44.523,
40,3673,44.523,
40,3706,44.523,
40,3739,44.523,
40,3772,44.523,
40,3805,44.523,
40,3838,44.523,
40,3871,44.523,
40,3904,44.523,
40,3937,44.523,
40,3970,44.523,
40,4003,44.523,
40,4036,44.523,
40,4069,44.523,
40,4102,44.523,
40,4135,44.523,
40,4168,44.523,
40,4201,44.523,
