island,gen,idx,status,fitness,n_lines,rings,n_active,r_hub,r_bot,tether,m_airborne_kg,T_mass_1p5_N,T_rotary_actual_N,ratio
1,9,4,clearance_reject,1.0e9,8,4,2,1.908,1.5,21.2,103.17272557464379,1615.6204946689415,2224.412579644859,1.3768162677960245
1,9,5,clearance_reject,1.0e9,13,6,2,0.941,0.941,21.2,165.00483065071063,2583.8726721026283,2224.412579644859,0.8608832020483198
1,9,6,ok,-5.831,14,4,1,1.716,1.5,21.2,176.5715866747901,2765.000852881551,2224.412579644859,0.8044889307454219
1,9,7,ok,-4.57,13,3,1,2.2,1.5,21.2,163.15939880478373,2554.97436108886,2224.412579644859,0.8706203136601635
1,9,8,ok,-6.193,10,4,1,1.306,1.306,21.2,127.62189832175734,1998.4792816974957,2224.412579644859,1.1130526095599333
1,9,9,ok,-5.948,16,4,1,1.636,1.5,21.2,200.60008887790497,3141.2722017223246,2224.412579644859,0.7081247458992055
1,9,10,ok,-6.101,13,5,1,1.259,1.259,21.2,164.8705209217305,2581.769465566549,2224.412579644859,0.8615845098922219
1,10,1,clearance_reject,1.0e9,3,6,2,0.778,0.778,21.2,42.84651148314497,670.9496302601304,2224.412579644859,3.3153197785986457
1,10,2,ok,-4.028,7,3,1,1.978,1.5,21.2,90.40437094964996,1415.6760296909724,2224.412579644859,1.5712723342009438
1,10,3,ok,-4.323,10,3,1,2.2,1.5,21.2,127.23838932912767,1992.4737702124464,2224.412579644859,1.1164074593602715
1,10,4,reject,1.0e9,12,5,1,1.309,1.309,21.2,151.12688402964756,2366.552688938187,2224.412579644859,0.9399379063235211
1,10,5,clearance_reject,1.0e9,8,4,2,1.239,1.239,21.2,103.35986539523122,1618.5509874694926,2224.412579644859,1.3743234515723193
1,10,6,ok,-4.524,14,4,1,2.2,1.5,21.2,176.01969034605995,2756.3585008000027,2224.412579644859,0.8070113444964606
1,10,7,clearance_reject,1.0e9,13,4,2,1.712,1.5,21.2,163.82974626947987,2565.471584036885,2224.412579644859,0.8670579684007436
1,10,8,ok,-4.988,13,4,1,2.004,1.5,21.2,163.79881907016144,2564.9872833965433,2224.412579644859,0.8672216794382321
1,10,9,ok,-6.378,16,5,1,1.064,1.064,21.2,200.27832489033517,3136.2335784828124,2224.412579644859,0.7092624079106197
1,10,10,clearance_reject,1.0e9,3,8,3,0.718,0.718,21.2,43.179239891602556,676.1599494880909,2224.412579644859,3.289772754699422
1,11,1,clearance_reject,1.0e9,11,5,2,1.261,1.261,21.2,140.7698543458024,2204.368067683719,2224.412579644859,1.0090930876086415
1,11,2,clearance_reject,1.0e9,16,4,2,1.818,1.5,21.2,201.02212830419205,3147.8810757524516,2224.412579644859,0.7066380610052583
1,11,3,ok,-4.579,6,3,1,1.82,1.5,21.2,78.2778649093641,1225.7825129859377,2224.412579644859,1.8146878064252312
1,11,4,ok,-1.09,12,3,1,2.2,1.5,21.2,151.5216512517685,2372.734497271056,2224.412579644859,0.9374890373125243
1,11,5,ok,-5.977,16,5,1,1.454,1.454,21.2,200.85366894943323,3145.243107388709,2224.412579644859,0.7072307302476355
1,11,6,reject,1.0e9,15,3,1,1.495,1.495,21.2,188.47001924828845,2951.3228814323293,2224.412579644859,0.7537001775167724
1,11,7,clearance_reject,1.0e9,16,7,2,0.943,0.943,21.2,202.13290624728774,3165.2751651292338,2224.412579644859,0.7027548834143901
1,11,8,clearance_reject,1.0e9,16,6,2,1.199,1.199,21.2,201.8086232307497,3160.1970954681506,2224.412579644859,0.7038841288838458
1,11,9,ok,-5.986,16,5,1,1.203,1.203,21.2,200.3243814661869,3136.954795717754,2224.412579644859,0.7090993413999451
1,11,10,ok,-6.032,16,5,1,1.448,1.448,21.2,200.57609949146365,3140.896542901902,2224.412579644859,0.7082094393308811
1,12,1,clearance_reject,1.0e9,11,4,2,2.2,1.5,21.2,140.278348651808,2196.671395253665,2224.412579644859,1.012628736574407
1,12,2,ok,-2.973,5,3,1,1.78,1.5,21.2,66.42985036026704,1040.2499992325024,2224.412579644859,2.138344226182199
1,12,3,ok,-6.173,5,7,1,0.881,0.881,21.2,67.49217060741218,1056.8852713320823,2224.412579644859,2.104686894577727
1,12,4,clearance_reject,1.0e9,7,4,2,1.534,1.5,21.2,91.4954435977774,1432.7615464461933,2224.412579644859,1.5525350922226162
1,12,5,ok,-3.966,4,5,1,1.454,1.454,21.2,55.66565117658462,871.6893577161164,2224.412579644859,2.5518409281409222
1,12,6,ok,-6.455,14,5,1,0.965,0.965,21.2,176.43527367664564,2762.8662764005535,2224.412579644859,0.8051104748156002
1,12,7,ok,-4.096,11,3,1,2.2,1.5,21.2,139.37025947132173,2182.4512854057452,2224.412579644859,1.0192266808059876
1,12,8,clearance_reject,1.0e9,10,9,3,0.7,0.7,21.2,129.5958008976064,2029.3893641660868,2224.412579644859,1.0960994567737428
1,12,9,ok,-6.385,15,5,1,1.064,1.064,21.2,188.24304402956815,2947.7685911574144,2224.412579644859,0.7546089561838583
1,12,10,ok,-3.026,13,3,1,2.2,1.5,21.2,163.37045981212836,2558.279444745342,2224.412579644859,0.8694955448333685
1,13,1,ok,-4.321,10,3,1,2.2,1.5,21.2,126.9823553357639,1988.4644376615568,2224.412579644859,1.1186584670635489
1,13,2,clearance_reject,1.0e9,3,5,2,1.211,1.211,21.2,42.74207364907545,669.3141989559582,2224.412579644859,3.3234205745442855
1,13,3,ok,-6.472,14,7,1,0.867,0.867,21.2,176.76718227581185,2768.0637579266368,2224.412579644859,0.8035987513925659
1,13,4,ok,-6.484,3,7,1,0.705,0.705,21.2,42.658465631092966,668.0049495722785,2224.412579644859,3.3299342782851284
1,13,5,clearance_reject,1.0e9,16,5,2,1.454,1.454,21.2,201.34183583536804,3152.8874961682254,2224.412579644859,0.7055160015535719
1,13,6,clearance_reject,1.0e9,16,9,2,0.7,0.7,21.2,201.95242947829416,3162.449011558379,2224.412579644859,0.7033829072073234
1,13,7,ok,-6.576,9,7,1,0.7,0.7,21.2,116.02411744894702,1816.865271149374,2224.412579644859,1.224313445232879
1,13,8,ok,-3.877,7,3,1,2.149,1.5,21.2,90.38613136665744,1415.3904092042321,2224.412579644859,1.571589411076679
1,13,9,reject,1.0e9,15,4,1,1.42,1.42,21.2,187.70666186702107,2939.369181236243,2224.412579644859,0.7567652929902847
1,13,10,clearance_reject,1.0e9,13,4,2,1.259,1.259,21.2,164.72428917592487,2579.4795676872504,2224.412579644859,0.8623493698146472
1,14,1,ok,-6.411,12,5,1,1.078,1.078,21.2,152.13978390414343,2382.4140688442476,2224.412579644859,0.9336800889208826
1,14,2,clearance_reject,1.0e9,15,4,2,1.434,1.434,21.2,189.09481175349134,2961.1067421445396,2224.412579644859,0.7512098594709421
1,14,3,ok,-5.991,10,4,1,1.384,1.384,21.2,128.21108178070048,2007.7055269681005,2224.412579644859,1.1079376680324302
1,14,4,reject,1.0e9,16,9,2,0.705,0.705,21.2,201.41187293727216,3153.984233475429,2224.412579644859,0.7052706719442731
1,14,5,clearance_reject,1.0e9,3,6,2,0.844,0.844,21.2,43.022889132633274,673.7115941777037,2224.412579644859,3.3017282155576644
1,14,6,clearance_reject,1.0e9,13,6,2,0.948,0.948,21.2,164.96187357056016,2583.1999910360414,2224.412579644859,0.8611073812959855
1,14,7,ok,-5.862,14,4,1,1.505,1.5,21.2,176.84879794757188,2769.3418084118516,2224.412579644859,0.8032278907891489
1,14,8,clearance_reject,1.0e9,16,5,2,1.357,1.357,21.2,201.24021627408877,3151.2961972571266,2224.412579644859,0.7058722634771613
1,14,9,ok,-6.098,11,4,1,1.356,1.356,21.2,140.1146548894291,2194.10805309249,2224.412579644859,1.013811774907647
1,14,10,clearance_reject,1.0e9,13,4,2,1.416,1.416,21.2,164.59868740662625,2577.5127223653376,2224.412579644859,0.8630074103392029
1,15,1,ok,-3.711,11,7,2,0.7,0.7,21.2,140.67206016958448,2202.836671915342,2224.412579644859,1.0097946016627537
1,15,2,clearance_reject,1.0e9,16,5,2,1.373,1.373,21.2,201.81425219937543,3160.2852416039136,2224.412579644859,0.7038644962680397
1,15,3,ok,-5.854,3,4,1,1.238,1.238,21.2,42.107454297437435,659.3764559612933,2224.412579644859,3.373509259444101
1,15,4,clearance_reject,1.0e9,16,6,2,0.946,0.946,21.2,201.14536192535982,3149.810837352545,2224.412579644859,0.7062051324690041
1,15,5,clearance_reject,1.0e9,14,8,3,0.7,0.7,21.2,177.80743857859432,2784.3535224271195,2224.412579644859,0.7988973245415473
1,15,6,ok,-6.017,16,5,1,1.343,1.343,21.2,201.0876662227475,3148.907358656256,2224.412579644859,0.7064077555441612
1,15,7,ok,-6.565,9,7,1,0.727,0.727,21.2,116.07673258177465,1817.689191293507,2224.412579644859,1.2237584897899507
1,15,8,ok,-6.237,10,5,1,1.164,1.164,21.2,128.26805446949805,2008.597683719268,2224.412579644859,1.1074455565068522
1,15,9,clearance_reject,1.0e9,14,6,2,0.928,0.928,21.2,176.98042024091686,2771.4029313830547,2224.412579644859,0.8026305213348306
1,15,10,reject,1.0e9,13,7,2,0.7,0.7,21.2,164.64298916718775,2578.2064602879755,2224.412579644859,0.8627751942706717
1,16,1,ok,-6.022,3,5,1,1.078,1.078,21.2,42.941199184693716,672.4323805738708,2224.412579644859,3.3080093164854567
1,16,2,ok,-3.262,11,6,2,0.757,0.757,21.2,140.5639444910954,2201.143647862821,2224.412579644859,1.0105712917939864
1,16,3,clearance_reject,1.0e9,16,8,3,0.7,0.7,21.2,202.13315645985392,3165.2790833018685,2224.412579644859,0.7027540135021704
1,16,4,ok,-3.463,11,3,1,2.2,1.5,21.2,138.92594338074838,2175.4935727152715,2224.412579644859,1.0224863946017229
1,16,5,clearance_reject,1.0e9,16,5,2,1.103,1.103,21.2,201.2103170594293,3150.827994215002,2224.412579644859,0.7059771538557278
1,16,6,ok,-6.343,11,6,1,0.965,0.965,21.2,140.6075478597482,2201.82644940402,2224.412579644859,1.0102579066787722
1,16,7,clearance_reject,1.0e9,13,6,2,0.928,0.928,21.2,165.14058840349782,2585.9985537878465,2224.412579644859,0.8601754925139637
1,16,8,ok,-5.114,4,3,1,1.571,1.5,21.2,54.2222831558095,849.0871152850303,2224.412579644859,2.61976956145206
1,16,9,clearance_reject,1.0e9,15,5,2,1.064,1.064,21.2,189.285272266291,2964.0892349127625,2224.412579644859,0.7504539854753484
1,16,10,reject,1.0e9,14,5,1,1.146,1.146,21.2,176.07326516122882,2757.197448970683,2224.412579644859,0.806765790558553
1,17,1,clearance_reject,1.0e9,16,6,2,0.864,0.864,21.2,201.45058079831253,3154.5903744225957,2224.412579644859,0.7051351572237036
1,17,2,clearance_reject,1.0e9,14,5,2,1.376,1.376,21.2,177.297596110559,2776.369707559163,2224.412579644859,0.8011946584737968
1,17,3,ok,-4.814,3,3,1,1.749,1.5,21.2,41.86927041844355,655.6466450615719,2224.412579644859,3.3927003156341384
1,17,4,ok,-6.617,14,7,1,0.705,0.705,21.2,176.31593744086572,2760.9975454233618,2224.412579644859,0.8056553991987614
1,17,5,ok,-5.764,8,4,1,1.454,1.454,21.2,104.02213001845836,1628.9216381644367,2224.412579644859,1.36557371915782
1,17,6,ok,-6.28,15,4,1,1.192,1.192,21.2,188.53445898669125,2952.3319675202933,2224.412579644859,0.7534425681517026
1,17,7,reject,1.0e9,9,8,1,0.7,0.7,21.2,116.27877844402002,1820.8531034038883,2224.412579644859,1.2216320885449572
1,17,8,clearance_reject,1.0e9,16,9,2,0.7,0.7,21.2,201.94757211296692,3162.3729482487292,2224.412579644859,0.7033998253990575
1,17,9,clearance_reject,1.0e9,16,8,2,0.7,0.7,21.2,201.110615213097,3149.2667255231686,2224.412579644859,0.7063271464487755
1,17,10,ok,-0.294,11,7,2,0.918,0.918,21.2,141.07552538592623,2209.1546854094818,2224.412579644859,1.006906666308226
1,18,1,clearance_reject,1.0e9,16,4,2,1.362,1.362,21.2,201.37621496586007,3153.425851896471,2224.412579644859,0.7053955552203952
1,18,2,clearance_reject,1.0e9,15,4,2,1.56,1.5,21.2,189.18768434726042,2962.5610690032186,2224.412579644859,0.7508410891233656
1,18,3,clearance_reject,1.0e9,16,5,2,1.701,1.5,21.2,201.0464156617954,3148.261400615314,2224.412579644859,0.7065526957863496
1,18,4,clearance_reject,1.0e9,15,9,3,0.831,0.831,21.2,190.04708051245035,2976.0186766198385,2224.412579644859,0.7474457728105881
1,18,5,clearance_reject,1.0e9,9,4,2,1.731,1.5,21.2,115.48436621344483,1808.4131036482904,2224.412579644859,1.2300356457035904
1,18,6,ok,-5.127,14,3,1,1.914,1.5,21.2,175.72067298840216,2751.676075589242,2224.412579644859,0.8083846057964962
1,18,7,ok,-4.298,11,3,1,2.2,1.5,21.2,138.97533787307006,2176.2670596390117,2224.412579644859,1.0221229833868979
1,18,8,clearance_reject,1.0e9,10,5,2,1.164,1.164,21.2,127.32083671741754,1993.7648448594632,2224.412579644859,1.1156845228664134
1,18,9,ok,3.975,10,6,2,1.007,1.007,21.2,128.47683770463792,2011.8670988845306,2224.412579644859,1.1056458852963862
1,18,10,clearance_reject,1.0e9,16,6,2,1.027,1.027,21.2,201.4633992621382,3154.791103566384,2224.412579644859,0.7050902917566352
1,19,1,reject,1.0e9,10,8,2,0.7,0.7,21.2,128.4325119648621,2011.172985462361,2224.412579644859,1.1060274753707846
1,19,2,ok,-3.64,12,3,1,2.089,1.5,21.2,152.35507099259814,2385.785330293509,2224.412579644859,0.932360741513656
1,19,3,clearance_reject,1.0e9,12,7,2,0.867,0.867,21.2,152.80190219152564,2392.782428011185,2224.412579644859,0.9296342841725603
1,19,4,clearance_reject,1.0e9,14,9,3,0.7,0.7,21.2,177.58330093637508,2780.8436668293416,2224.412579644859,0.799905656753832
1,19,5,clearance_reject,1.0e9,16,5,2,1.157,1.157,21.2,201.52818601178873,3155.8056236339253,2224.412579644859,0.7048636211895196
1,19,6,ok,-6.533,14,6,1,0.83,0.83,21.2,176.10888677820546,2757.755261261869,2224.412579644859,0.806602605710208
1,19,7,ok,-6.614,9,7,1,0.7,0.7,21.2,116.01052157346895,1816.6523682242746,2224.412579644859,1.2244569288835145
1,19,8,clearance_reject,1.0e9,10,8,3,0.801,0.801,21.2,129.64964466364077,2030.2325239394743,2224.412579644859,1.0956442443984675
1,19,9,clearance_reject,1.0e9,14,10,3,0.7,0.7,21.2,178.03756163127215,2787.9571058173156,2224.412579644859,0.7978647071016366
1,19,10,ok,-5.423,10,3,1,1.884,1.5,21.2,126.76958166638634,1985.132534786474,2224.412579644859,1.1205360552332706
1,20,1,clearance_reject,1.0e9,12,5,2,1.078,1.078,21.2,152.9705750490078,2395.4237396943336,2224.412579644859,0.9286092238230483
1,20,2,clearance_reject,1.0e9,7,7,2,0.728,0.728,21.2,92.13510543618396,1442.7782516367486,2224.412579644859,1.5417563836448125
1,20,3,reject_twist,1.0e9,16,8,2,0.7,0.7,21.2,200.7995982726234,3144.396394334188,2224.412579644859,0.7074211710880264
1,20,4,ok,-4.328,14,3,1,2.2,1.5,21.2,175.59872131543165,2749.7663884978815,2224.412579644859,0.8089460213600151
1,20,5,ok,-6.018,15,4,1,1.454,1.454,21.2,189.1231142114222,2961.5499409727945,2224.412579644859,0.7510974401850523
1,20,6,ok,-5.846,11,4,1,1.478,1.478,21.2,139.87588342010594,2190.3690408949146,2224.412579644859,1.0155423757888922
