island,iteration,fitness
1,1,15.061813520335717
1,2,0.9933598074800041
1,3,0.15643845990465266
1,4,0.15643845990465266
1,5,0.15643845990465266
1,6,-1.7724746284142787
1,7,-1.7724746284142787
1,8,-1.7724746284142787
1,9,-1.7724746284142787
1,10,-1.7724746284142787
1,11,-1.7724746284142787
1,12,-2.136349174960523
1,13,-2.755126170925334
1,14,-2.755126170925334
1,15,-2.755126170925334
1,16,-3.3560470224949954
1,17,-3.3560470224949954
1,18,-3.3560470224949954
1,19,-3.3560470224949954
1,20,-3.3560470224949954
1,21,-3.3560470224949954
1,22,-3.3560470224949954
1,23,-3.3560470224949954
1,24,-3.3560470224949954
1,25,-3.3560470224949954
1,26,-3.771795429752684
1,27,-3.771795429752684
1,28,-3.771795429752684
1,29,-3.771795429752684
1,30,-3.771795429752684
2,1,7.225648441280595
2,2,7.225648441280595
2,3,0.2494794653853869
2,4,0.2494794653853869
2,5,-1.9491623144606076
2,6,-1.9491623144606076
2,7,-1.9491623144606076
2,8,-3.7294131929703376
2,9,-3.7294131929703376
2,10,-3.7294131929703376
2,11,-3.7294131929703376
2,12,-3.7294131929703376
2,13,-3.7294131929703376
2,14,-3.7294131929703376
2,15,-3.7294131929703376
2,16,-3.7294131929703376
2,17,-3.7818854127683874
2,18,-3.7818854127683874
2,19,-3.7818854127683874
2,20,-4.030848705562317
2,21,-4.030848705562317
2,22,-4.112204718077809
2,23,-4.1931551402632925
2,24,-4.1931551402632925
2,25,-4.217798096485216
2,26,-4.217798096485216
2,27,-4.217798096485216
2,28,-4.217798096485216
2,29,-4.217798096485216
2,30,-4.217798096485216
3,1,2.0201780057902594
3,2,2.0201780057902594
3,3,1.197175669122998
3,4,-0.2109485130444262
3,5,-0.822221056251621
3,6,-0.822221056251621
3,7,-0.822221056251621
3,8,-0.822221056251621
3,9,-0.822221056251621
3,10,-0.822221056251621
3,11,-0.822221056251621
3,12,-3.111228310177063
3,13,-3.111228310177063
3,14,-3.111228310177063
3,15,-3.111228310177063
3,16,-3.111228310177063
3,17,-3.8633215615336107
3,18,-3.8633215615336107
3,19,-3.8633215615336107
3,20,-3.8633215615336107
3,21,-3.8633215615336107
3,22,-3.942118858340762
3,23,-3.942118858340762
3,24,-3.942118858340762
3,25,-3.942118858340762
3,26,-3.942118858340762
3,27,-3.942118858340762
3,28,-3.942118858340762
3,29,-3.942118858340762
3,30,-3.942118858340762
