# v12_5kw_v3 telemetry  length=18.0  min_clearance=1.5
island,gen,idx,fitness,status,P_kW,FoS,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,lam_top,lam_bot,clearance,tether
1,1,9,1.0e9,clearance_reject,0.0,0.0,11,0,0,1.22,0.52,8.6,21.2,0.12,0.714,-2.73,18.0
1,1,10,1.0e9,reject,0.0,0.0,16,0,0,1.23,0.63,1.0,13.5,0.849,0.194,2.52,18.0
1,2,1,1.0e9,reject,0.0,0.0,9,0,0,0.2,0.86,3.5,21.4,0.85,0.142,3.38,18.0
1,2,2,1.0e9,reject,0.0,0.0,5,0,0,0.2,0.95,0.0,22.0,0.858,0.111,3.96,18.0
1,2,3,1.0e9,clearance_reject,0.0,0.0,14,0,0,2.01,0.32,7.6,12.9,0.104,0.656,-2.14,18.0
1,2,4,1.0e9,reject,0.0,0.0,16,0,0,0.36,0.68,6.7,22.0,0.545,0.05,4.25,18.0
1,2,5,1.0e9,clearance_reject,0.0,0.0,4,0,0,1.06,0.68,18.4,0.7,0.562,0.995,-2.92,18.0
1,2,6,1.0e9,reject,0.0,0.0,16,0,0,0.99,0.74,8.7,16.7,0.93,0.615,2.06,18.0
1,2,7,1.0e9,reject,0.0,0.0,6,0,0,1.75,0.6,2.6,22.0,0.588,0.393,4.92,18.0
1,2,8,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.29,0.43,8.1,15.9,0.639,0.47,-1.67,18.0
1,2,9,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.16,0.32,0.8,22.0,0.154,0.309,-0.34,18.0
1,2,10,0.993,ok,17.61,1.6,16,0,0,1.23,0.56,1.0,13.5,0.353,1.0,5.35,18.0
1,3,1,1.0e9,reject,0.0,0.0,9,0,0,0.2,0.95,0.7,22.0,1.0,0.05,2.67,18.0
1,3,2,1.0e9,reject,0.0,0.0,3,0,0,0.49,0.95,1.6,14.8,1.0,0.05,3.76,18.0
1,3,3,14.471,ok,11.61,10.04,3,0,0,2.01,0.7,0.0,14.8,0.739,0.223,4.7,18.0
1,3,4,1.0e9,reject,0.0,0.0,10,0,0,0.36,0.95,4.7,22.0,1.0,0.05,2.51,18.0
1,3,5,1.0e9,clearance_reject,0.0,0.0,4,0,0,1.87,0.6,5.5,0.7,0.588,0.995,-0.23,18.0
1,3,6,1.0e9,clearance_reject,0.0,0.0,14,0,0,0.73,0.84,0.0,16.8,0.549,0.772,-1.39,18.0
1,3,7,0.156,ok,14.24,5.78,16,0,0,1.81,0.32,2.3,22.0,0.185,0.05,6.31,18.0
1,3,8,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,1.9,21.0,0.104,0.783,0.96,18.0
1,3,9,1.0e9,clearance_reject,0.0,0.0,3,0,0,2.16,0.77,2.8,17.8,0.154,0.05,0.79,18.0
1,3,10,1.0e9,reject,0.0,0.0,10,0,0,0.2,0.56,5.0,11.1,0.353,0.646,2.87,18.0
1,4,1,1.0e9,reject,0.0,0.0,6,0,0,2.2,0.44,1.5,17.8,0.104,0.05,6.93,18.0
1,4,2,1.0e9,reject,0.0,0.0,4,0,0,0.49,0.33,1.3,17.8,0.418,0.231,5.79,18.0
1,4,3,1.0e9,reject,0.0,0.0,3,0,0,0.2,0.7,6.5,10.9,1.0,0.664,3.07,18.0
1,4,4,1.0e9,reject,0.0,0.0,7,0,0,0.36,0.53,4.3,4.6,0.414,1.0,5.57,18.0
1,4,5,1.0e9,reject,0.0,0.0,9,0,0,1.87,0.32,2.3,20.7,0.588,0.05,4.61,18.0
1,4,6,0.527,ok,16.59,2.37,16,0,0,1.47,0.32,0.5,17.6,0.26,1.0,5.88,18.0
1,4,7,2.353,ok,13.81,8.25,16,0,0,1.9,0.32,0.0,22.0,0.179,0.05,6.34,18.0
1,4,8,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.56,0.32,2.6,22.0,0.311,0.783,-3.66,18.0
1,4,9,1.0e9,reject,0.0,0.0,3,0,0,2.16,0.77,0.0,17.8,0.154,0.504,6.81,18.0
1,4,10,1.0e9,reject,0.0,0.0,3,0,0,1.23,0.7,1.0,17.0,0.967,0.05,2.64,18.0
1,5,1,1.0e9,reject,0.0,0.0,4,0,0,0.65,0.33,1.2,17.8,0.337,0.05,6.09,18.0
1,5,2,1.0e9,reject,0.0,0.0,3,0,0,0.2,0.44,2.2,8.8,0.456,0.542,5.72,18.0
1,5,3,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.01,0.7,1.5,14.8,0.243,1.0,-1.62,18.0
1,5,4,1.0e9,reject,0.0,0.0,3,0,0,2.2,0.53,1.0,22.0,0.104,0.05,3.84,18.0
1,5,5,1.0e9,reject,0.0,0.0,16,0,0,1.72,0.32,1.7,22.0,0.588,0.832,4.01,18.0
1,5,6,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.45,2.5,22.0,0.157,1.0,-4.82,18.0
1,5,7,1.0e9,reject,0.0,0.0,3,0,0,1.81,0.32,1.6,6.5,0.185,0.798,6.7,18.0
1,5,8,1.0e9,reject,0.0,0.0,16,0,0,0.52,0.32,0.5,22.0,0.162,0.14,3.23,18.0
1,5,9,1.0e9,reject,0.0,0.0,3,0,0,1.57,0.46,1.7,19.1,0.154,0.05,6.81,18.0
1,5,10,1.0e9,reject,0.0,0.0,3,0,0,2.2,0.86,0.3,18.0,0.626,0.05,5.11,18.0
1,6,1,1.0e9,clearance_reject,0.0,0.0,3,0,0,2.2,0.33,0.0,17.8,0.71,0.223,0.32,18.0
1,6,2,1.0e9,clearance_reject,0.0,0.0,16,0,0,0.95,0.4,2.0,8.8,0.411,1.0,-4.95,18.0
1,6,3,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.48,0.32,1.4,11.2,0.739,0.574,-1.81,18.0
1,6,4,1.0e9,reject,0.0,0.0,16,0,0,0.2,0.4,1.5,22.0,0.104,0.05,6.77,18.0
1,6,5,-1.772,ok,8.23,3.7,16,0,0,1.72,0.56,1.4,22.0,0.588,1.0,4.01,18.0
1,6,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.08,0.36,3.5,17.6,0.104,0.51,-2.03,18.0
1,6,7,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.48,0.32,1.4,13.7,0.487,0.752,-3.05,18.0
1,6,8,1.0e9,reject,0.0,0.0,16,0,0,1.33,0.63,0.8,15.4,0.628,0.14,3.78,18.0
1,6,9,1.0e9,reject,0.0,0.0,3,0,0,1.39,0.58,0.4,18.5,0.45,0.173,3.31,18.0
1,6,10,1.0e9,reject,0.0,0.0,16,0,0,0.2,0.6,1.0,20.3,0.104,1.0,6.77,18.0
1,7,1,1.0e9,reject,0.0,0.0,16,0,0,1.37,0.32,0.9,14.6,0.71,1.0,3.31,18.0
1,7,2,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.11,0.52,2.0,20.7,0.411,0.724,-3.31,18.0
1,7,3,1.0e9,clearance_reject,0.0,0.0,3,0,0,1.53,0.43,0.1,14.8,0.394,0.223,0.73,18.0
1,7,4,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.97,0.62,0.0,17.9,0.283,0.385,1.02,18.0
1,7,5,1.0e9,reject,0.0,0.0,16,0,0,0.87,0.59,1.1,15.9,0.588,0.05,2.05,18.0
1,7,6,3.909,ok,17.75,7.64,16,0,0,1.41,0.6,0.0,12.1,0.377,0.65,5.21,18.0
1,7,7,11.936,ok,16.08,13.96,3,0,0,1.58,0.67,0.4,14.0,0.616,0.05,5.14,18.0
1,7,8,1.0e9,reject,0.0,0.0,16,0,0,2.04,0.63,1.2,20.1,0.737,1.0,3.16,18.0
1,7,9,1.0e9,reject,0.0,0.0,3,0,0,1.98,0.4,1.5,17.7,0.274,0.05,6.38,18.0
1,7,10,1.0e9,reject,0.0,0.0,3,0,0,1.23,0.54,2.3,13.5,0.104,0.05,3.24,18.0
1,8,1,1.008,ok,5.59,3.68,9,0,0,2.2,0.66,0.3,18.8,0.767,0.727,3.77,18.0
1,8,2,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.11,0.52,0.0,17.7,0.266,0.724,-3.31,18.0
1,8,3,1.0e9,reject,0.0,0.0,3,0,0,2.2,0.44,0.0,21.6,0.501,0.05,5.56,18.0
1,8,4,1.0e9,clearance_reject,0.0,0.0,3,0,0,2.2,0.8,0.2,15.5,1.0,0.225,0.67,18.0
1,8,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.03,0.48,0.4,19.8,0.221,0.724,-3.31,18.0
1,8,6,1.0e9,reject,0.0,0.0,6,0,0,1.32,0.39,0.1,14.4,0.26,0.05,1.86,18.0
1,8,7,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.12,0.32,1.3,20.0,0.127,1.0,-4.95,18.0
1,8,8,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.33,0.32,1.3,20.1,0.104,0.545,-1.93,18.0
1,8,9,1.0e9,clearance_reject,0.0,0.0,3,0,0,1.89,0.6,0.2,17.7,0.621,0.05,0.94,18.0
1,8,10,4.9,ok,8.82,3.07,6,0,0,2.2,0.6,0.9,13.5,0.684,0.05,4.52,18.0
1,9,1,1.0e9,reject,0.0,0.0,9,0,0,2.2,0.32,1.6,18.8,0.126,0.05,6.77,18.0
1,9,2,1.0e9,reject,0.0,0.0,8,0,0,1.11,0.43,1.6,17.3,0.286,0.05,3.16,18.0
1,9,3,15.831,ok,22.59,2.86,7,0,0,2.08,0.7,0.0,22.0,0.427,0.331,5.51,18.0
1,9,4,1.0e9,clearance_reject,0.0,0.0,11,0,0,1.26,0.64,0.9,18.9,0.655,1.0,-4.23,18.0
1,9,5,1.056,ok,9.94,2.96,12,0,0,1.69,0.52,0.0,15.8,0.594,1.0,4.3,18.0
1,9,6,1.0e9,reject,0.0,0.0,16,0,0,2.2,0.94,0.0,13.9,1.0,0.348,1.66,18.0
1,9,7,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.81,0.32,2.1,22.0,0.104,0.127,0.25,18.0
1,9,8,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.62,0.32,0.7,20.7,0.104,1.0,-4.95,18.0
1,9,9,0.714,ok,13.94,7.05,16,0,0,1.89,0.32,0.2,18.3,0.104,0.05,6.77,18.0
1,9,10,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.4,0.32,0.1,16.7,0.353,1.0,-4.95,18.0
1,10,1,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.14,0.66,1.3,18.8,0.104,1.0,-4.95,18.0
1,10,2,1.0e9,reject,0.0,0.0,8,0,0,1.43,0.46,2.8,17.3,0.332,0.05,5.87,18.0
1,10,3,3.557,ok,8.51,3.24,10,0,0,1.58,0.7,2.9,19.5,0.739,0.223,3.78,18.0
1,10,4,2.23,ok,17.68,3.53,16,0,0,1.26,0.32,2.5,18.9,0.303,0.05,5.64,18.0
1,10,5,1.0e9,reject,0.0,0.0,12,0,0,2.04,0.52,0.6,21.4,0.588,0.84,4.33,18.0
1,10,6,0.889,ok,13.56,8.18,16,0,0,1.99,0.32,2.0,20.5,0.185,0.05,6.31,18.0
1,10,7,-1.738,ok,6.46,3.49,16,0,0,2.04,0.54,0.0,21.6,0.602,0.05,3.93,18.0
1,10,8,-0.061,ok,16.89,2.53,15,0,0,1.31,0.32,2.1,17.2,0.104,1.0,6.78,18.0
1,10,9,2.026,ok,7.78,2.18,16,0,0,1.74,0.67,0.8,14.2,0.625,1.0,3.8,18.0
1,10,10,2.034,ok,15.26,6.53,16,0,0,1.43,0.56,1.0,13.5,0.104,1.0,6.77,18.0
1,11,1,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.21,0.56,1.2,14.5,0.462,0.479,-1.34,18.0
1,11,2,0.185,ok,14.12,5.13,16,0,0,1.82,0.32,0.0,21.3,0.13,0.05,6.62,18.0
1,11,3,-0.214,ok,14.94,3.2,16,0,0,1.68,0.46,2.9,18.9,0.185,0.223,6.31,18.0
1,11,4,0.481,ok,14.81,4.04,16,0,0,1.74,0.32,1.9,18.9,0.303,0.05,5.64,18.0
1,11,5,0.425,ok,15.4,2.21,16,0,0,1.5,0.56,2.1,18.4,0.104,0.05,6.77,18.0
1,11,6,2.645,ok,18.78,10.6,10,0,0,1.6,0.32,0.5,17.1,0.26,1.0,6.1,18.0
1,11,7,2.123,ok,9.06,3.65,9,0,0,1.74,0.86,1.1,12.6,0.602,1.0,4.54,18.0
1,11,8,1.219,ok,15.97,2.1,16,0,0,1.42,0.44,1.6,19.9,0.408,1.0,5.04,18.0
1,11,9,-0.05,ok,15.88,2.61,16,0,0,1.48,0.32,1.7,14.3,0.175,0.05,6.37,18.0
1,11,10,0.358,ok,16.04,2.07,16,0,0,1.34,0.56,3.9,14.5,0.104,0.223,6.77,18.0
1,12,1,-2.136,ok,7.17,5.46,9,0,0,2.02,0.66,0.0,22.0,0.652,0.864,4.31,18.0
1,12,2,-1.423,ok,6.7,3.49,16,0,0,2.13,0.32,0.8,21.2,0.566,0.05,4.14,18.0
1,12,3,0.117,ok,16.87,2.29,15,0,0,1.29,0.46,2.6,16.8,0.104,0.569,6.78,18.0
1,12,4,-1.737,ok,7.43,5.82,9,0,0,2.08,0.32,1.9,21.8,0.63,0.864,4.41,18.0
1,12,5,0.114,ok,14.58,4.11,16,0,0,1.72,0.56,4.1,16.3,0.104,0.297,6.77,18.0
1,12,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.28,0.32,0.5,10.6,0.104,0.05,0.41,18.0
1,12,7,2.645,ok,3.18,2.01,16,0,0,2.04,0.47,0.0,22.0,0.863,0.05,2.44,18.0
1,12,8,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.01,0.32,1.5,11.8,0.104,0.722,-3.2,18.0
1,12,9,0.245,ok,15.74,2.25,16,0,0,1.48,0.67,1.0,20.2,0.175,0.05,6.37,18.0
1,12,10,0.455,ok,12.26,6.03,16,0,0,2.2,0.56,0.0,22.0,0.104,0.542,6.77,18.0
1,13,1,2.242,ok,2.97,1.67,16,0,0,2.2,0.56,1.6,22.0,0.832,0.242,2.62,18.0
1,13,2,1.0e9,reject,0.0,0.0,8,0,0,1.8,0.32,2.4,18.6,0.308,0.864,5.97,18.0
1,13,3,0.678,ok,17.63,2.04,15,0,0,1.24,0.46,2.7,19.1,0.26,0.223,5.91,18.0
1,13,4,1.0e9,reject,0.0,0.0,9,0,0,1.29,0.32,1.1,21.8,0.104,0.05,6.88,18.0
1,13,5,-1.46,ok,8.26,3.89,16,0,0,1.72,0.32,1.4,18.1,0.588,1.0,4.01,18.0
1,13,6,1.835,ok,17.01,3.89,16,0,0,1.27,0.46,3.5,14.6,0.26,0.223,5.88,18.0
1,13,7,-0.007,ok,15.78,2.62,16,0,0,1.51,0.32,1.7,17.5,0.246,1.0,5.96,18.0
1,13,8,-2.755,ok,6.15,3.74,16,0,0,2.01,0.32,0.0,20.5,0.611,1.0,3.88,18.0
1,13,9,1.0e9,reject,0.0,0.0,16,0,0,2.2,0.67,1.0,22.0,0.908,0.77,2.18,18.0
1,13,10,0.368,ok,16.04,1.85,16,0,0,1.34,0.46,3.9,20.4,0.104,0.486,6.77,18.0
1,14,1,1.44,ok,10.92,5.63,16,0,0,2.01,0.46,0.0,20.6,0.403,0.223,5.06,18.0
1,14,2,1.0e9,reject,0.0,0.0,9,0,0,1.58,0.32,2.5,17.5,0.335,0.974,5.79,18.0
1,14,3,-0.077,ok,15.24,2.68,16,0,0,1.61,0.46,3.1,17.7,0.185,0.711,6.31,18.0
1,14,4,0.952,ok,13.09,6.63,16,0,0,2.08,0.57,4.8,14.8,0.104,0.833,6.77,18.0
1,14,5,0.261,ok,9.36,8.98,9,0,0,1.98,0.49,3.5,22.0,0.579,0.987,4.65,18.0
1,14,6,1.849,ok,16.19,3.88,16,0,0,1.25,0.32,3.2,9.9,0.104,0.05,6.77,18.0
1,14,7,0.669,ok,16.81,2.23,16,0,0,1.47,0.54,4.4,16.7,0.269,0.223,5.83,18.0
1,14,8,1.947,ok,17.59,3.22,16,0,0,1.11,0.32,0.0,10.6,0.104,0.141,6.77,18.0
1,14,9,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.78,0.73,1.7,18.9,0.594,0.05,0.51,18.0
1,14,10,0.59,ok,14.24,4.55,16,0,0,1.77,0.32,1.9,14.5,0.336,1.0,5.45,18.0
1,15,1,0.79,ok,13.48,5.05,16,0,0,1.84,0.63,1.8,20.7,0.348,0.05,5.38,18.0
1,15,2,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.09,0.5,5.9,12.7,0.104,0.341,-1.03,18.0
1,15,3,1.274,ok,15.03,9.5,13,0,0,2.13,0.32,2.3,21.4,0.185,0.435,6.38,18.0
1,15,4,0.363,ok,16.24,1.83,16,0,0,1.28,0.32,1.9,12.6,0.104,0.05,6.77,18.0
1,15,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.29,0.68,3.5,14.7,0.123,0.223,-0.33,18.0
1,15,6,1.988,ok,16.78,2.74,16,0,0,1.13,0.32,4.5,13.0,0.104,0.05,6.77,18.0
1,15,7,-0.002,ok,15.78,2.64,16,0,0,1.51,0.54,1.7,21.6,0.246,1.0,5.96,18.0
1,15,8,0.224,ok,9.83,5.8,16,0,0,1.86,0.65,2.7,22.0,0.5,1.0,4.51,18.0
1,15,9,1.0e9,reject,0.0,0.0,9,0,0,1.85,0.32,1.5,21.2,0.436,0.471,5.32,18.0
1,15,10,0.068,ok,15.02,3.47,16,0,0,1.68,0.32,0.8,14.1,0.184,0.05,6.31,18.0
1,16,1,1.0e9,reject,0.0,0.0,9,0,0,2.02,0.32,2.9,19.9,0.383,0.388,5.57,18.0
1,16,2,1.028,ok,13.5,5.09,16,0,0,1.85,0.54,0.5,17.8,0.348,0.05,5.38,18.0
1,16,3,1.894,ok,16.71,3.44,16,0,0,1.2,0.46,0.5,13.3,0.104,1.0,6.77,18.0
1,16,4,-3.356,ok,7.17,2.92,16,0,0,1.7,0.32,1.2,18.2,0.63,0.772,3.77,18.0
1,16,5,0.65,ok,16.4,2.37,16,0,0,1.45,0.32,1.7,12.9,0.332,1.0,5.47,18.0
1,16,6,2.177,ok,16.06,5.25,16,0,0,1.47,0.32,1.0,17.6,0.217,1.0,6.12,18.0
1,16,7,2.01,ok,15.2,5.26,16,0,0,1.45,0.32,1.3,21.6,0.104,0.05,6.77,18.0
1,16,8,3.06,ok,2.85,2.19,16,0,0,2.2,0.44,0.0,22.0,0.874,0.05,2.38,18.0
1,16,9,0.251,ok,15.78,2.39,16,0,0,1.48,0.32,1.5,14.1,0.151,0.121,6.5,18.0
1,16,10,1.185,ok,13.41,6.17,11,0,0,1.88,0.57,1.3,17.5,0.463,0.05,5.04,18.0
1,17,1,0.244,ok,14.05,4.76,16,0,0,1.85,0.58,2.3,20.6,0.171,0.05,6.39,18.0
1,17,2,5.382,ok,16.25,11.49,9,0,0,1.83,0.54,0.8,21.2,0.429,0.864,5.35,18.0
1,17,3,-2.063,ok,7.45,3.41,16,0,0,1.9,0.32,1.7,19.6,0.579,0.05,4.06,18.0
1,17,4,0.102,ok,14.93,3.52,16,0,0,1.7,0.32,1.9,12.6,0.169,0.05,6.4,18.0
1,17,5,1.0e9,clearance_reject,0.0,0.0,11,0,0,1.72,0.56,0.0,22.0,0.865,0.05,0.48,18.0
1,17,6,1.0e9,reject,0.0,0.0,10,0,0,1.7,0.59,0.5,15.3,0.26,0.05,6.1,18.0
1,17,7,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.75,0.54,0.2,20.1,0.692,0.05,0.41,18.0
1,17,8,0.948,ok,8.21,2.42,16,0,0,1.6,0.32,0.0,17.5,0.611,0.552,3.88,18.0
1,17,9,2.875,ok,8.59,2.43,12,0,0,1.63,0.53,0.7,18.7,0.683,1.0,3.84,18.0
1,17,10,0.621,ok,12.33,6.32,16,0,0,2.18,0.32,0.8,22.0,0.184,0.539,6.31,18.0
1,18,1,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.22,0.32,1.1,12.3,0.104,1.0,-4.95,18.0
1,18,2,1.0e9,reject,0.0,0.0,10,0,0,1.67,0.41,0.8,14.4,0.224,0.05,6.28,18.0
1,18,3,0.139,ok,10.69,4.03,11,0,0,1.71,0.64,1.4,22.0,0.579,0.05,4.46,18.0
1,18,4,-0.141,ok,6.97,2.5,16,0,0,1.79,0.45,0.3,20.9,0.623,1.0,3.81,18.0
1,18,5,-2.548,ok,5.84,3.79,16,0,0,2.2,0.32,1.9,22.0,0.588,1.0,4.01,18.0
1,18,6,1.383,ok,9.25,8.52,16,0,0,2.1,0.32,0.2,18.5,0.434,0.05,4.89,18.0
1,18,7,-1.535,ok,6.59,3.79,16,0,0,2.2,0.54,1.7,21.6,0.543,0.496,4.26,18.0
1,18,8,1.0e9,reject,0.0,0.0,16,0,0,2.01,0.32,0.8,20.5,0.808,0.05,2.75,18.0
1,18,9,1.0e9,reject,0.0,0.0,9,0,0,2.2,0.66,0.0,22.0,0.971,1.0,2.81,18.0
1,18,10,0.404,ok,15.16,2.63,16,0,0,1.56,0.32,2.0,17.2,0.372,0.624,5.24,18.0
1,19,1,-2.317,ok,5.75,2.97,16,0,0,2.05,0.55,0.3,22.0,0.652,0.607,3.65,18.0
1,19,2,0.026,ok,7.64,6.04,16,0,0,2.13,0.32,0.8,16.8,0.506,0.561,4.48,18.0
1,19,3,-1.978,ok,7.42,3.27,16,0,0,1.9,0.32,0.6,22.0,0.579,0.05,4.06,18.0
1,19,4,2.3,ok,18.52,5.52,16,0,0,1.13,0.32,1.2,8.8,0.104,0.772,6.77,18.0
1,19,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.41,0.32,1.9,12.6,0.588,0.05,0.41,18.0
1,19,6,-0.111,ok,15.81,2.69,16,0,0,1.49,0.43,1.7,14.9,0.17,0.05,6.39,18.0
1,19,7,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.33,0.43,2.3,13.7,0.18,0.05,0.41,18.0
1,19,8,0.986,ok,14.36,6.24,16,0,0,1.85,0.32,1.9,16.4,0.288,1.0,5.72,18.0
1,19,9,0.639,ok,14.49,4.1,16,0,0,1.7,0.32,0.0,15.6,0.352,1.0,5.35,18.0
1,19,10,-1.04,ok,7.45,4.5,16,0,0,2.06,0.32,2.0,20.6,0.543,0.05,4.26,18.0
1,20,1,-0.856,ok,7.58,4.76,16,0,0,2.05,0.55,2.0,21.0,0.54,0.05,4.28,18.0
1,20,2,1.545,ok,2.73,1.56,16,0,0,2.2,0.46,0.0,21.2,0.907,0.05,2.19,18.0
1,20,3,2.489,ok,17.56,3.33,16,0,0,1.26,0.32,1.0,13.5,0.353,0.772,5.35,18.0
1,20,4,1.0e9,reject,0.0,0.0,16,0,0,2.2,0.32,1.3,22.0,0.842,0.05,2.56,18.0
1,20,5,-2.192,ok,5.89,3.97,16,0,0,2.2,0.44,1.3,19.8,0.588,1.0,4.01,18.0
1,20,6,1.273,ok,12.58,8.72,16,0,0,2.2,0.54,0.9,22.0,0.17,0.087,6.39,18.0
1,20,7,-0.948,ok,7.96,3.78,16,0,0,1.92,0.32,0.6,19.5,0.56,0.05,4.17,18.0
1,20,8,-1.436,ok,6.96,3.96,16,0,0,2.01,0.32,0.7,20.7,0.584,0.05,4.03,18.0
1,20,9,-0.963,ok,6.55,4.05,16,0,0,2.2,0.32,0.5,22.0,0.556,0.535,4.19,18.0
1,20,10,-1.466,ok,6.7,3.66,16,0,0,2.06,0.32,0.0,20.2,0.582,0.05,4.04,18.0
1,21,1,-2.442,ok,5.85,3.82,16,0,0,2.14,0.54,0.0,22.0,0.604,0.607,3.92,18.0
1,21,2,-2.075,ok,5.58,3.51,16,0,0,2.13,0.32,0.9,17.6,0.631,1.0,3.77,18.0
1,21,3,1.0e9,reject,0.0,0.0,16,0,0,2.2,0.32,0.0,22.0,0.926,1.0,2.08,18.0
1,21,4,-1.08,ok,6.57,2.6,16,0,0,1.91,0.54,0.9,20.2,0.622,0.243,3.82,18.0
1,21,5,2.119,ok,15.98,5.07,16,0,0,1.45,0.43,1.2,16.5,0.14,1.0,6.56,18.0
1,21,6,-2.712,ok,6.41,3.05,16,0,0,1.98,0.54,1.7,20.8,0.614,0.489,3.86,18.0
1,21,7,-2.513,ok,5.66,3.5,16,0,0,2.2,0.67,0.3,22.0,0.595,0.05,3.97,18.0
1,21,8,-1.638,ok,6.13,4.17,16,0,0,2.2,0.5,0.0,22.0,0.57,0.519,4.11,18.0
1,21,9,-1.928,ok,6.54,3.79,16,0,0,2.03,0.32,0.5,20.5,0.599,0.05,3.95,18.0
1,21,10,-3.016,ok,6.06,3.14,16,0,0,2.04,0.38,0.2,20.5,0.607,0.716,3.9,18.0
1,22,1,-2.864,ok,5.53,3.33,16,0,0,2.14,0.54,1.0,22.0,0.617,1.0,3.84,18.0
1,22,2,-1.316,ok,6.58,4.0,16,0,0,2.17,0.32,0.9,21.6,0.557,0.174,4.19,18.0
1,22,3,-2.173,ok,6.13,3.82,16,0,0,2.18,0.32,1.8,22.0,0.579,1.0,4.06,18.0
1,22,4,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.08,0.67,0.0,20.9,0.618,0.05,0.41,18.0
1,22,5,-3.192,ok,6.28,2.99,16,0,0,2.0,0.58,1.8,20.8,0.611,0.342,3.88,18.0
