island,iteration,fitness
1,1,67.54262405736041
1,2,67.54262405736041
1,3,67.54262405736041
1,4,67.54262405736041
1,5,67.54262405736041
1,6,67.54262405736041
1,7,67.54262405736041
1,8,67.54262405736041
1,9,67.54262405736041
1,10,36.1313958447593
1,11,36.1313958447593
1,12,35.846541859673316
1,13,28.10066258406538
1,14,28.10066258406538
1,15,25.80979132503406
1,16,25.80979132503406
1,17,25.809754449635285
1,18,25.809754449635285
1,19,25.809754449635285
1,20,25.809754449635285
1,21,23.982487489730318
1,22,22.965924870218075
1,23,22.46063690122294
1,24,22.46063690122294
1,25,22.46063690122294
1,26,22.417814300756504
1,27,20.701218945202225
1,28,18.49236259398345
1,29,18.49236259398345
1,30,18.49236259398345
