timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-28T09:17:42.769,2000000,128071992,226.94499018819528,1.8,0.0,213.76403403282166,3.577708763999666,0.3,0.46202148016218275,8
