timestamp,n_scenarios,n_rings,DLF_peak,DLF_p95,DLF_mean,DLF_recommended
2026-04-20T17:22:58.675,6,14,1.3934668415364257,0.9425323761749541,0.2553371358717302,1.5328135256900683
