island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,rotor_mask_proxy,bank_top,bank_bottom,lambda_top,lambda_bottom
1,74.40102703060359,0.06381361621630376,0.010207606705979632,1.034233901983567,0.8451240282056807,2.698271972848908,5.0,2.2973345390891082,15.52623591951979,-0.6420793291933874,0.8678110380933141,0.0,35.0,0.2559487039501646,0.05
