t,omega_hub,omega_gnd,tau_gen,T_max,n_slack,backline_payout,k_mppt_scale
0.019999999999999858,9.518200101736625,9.961057892611459,1091.4494177395275,0.0,75,0.0,1.0
0.03999999999999904,9.546568806381428,9.800799109945453,1056.6122951285834,0.0,75,0.0,1.0
0.05999999999999823,9.570924772774127,9.289179316370635,949.1773760885683,0.0,75,0.0,1.0
0.07999999999999742,9.592957299068408,8.707518757091114,834.0297119560292,0.0,75,0.0,1.0
0.0999999999999966,9.613675698752715,8.186064817937165,737.128229238155,0.0,75,0.0,1.0
0.11999999999999579,9.63338210815879,7.774628930523022,664.893405080581,0.0,75,0.0,1.0
0.14000000000000018,9.65322438305649,7.4846389367589925,616.2180201501366,0.0,75,0.0,1.0
0.1600000000000063,9.673905205734478,7.308655583431075,587.5809108094005,0.0,75,0.0,1.0
0.18000000000001243,9.695205987690061,7.229760926265338,574.9638735604834,0.0,75,0.0,1.0
0.20000000000001855,9.717137911552655,7.227080019894244,574.5375417535005,0.0,75,0.0,1.0
0.22000000000002468,9.73944902780019,7.276685311256227,582.4516403095733,0.0,75,0.0,1.0
0.2400000000000308,9.761344315934664,7.35412289820615,594.9143596211202,0.0,75,0.0,1.0
0.26000000000003,9.782470597369967,7.439746993882424,608.8481886628082,0.0,75,0.0,1.0
0.28000000000002223,9.802658668235797,7.520437784692862,622.1268292077968,0.0,75,0.0,1.0
0.3000000000000145,9.821459605553347,7.589711587587736,633.6409418103991,0.0,75,0.0,1.0
0.3200000000000067,9.838894395645111,7.648204925823246,643.4454244612566,0.0,75,0.0,1.0
0.33999999999999897,9.855191468170833,7.700384773536158,652.2551822655827,0.0,75,0.0,1.0
0.3599999999999912,9.870227007964091,7.751032819727978,660.8636074975028,0.0,75,0.0,1.0
0.37999999999998346,9.884221244600656,7.804644773753317,670.0372804892246,0.0,75,0.0,1.0
0.3999999999999757,9.89759135287414,7.863702261020592,680.215945749784,0.0,75,0.0,1.0
0.41999999999996795,9.91037731861906,7.927761853536279,691.3434880702348,0.0,75,0.0,1.0
0.4399999999999602,9.922799766793789,7.995343606678128,703.180713277337,0.0,75,0.0,1.0
0.45999999999995245,9.935144540256816,8.064405363846387,715.3809725967781,0.0,75,0.0,1.0
0.4799999999999447,9.947254754654853,8.132358742001102,727.4878457946193,0.0,75,0.0,1.0
