island,iteration,fitness
2,1,57.22300549554855
2,2,57.22300549554855
2,3,44.35204616608503
2,4,44.35204616608503
2,5,44.35204616608503
2,6,44.35204616608503
2,7,44.35204616608503
2,8,44.35204616608503
2,9,39.604243523117816
2,10,39.604243523117816
2,11,39.604243523117816
2,12,39.604243523117816
2,13,39.604243523117816
2,14,31.13090308616527
2,15,31.13090308616527
2,16,26.745572974161334
2,17,26.745572974161334
2,18,25.49565568932213
2,19,25.49565568932213
2,20,23.714585268712245
2,21,23.714585268712245
2,22,23.714585268712245
2,23,23.115862870317844
2,24,22.99122866974649
2,25,22.99122866974649
2,26,22.44617477654448
2,27,22.44617477654448
2,28,22.44617477654448
2,29,22.379561951713455
2,30,22.260216168328228
