island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,n_expansion,bank_angle_deg,blade_scale
1,58.5780572826331,0.08082887811296699,0.010000000019376983,1.4331772878310198,0.0007773697099708882,5.396543945697816,0.31042139769120536,3.0,8.739148057816903,0.7300240431548012,18.611967451717085,5.719039054945564,0.407818027500413
2,59.16196637442283,0.0786204541243607,0.01000000130625153,1.4491351794884144,2.4164905178895822e-6,6.040087878875284,0.3,2.636990326084468,9.354557818213433,0.7541177994594768,17.19983740850006,5.902064741459792,0.36211552211963494
3,58.078084841357125,0.09668662504639909,0.010008672360115692,1.0029457894659795,0.3220478283150181,5.396543945697816,0.3111748211000425,2.9987282827721806,10.183033759325756,0.3965495504348137,9.9316187162847,7.885380282769916,0.29051637141871
4,56.34862133206698,0.079021499478182,0.01,1.3660490713359612,0.001135442206438961,6.59995315191755,0.3,2.9125441836641097,9.233862017075657,0.7482238353462668,20.0,11.655185081436226,0.39193855797611243
5,65.96795098329099,0.07793502549281493,0.01,1.000002472246844,0.9999989602496807,5.792499388735412,4.223927510226849,2.9999996711531383,11.803993342993754,-0.05580242778511357,2.2973136773736624,35.0,0.32581390932171894
6,57.30951168919042,0.08208929179533403,0.01,1.0000001292976337,0.7712123122764022,5.396543959327981,1.4140069614605018,2.999999666215623,10.895168464955745,-0.028222355062747985,4.845526583397617,15.82582461774795,0.2671006412983667
7,57.309521258327344,0.0820884743960666,0.01,1.000000295830702,0.7711930732595823,5.3965439884015645,1.4140117979559597,2.9999984527116337,10.79899586645773,-0.028237583816801477,5.145688311485176,15.821758218517465,0.2670968915583095
8,57.2945770706628,0.08005475905034466,0.010002698868978272,1.0182239409271603,0.7165827722349745,5.396699955620969,2.0170879125498398,2.999893603628927,10.079158136258973,-0.08944090962530572,3.942272814143288,13.717030593271815,0.26902650423284846
9,72.13415571986485,0.08125362251222767,0.010000000048252855,1.0000055262106782,0.9999991417859826,5.554068475131544,4.424658464012293,2.9999996908062907,11.752178512900773,-0.0404056596662285,1.1259861162900697,35.0,0.5175378574525532
10,1.0000040315619017e6,0.010603207008669806,0.01,0.15,1.0,5.396543945697816,0.31042136896316486,3.0,3.259831429619109,0.8,8.494302680921436,5.0,1.2297198105005358
11,101.72487447523298,0.08704017903732576,0.01,1.0000001744972733,0.48840244717894815,5.396544038913869,4.890126355387586,2.5887670759993036,11.764736609367299,0.00020360248639928749,0.0,31.55267296250901,1.4291984869704624
12,64.26134977244307,0.1041608994940401,0.01,1.3279154033985623,0.0,5.396545317567432,0.3108071514247071,3.0,4.670524954373718,0.799986268574882,13.691565801867956,16.85348647142487,0.45420351539248116
