timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-25T12:14:00.786,2000000,128071992,79.51342288746574,1.8,0.0,223.36419701576233,3.577708763999664,0.30000000000000077,1.8889548702367627,8
