island,iteration,fitness
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,-0.5112703968577654
1,6,-0.5112703968577654
1,7,-0.5112703968577654
1,8,-0.5112703968577654
1,9,-0.5112703968577654
1,10,-0.5112703968577654
1,11,-0.5112703968577654
1,12,-5.763465195305765
1,13,-5.763465195305765
1,14,-5.763465195305765
1,15,-5.855576667174129
1,16,-6.281985216735156
1,17,-6.281985216735156
1,18,-6.390577718325369
1,19,-6.512499910056135
1,20,-6.561659046932927
1,21,-6.882709060909673
1,22,-6.882709060909673
1,23,-6.882709060909673
1,24,-6.882709060909673
1,25,-6.882709060909673
1,26,-6.882709060909673
1,27,-6.882709060909673
1,28,-6.882709060909673
1,29,-6.882709060909673
1,30,-6.882709060909673
