island,iteration,fitness
3,1,53.75021749688756
3,2,53.75021749688756
3,3,53.75021749688756
3,4,53.75021749688756
3,5,53.75021749688756
3,6,40.434461289564545
3,7,25.38116688422053
3,8,25.094761896527665
3,9,25.094761896527665
3,10,25.094761896527665
3,11,24.980376465792784
3,12,24.980376465792784
3,13,24.980376465792784
3,14,24.980376465792784
3,15,24.980376465792784
3,16,24.016665073065347
3,17,24.016665073065347
3,18,24.016665073065347
3,19,24.016665073065347
3,20,23.460521791670455
3,21,22.837240564485533
3,22,22.837240564485533
3,23,22.837240564485533
3,24,22.328590354272897
3,25,22.328590354272897
3,26,22.328590354272897
3,27,22.328590354272897
3,28,22.328590354272897
3,29,22.32022351881518
3,30,22.32022351881518
