# v13_5kw_masslift telemetry  length=18.8  window=40.0  min_clearance=1.5  lift=mass-aware-const-tension  margin=1.5  era=post-4ce9fd0_daisy-anchored-5kw  git=1c9f9cbf4eac8f6d7909ab4d6cb5ee62417cb979
island,gen,idx,fitness,status,P_mean,P_end,T_lift,FoS,twist_crossed,clearance,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,blade_scale_top,blade_scale_bottom,tether,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
3,2,3,1.0e9,reject,0.0,0.0,0.0,Inf,false,4.18,3,22,2,3.389,0.288,6.4,22.0,0.977,0.834,18.8,3.389396,0.287554,1.368112,3.0,0.526065,2.083828,6.397187,22.0,0.976638,0.834028
3,2,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,5.66,3,19,2,2.43,0.439,15.9,21.3,0.927,0.597,18.8,2.429728,0.438551,1.611673,3.0,-0.8,1.522736,15.927332,21.282873,0.926784,0.596536
3,2,5,1.0e9,reject,3.22,3.04,761.22,1.92,false,2.69,3,12,2,4.206,0.288,7.3,0.5,1.0,0.753,18.8,4.206207,0.287554,1.560417,3.0,-0.421607,1.507942,7.338248,0.465049,1.0,0.753308
3,2,6,1.0e9,reject,3.0,3.02,1069.98,4.1,false,3.35,7,10,2,4.137,0.863,19.9,0.0,0.875,0.599,18.8,4.13717,0.862663,1.319485,7.0,-0.8,1.848261,19.889626,0.0,0.875305,0.599141
3,2,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.49,3,25,1,3.08,0.288,7.3,21.6,1.0,0.703,18.8,3.079987,0.287554,1.778081,3.0,-0.53865,1.287682,7.258283,21.604075,1.0,0.703017
3,2,8,72.226,ok,6.76,6.78,654.94,3.87,false,6.21,4,23,1,3.254,0.532,15.7,8.1,1.0,0.972,18.8,3.254422,0.531863,1.252078,4.0,-0.597756,1.451432,15.670954,8.090762,1.0,0.971716
3,2,9,1.0e9,reject,6.26,6.25,914.95,1.87,false,5.49,3,28,1,4.2,0.433,10.6,2.1,1.0,0.926,18.8,4.199959,0.432826,1.0,3.0,-0.185513,1.319092,10.634204,2.135948,1.0,0.925708
3,2,10,1.0e9,reject,2.24,2.26,1526.18,1.33,false,3.22,8,12,2,4.32,0.863,11.2,0.0,0.918,0.82,18.8,4.32,0.862663,1.108054,8.0,0.486549,1.806337,11.16794,0.0,0.918354,0.819735
3,3,1,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.36,6,19,2,2.141,0.575,10.7,22.0,0.77,0.509,18.8,2.140706,0.575109,1.421859,6.0,0.0,2.068817,10.68272,22.0,0.770329,0.509475
3,3,2,1.0e9,reject,4.95,4.98,1140.8,2.65,false,4.54,9,18,2,2.936,0.367,5.1,22.0,0.818,0.635,18.8,2.936117,0.367271,1.605452,9.0,0.408337,2.397551,5.080615,22.0,0.818067,0.635079
3,3,3,1.0e9,reject,3.72,3.76,1977.61,5.86,false,3.96,9,12,2,3.389,0.755,6.4,9.1,0.977,0.834,18.8,3.389396,0.75518,1.368112,9.0,-0.142996,2.4661,6.397187,9.083076,0.976638,0.834028
3,3,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,4.77,6,21,3,2.43,0.442,0.0,21.3,0.604,0.597,18.8,2.429728,0.442172,1.214741,6.0,-0.8,3.0,0.0,21.282873,0.60393,0.596536
3,3,5,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,1.31,3,7,3,3.467,0.566,7.6,17.1,0.743,0.411,18.8,3.467458,0.566385,1.646026,3.0,0.286603,2.636409,7.61991,17.130023,0.743011,0.410819
3,3,6,1.0e9,reject,4.66,4.69,824.09,10.22,false,4.06,6,10,2,3.042,0.713,13.3,5.3,0.875,0.809,18.8,3.041634,0.713242,1.777506,6.0,-0.8,1.940199,13.29619,5.337187,0.875305,0.808967
3,3,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,3.63,9,12,3,2.044,0.442,0.0,3.3,0.75,0.833,18.8,2.044096,0.441737,2.026425,9.0,-0.661055,2.840008,0.0,3.262012,0.750274,0.833377
3,3,8,1.0e9,reject,3.52,3.51,629.39,2.29,false,3.02,4,9,2,4.32,0.729,13.9,8.1,0.866,0.478,18.8,4.32,0.728731,1.424744,4.0,0.561295,1.962499,13.925029,8.090762,0.866288,0.478418
3,3,9,1.0e9,reject,0.0,0.0,0.0,Inf,false,5.14,3,17,2,2.442,0.437,17.0,19.8,0.973,0.965,18.8,2.441838,0.436884,1.67761,3.0,-0.8,1.536521,17.023761,19.774756,0.972636,0.964872
3,3,10,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,1.36,4,8,3,4.32,0.362,0.0,22.0,0.532,0.379,18.8,4.32,0.36208,1.143035,4.0,0.486549,3.0,0.0,22.0,0.53178,0.379393
3,4,1,1.0e9,reject,3.51,3.56,508.71,0.21,false,1.64,5,7,3,3.673,0.591,3.5,19.3,0.7,0.426,18.8,3.673411,0.591223,1.403573,5.0,0.675696,2.94786,3.53416,19.348425,0.7,0.425661
3,4,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,3.31,3,14,3,2.936,0.32,5.1,22.0,0.818,0.14,18.8,2.936117,0.320275,1.505111,3.0,0.680746,2.970671,5.080615,22.0,0.818067,0.14
3,4,3,1.0e9,reject,1.92,1.93,718.33,3.05,false,2.28,7,8,2,4.32,0.715,10.8,9.1,0.562,0.849,18.8,4.32,0.714551,1.495849,7.0,-0.421552,1.905207,10.787093,9.083076,0.561547,0.848655
3,4,4,1.0e9,reject,4.28,4.47,695.48,9.94,false,2.07,5,8,3,2.98,0.656,4.7,0.0,0.853,0.848,18.8,2.980165,0.655967,1.682795,5.0,-0.681976,2.59172,4.726625,0.0,0.853103,0.847707
3,4,5,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,1.1,4,7,3,3.467,0.53,7.6,0.0,0.924,0.699,18.8,3.467458,0.530017,1.643892,4.0,-0.200447,3.0,7.61991,0.0,0.924409,0.69927
3,4,6,1.0e9,reject,1.92,1.9,782.52,3.03,false,2.18,6,8,2,4.32,0.71,6.2,5.3,0.624,0.959,18.8,4.32,0.709691,1.513836,6.0,-0.68478,2.231707,6.151363,5.337187,0.62422,0.959256
3,4,7,1.0e9,reject,2.45,2.41,584.91,1.0,false,2.89,7,11,2,4.296,0.527,6.3,4.5,0.605,0.573,18.8,4.295989,0.526703,1.416979,7.0,0.058047,2.438275,6.344325,4.472466,0.605122,0.573481
3,4,8,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,1.44,5,8,3,4.32,0.365,2.4,22.0,0.5,0.323,18.8,4.32,0.364546,1.133906,5.0,0.62014,2.834297,2.352693,22.0,0.499972,0.323262
3,4,9,1.0e9,reject,4.01,3.96,615.28,5.17,false,2.07,3,10,3,3.402,0.408,0.0,0.0,0.919,0.709,18.8,3.401808,0.408271,1.417896,3.0,-0.214206,3.0,0.0,0.0,0.918524,0.708695
3,4,10,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.73,4,6,3,4.265,0.607,0.0,2.9,0.619,0.379,18.8,4.264781,0.607288,1.323747,4.0,0.486549,2.916931,0.0,2.863115,0.61927,0.379393
3,5,1,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.12,6,6,3,4.32,0.575,0.6,0.0,0.51,0.842,18.8,4.32,0.575109,1.328679,6.0,-0.285348,3.0,0.605267,0.0,0.509693,0.842498
3,5,2,1.0e9,reject,6.12,6.15,705.19,1.12,false,5.63,3,26,1,4.1,0.32,5.1,8.1,1.0,0.971,18.8,4.100261,0.320275,1.366095,3.0,-0.756588,1.451432,5.080615,8.090762,1.0,0.971138
3,5,3,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-1.21,7,4,3,4.3,0.688,10.8,0.0,0.773,1.0,18.8,4.299994,0.688218,1.585052,7.0,-0.8,2.776865,10.787093,0.0,0.77299,1.0
3,5,4,1.0e9,reject,4.14,4.09,745.31,8.96,false,1.77,6,7,3,2.98,0.7,4.7,0.0,0.79,0.848,18.8,2.980165,0.699907,1.767795,6.0,-0.337295,2.558181,4.726625,0.0,0.790188,0.847707
3,5,5,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-2.03,8,4,3,4.32,0.817,2.8,0.0,0.468,0.979,18.8,4.32,0.817261,1.742917,8.0,-0.8,3.0,2.791341,0.0,0.468041,0.978715
3,5,6,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-1.85,6,4,3,4.32,0.718,2.7,0.0,0.819,1.0,18.8,4.32,0.717625,1.718811,6.0,-0.8,3.0,2.667417,0.0,0.819426,1.0
3,5,7,1.0e9,reject,4.75,5.0,592.37,2.58,false,2.31,9,7,3,2.539,0.841,4.0,0.0,0.542,0.72,18.8,2.539061,0.841083,2.026425,9.0,-0.030225,3.0,3.97303,0.0,0.541949,0.720094
3,5,8,68.441,ok,6.7,6.75,720.13,7.91,false,6.15,8,17,1,3.39,0.779,15.7,3.3,0.804,0.878,18.8,3.390189,0.7788,1.252078,8.0,-0.698055,1.451432,15.670954,3.281476,0.804265,0.877748
3,5,9,1.0e9,reject,3.71,3.6,661.53,3.87,false,2.01,8,7,3,3.022,0.863,0.0,0.0,0.59,0.793,18.8,3.022286,0.862663,1.64887,8.0,-0.222539,3.0,0.0,0.0,0.590453,0.793055
3,5,10,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-2.15,4,4,3,4.265,0.607,0.0,2.9,0.619,0.848,18.8,4.264781,0.607288,1.863827,4.0,-0.337295,2.718381,0.0,2.863115,0.61927,0.847707
3,6,1,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.35,6,5,3,3.096,0.863,0.0,4.5,0.898,0.833,18.8,3.095654,0.862663,2.1,6.0,-0.661055,3.0,0.0,4.472466,0.898416,0.833377
3,6,2,1.0e9,reject_twist,0.0,0.0,0.0,Inf,true,3.33,3,13,2,3.476,0.32,5.1,3.0,1.0,0.889,18.8,3.476399,0.320275,1.789364,3.0,-0.707715,1.682966,5.080615,2.970536,1.0,0.889332
3,6,3,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-1.03,9,4,3,3.963,0.863,2.5,0.0,0.317,1.0,18.8,3.962974,0.862663,1.727399,9.0,-0.8,3.0,2.536656,0.0,0.317087,1.0
3,6,4,1.0e9,reject,4.08,4.05,765.66,1.99,false,3.63,8,7,2,2.98,0.863,14.9,0.0,0.629,0.848,18.8,2.980165,0.862663,2.070174,8.0,-0.337295,1.923532,14.928595,0.0,0.629288,0.847707
3,6,5,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-0.74,3,5,3,4.32,0.462,2.8,17.4,0.697,0.694,18.8,4.32,0.461728,1.553364,3.0,-0.225446,2.756988,2.791341,17.435317,0.697095,0.693988
3,6,6,1.0e9,reject,4.02,3.88,558.59,5.84,false,2.52,3,7,2,3.732,0.594,11.2,5.6,0.948,0.747,18.8,3.73163,0.594258,2.04438,3.0,-0.2534,1.723927,11.160005,5.563603,0.948321,0.7471
3,6,7,1.0e9,reject,3.48,3.5,771.6,7.93,false,3.67,8,9,2,3.08,0.855,21.0,1.6,0.516,0.939,18.8,3.079987,0.854784,1.836571,8.0,-0.749272,2.398699,21.019517,1.632862,0.516049,0.939167
3,6,8,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-0.74,3,5,3,4.32,0.288,15.7,18.2,0.76,0.631,18.8,4.32,0.287554,1.566538,3.0,0.073684,3.0,15.670954,18.235971,0.760398,0.63068
3,6,9,40.434,ok,5.81,5.82,460.0,7.04,false,5.59,5,11,1,4.32,0.81,16.0,6.3,0.743,0.949,18.8,4.32,0.809846,1.64887,5.0,-0.185513,1.464089,16.00781,6.269206,0.742683,0.949283
3,6,10,47.737,ok,6.23,6.24,515.62,9.07,false,5.72,4,11,1,4.128,0.607,0.0,5.6,0.9,0.848,18.8,4.127553,0.607288,2.1,4.0,-0.48358,1.0,0.0,5.563603,0.900065,0.8479
3,7,1,48.451,ok,6.35,6.36,493.22,7.74,false,5.88,3,11,1,3.899,0.653,3.9,6.4,0.943,0.7,18.8,3.899151,0.653147,2.1,3.0,-0.456337,1.0,3.938169,6.440533,0.942614,0.7
3,7,2,1.0e9,reject,2.6,2.8,693.6,0.51,false,2.65,8,7,2,3.476,0.751,0.0,0.1,0.459,0.889,18.8,3.476399,0.751174,2.048371,8.0,-0.8,1.682966,0.0,0.121897,0.459335,0.889332
3,7,3,78.736,ok,6.91,6.98,814.38,8.49,false,6.67,9,14,1,2.547,0.863,19.1,2.1,0.885,1.0,18.8,2.547456,0.862663,1.50867,9.0,-0.8,1.375945,19.076991,2.060383,0.88539,1.0
3,7,4,25.381,ok,5.38,5.4,280.97,14.86,false,6.36,6,9,1,3.724,0.863,0.0,2.7,0.607,0.798,18.8,3.723761,0.862663,2.1,6.0,-0.8,1.0,0.0,2.701116,0.606593,0.797739
3,7,5,60.22,ok,6.49,6.49,660.35,8.75,false,5.55,4,14,1,4.075,0.624,9.5,17.4,1.0,0.841,18.8,4.075079,0.624104,1.615306,4.0,-0.421528,1.0,9.538702,17.435317,1.0,0.840849
3,7,6,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.45,6,10,1,3.732,0.85,0.0,0.0,0.531,0.747,18.8,3.73163,0.849926,2.04438,6.0,-0.2534,1.0,0.0,0.0,0.530895,0.7471
3,7,7,59.85,ok,6.84,6.86,555.3,8.46,false,6.41,4,13,1,3.08,0.841,9.5,19.4,1.0,0.877,18.8,3.079987,0.841083,1.655244,4.0,-0.8,1.353016,9.538702,19.37482,1.0,0.877209
3,7,8,27.391,ok,5.35,5.37,324.4,16.05,false,6.55,5,17,1,3.494,0.761,0.0,3.3,0.644,0.606,18.8,3.493576,0.761289,1.252078,5.0,-0.406592,1.451432,0.0,3.281476,0.643986,0.606092
3,7,9,1.0e9,reject,1.74,1.55,416.46,0.18,false,2.65,7,8,2,4.32,0.831,0.0,0.0,0.349,0.633,18.8,4.32,0.830538,1.488086,7.0,-0.612849,1.82363,0.0,0.0,0.349338,0.632514
3,7,10,76.936,ok,6.26,6.26,711.34,2.6,false,5.58,4,17,1,4.128,0.863,19.1,4.4,0.9,0.848,18.8,4.127553,0.862663,1.0,4.0,-0.509866,1.0,19.076991,4.390539,0.900065,0.8479
3,8,1,29.196,ok,5.41,5.46,320.75,9.2,false,7.02,3,11,1,2.7,0.863,3.9,15.3,0.863,0.747,18.8,2.699877,0.862663,1.910759,3.0,-0.8,1.053196,3.938169,15.324661,0.863176,0.746591
3,8,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.36,8,15,2,1.76,0.751,15.0,0.1,0.459,0.954,18.8,1.760056,0.751174,1.512718,8.0,-0.8,1.682966,14.969147,0.121897,0.459335,0.954234
3,8,3,31.841,ok,5.8,5.8,352.19,16.09,false,5.66,5,11,1,4.32,0.629,4.4,6.9,0.745,0.77,18.8,4.32,0.62891,1.826802,5.0,-0.12445,1.0,4.354411,6.905088,0.745041,0.770134
3,8,4,25.095,ok,4.99,5.01,290.73,17.43,false,5.95,3,9,1,4.32,0.771,0.0,2.7,0.607,0.798,18.8,4.32,0.771269,2.1,3.0,-0.29502,1.0,0.0,2.701116,0.606593,0.797739
3,8,5,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.64,8,18,1,2.477,0.591,8.4,0.0,0.391,0.934,18.8,2.477078,0.59115,1.615306,8.0,-0.583422,1.441339,8.440238,0.0,0.390933,0.934172
3,8,6,46.03,ok,6.35,6.36,456.76,7.91,false,6.05,3,11,1,3.707,0.707,7.4,16.2,0.914,0.879,18.8,3.70689,0.707219,2.1,3.0,-0.428347,1.0,7.396534,16.208106,0.914359,0.878665
3,8,7,56.91,ok,6.17,6.19,632.05,5.41,false,5.44,5,16,1,4.32,0.572,7.5,19.4,0.887,0.769,18.8,4.32,0.572051,1.433708,5.0,-0.219524,1.0,7.51656,19.37482,0.887452,0.768707
3,8,8,48.209,ok,5.9,5.95,504.04,10.78,false,5.95,6,13,2,1.916,0.816,18.7,12.1,0.581,0.959,18.8,1.916183,0.81605,1.655797,6.0,-0.667678,1.516576,18.71877,12.092155,0.581003,0.959093
3,8,9,47.922,ok,6.13,6.16,536.81,8.76,false,6.26,6,15,1,3.623,0.764,0.0,0.0,0.743,0.569,18.8,3.622627,0.763821,1.363516,6.0,-0.250059,1.451432,0.0,0.0,0.742683,0.568832
3,8,10,45.083,ok,6.32,6.34,448.15,8.13,false,6.1,3,11,1,3.647,0.719,9.5,15.2,0.9,0.918,18.8,3.646626,0.718562,2.1,3.0,-0.567458,1.0,9.454826,15.222358,0.900065,0.91769
3,9,1,40.028,ok,5.71,5.71,470.5,7.52,false,5.7,3,9,1,4.32,0.863,5.4,14.2,0.781,0.747,18.8,4.32,0.862663,2.1,3.0,-0.161199,1.053196,5.377043,14.213644,0.780759,0.746591
3,9,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.91,4,15,1,1.76,0.859,15.0,6.8,0.706,0.999,18.8,1.760056,0.858585,1.512718,4.0,-0.389536,1.349857,14.969147,6.804704,0.706085,0.999434
3,9,3,46.168,ok,5.63,5.64,405.51,3.16,false,5.76,3,11,1,4.32,0.629,0.0,9.9,0.765,0.706,18.8,4.32,0.62891,1.826802,3.0,-0.324531,1.0,0.0,9.851263,0.764961,0.705909
3,9,4,26.393,ok,5.0,5.02,319.84,17.53,false,5.9,3,9,1,4.32,0.859,8.0,22.0,0.607,0.802,18.8,4.32,0.858904,2.1,3.0,-0.8,1.053196,7.993586,22.0,0.606593,0.801907
3,9,5,44.028,ok,6.05,6.06,497.49,9.21,false,5.75,4,10,1,4.075,0.863,15.7,11.5,0.816,0.935,18.8,4.075079,0.862663,1.700916,4.0,-0.604297,1.497066,15.749776,11.488626,0.815917,0.934688
3,9,6,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.5,4,11,1,3.707,0.738,7.6,0.0,0.531,0.925,18.8,3.70689,0.738147,1.935766,4.0,0.090332,1.257676,7.569024,0.0,0.531031,0.924849
3,9,7,42.647,ok,5.98,5.98,483.33,9.04,false,5.58,5,9,1,4.32,0.733,5.3,11.9,0.799,0.992,18.8,4.32,0.732736,2.1,5.0,-0.310524,1.0,5.271145,11.913287,0.799275,0.991988
3,9,8,43.793,ok,5.73,5.75,536.32,9.18,false,6.14,5,16,1,3.877,0.761,1.5,5.8,0.69,0.716,18.8,3.877334,0.761289,1.252078,5.0,-0.380089,1.0,1.534534,5.801982,0.689684,0.715919
3,9,9,1.0e9,reject,2.75,2.77,716.36,17.14,false,4.15,6,15,2,3.752,0.81,16.0,1.0,0.593,0.949,18.8,3.751537,0.809846,1.011799,6.0,-0.428772,1.750704,16.00781,1.033486,0.593323,0.949283
3,9,10,1.0e9,reject,6.44,6.44,497.36,2.46,false,5.6,3,10,1,4.029,0.763,16.1,20.7,1.0,1.0,18.8,4.028646,0.763311,2.1,3.0,-0.537741,1.02525,16.111158,20.749264,1.0,1.0
3,10,1,31.611,ok,5.93,5.95,326.96,15.0,false,6.18,5,12,1,3.784,0.701,0.0,10.0,0.735,0.769,18.8,3.784232,0.701257,1.842761,5.0,-0.453848,1.0,0.0,9.976352,0.73529,0.769499
3,10,2,52.582,ok,6.34,6.31,563.07,6.77,false,5.52,3,10,1,4.165,0.691,10.3,21.0,1.0,1.0,18.8,4.165183,0.691385,2.1,3.0,-0.389536,1.0,10.319643,20.99487,1.0,1.0
3,10,3,43.068,ok,6.18,6.2,453.87,9.23,false,6.14,4,11,1,3.662,0.793,10.1,11.4,0.822,0.846,18.8,3.661618,0.793275,1.899485,4.0,-0.536251,1.249744,10.124835,11.431814,0.821869,0.84585
3,10,4,38.816,ok,5.93,5.95,429.55,9.33,false,6.09,4,11,1,3.796,0.776,10.7,7.7,0.766,0.849,18.8,3.796333,0.775658,1.839367,4.0,-0.29502,1.26812,10.68278,7.700591,0.765699,0.849364
3,10,5,36.37,ok,5.73,5.75,415.25,9.06,false,5.95,3,9,1,4.075,0.81,3.7,11.5,0.763,0.939,18.8,4.075079,0.809558,2.1,3.0,-0.45748,1.0,3.655833,11.488626,0.762846,0.938614
3,10,6,38.563,ok,5.71,5.71,451.75,8.78,false,5.68,3,9,1,4.32,0.742,7.4,16.2,0.783,1.0,18.8,4.32,0.741861,2.1,3.0,-0.405742,1.0,7.396534,16.208106,0.782849,1.0
3,10,7,40.058,ok,5.87,5.88,414.06,5.33,false,5.54,4,9,1,4.32,0.768,22.0,16.9,0.799,1.0,18.8,4.32,0.767977,2.1,4.0,-0.175298,1.0,22.0,16.878767,0.799275,1.0
3,10,8,45.348,ok,6.57,6.6,391.44,8.02,false,6.67,3,10,1,2.952,0.863,0.0,3.3,1.0,0.982,18.8,2.951771,0.862663,2.1,3.0,-0.406592,1.039841,0.0,3.281476,1.0,0.982367
3,10,9,31.704,ok,5.81,5.82,353.63,16.46,false,5.7,5,9,1,4.32,0.81,0.3,0.0,0.743,0.816,18.8,4.32,0.809846,2.036475,5.0,0.21612,1.0,0.31494,0.0,0.742683,0.815552
3,10,10,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.59,3,10,1,3.647,0.744,0.0,0.0,0.559,0.852,18.8,3.646626,0.744245,2.1,3.0,0.578587,1.0,0.0,0.0,0.558512,0.852265
3,11,1,1.0e9,reject,6.29,6.3,510.83,0.85,false,5.41,3,10,1,4.256,0.666,15.9,22.0,1.0,1.0,18.8,4.255547,0.666158,2.1,3.0,-0.8,1.0,15.901946,22.0,1.0,1.0
3,11,2,24.98,ok,5.04,5.06,282.75,16.18,false,6.05,3,9,1,4.172,0.771,2.0,9.6,0.619,0.872,18.8,4.17202,0.771095,2.1,3.0,-0.702004,1.0,2.018541,9.642453,0.618776,0.872091
3,11,3,39.872,ok,5.85,5.86,453.23,8.43,false,5.69,3,9,1,4.191,0.768,22.0,6.9,0.81,1.0,18.8,4.191157,0.767825,2.1,3.0,-0.52965,1.0,22.0,6.905088,0.809882,1.0
