island,iteration,fitness
1,1,5.154607884146263
1,2,0.7950069759258802
1,3,0.756245972735065
1,4,0.756245972735065
1,5,0.756245972735065
1,6,-0.3430293168201015
1,7,-0.3430293168201015
1,8,-0.3430293168201015
1,9,-0.4479689550802268
1,10,-0.9504211509726614
1,11,-1.6222879145898816
1,12,-1.6222879145898816
1,13,-2.1398985168222384
1,14,-2.1398985168222384
1,15,-2.1398985168222384
1,16,-2.1398985168222384
1,17,-2.1398985168222384
1,18,-3.018289661196655
1,19,-3.018289661196655
1,20,-3.0858170570697014
1,21,-3.0858170570697014
1,22,-3.0858170570697014
1,23,-3.1090966080338314
1,24,-3.165742729770106
1,25,-3.165742729770106
1,26,-3.165742729770106
1,27,-3.165742729770106
1,28,-3.165742729770106
1,29,-3.507379236207964
1,30,-3.507379236207964
2,1,1.0e9
2,2,4.189194380103286
2,3,3.029848767070435
2,4,3.029848767070435
2,5,3.029848767070435
2,6,2.120487235241016
2,7,1.9712095269146621
2,8,1.9712095269146621
2,9,1.9712095269146621
2,10,1.9712095269146621
2,11,0.006002296061905721
2,12,0.006002296061905721
2,13,-1.449815985639363
2,14,-1.449815985639363
2,15,-1.449815985639363
2,16,-2.0793703301920448
2,17,-2.0793703301920448
2,18,-2.0793703301920448
2,19,-2.0793703301920448
2,20,-2.0793703301920448
2,21,-2.0793703301920448
2,22,-2.0793703301920448
2,23,-2.0793703301920448
2,24,-2.0793703301920448
2,25,-2.0793703301920448
2,26,-2.0793703301920448
2,27,-2.0793703301920448
2,28,-2.0793703301920448
2,29,-2.0793703301920448
2,30,-2.0793703301920448
3,1,4.02916214534215
3,2,4.02916214534215
3,3,-0.44208872657017606
3,4,-1.3644729250867251
3,5,-1.3644729250867251
3,6,-1.3644729250867251
3,7,-1.3644729250867251
3,8,-1.5688749690489314
3,9,-1.5688749690489314
3,10,-1.5688749690489314
3,11,-1.5688749690489314
3,12,-2.534590730953297
3,13,-2.534590730953297
3,14,-2.534590730953297
3,15,-2.534590730953297
3,16,-2.534590730953297
3,17,-2.534590730953297
3,18,-3.0535714118502444
3,19,-3.0535714118502444
3,20,-3.3145017012515177
3,21,-3.3145017012515177
3,22,-3.3145017012515177
3,23,-3.3145017012515177
3,24,-3.3145017012515177
3,25,-3.3145017012515177
3,26,-4.384531956059062
3,27,-4.384531956059062
3,28,-4.384531956059062
3,29,-4.384531956059062
3,30,-4.384531956059062
