# v12_5kw_v3 telemetry  length=25.0  min_clearance=1.5
island,gen,idx,fitness,status,P_kW,FoS,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,lam_top,lam_bot,clearance,tether
1,22,4,1.0e9,reject,0.0,0.0,10,0,0,1.63,0.37,12.3,11.1,1.0,0.32,5.31,25.0
1,22,5,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.32,22.0,22.0,0.446,0.05,0.42,25.0
1,22,6,1.0e9,clearance_reject,0.0,0.0,8,0,0,1.84,0.95,13.4,22.0,1.0,1.0,-3.71,25.0
1,22,7,0.405,ok,15.3,3.46,16,0,0,2.2,0.36,22.0,22.0,0.249,0.441,8.51,25.0
1,22,8,1.0e9,clearance_reject,0.0,0.0,11,0,0,1.66,0.35,16.2,22.0,0.899,0.24,-0.26,25.0
1,22,9,-1.059,ok,6.01,5.89,15,0,0,1.92,0.84,19.8,7.2,0.657,1.0,6.42,25.0
1,22,10,2.912,ok,5.11,3.32,16,0,0,2.02,0.69,22.0,22.0,0.717,0.338,6.02,25.0
1,23,1,7.649,ok,4.51,4.21,16,0,0,1.59,0.54,22.0,22.0,0.751,0.381,5.84,25.0
1,23,2,-3.109,ok,7.86,2.82,14,0,0,2.2,0.32,19.5,22.0,0.662,0.05,6.48,25.0
1,23,3,1.239,ok,3.62,3.71,9,0,0,2.06,0.4,13.5,21.8,1.0,0.591,5.46,25.0
1,23,4,1.0e9,reject,0.0,0.0,16,0,0,2.2,0.32,22.0,22.0,0.748,0.05,5.86,25.0
1,23,5,2.984,ok,9.76,6.78,15,0,0,2.2,0.32,22.0,22.0,0.439,0.05,7.56,25.0
1,23,6,0.579,ok,12.16,10.89,16,0,0,1.71,0.79,22.0,0.0,0.609,0.74,6.6,25.0
1,23,7,1.0e9,reject,0.0,0.0,13,0,0,1.66,0.51,15.4,6.9,0.813,0.589,5.81,25.0
1,23,8,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.4,22.0,22.0,0.484,0.168,0.0,25.0
1,23,9,-1.218,ok,9.24,10.28,14,0,0,2.2,0.95,21.1,15.1,0.554,0.655,7.02,25.0
1,23,10,0.32,ok,10.71,7.82,12,0,0,2.01,0.67,17.4,17.9,0.584,0.222,7.03,25.0
1,24,1,-0.593,ok,13.15,4.37,16,0,0,2.2,0.85,22.0,15.4,0.419,0.306,7.61,25.0
1,24,2,4.283,ok,6.43,3.23,12,0,0,1.66,0.32,14.1,6.9,0.823,0.609,5.87,25.0
1,24,3,-1.285,ok,9.09,6.97,16,0,0,2.2,0.32,22.0,22.0,0.545,0.168,6.94,25.0
1,24,4,-0.996,ok,6.22,5.89,11,0,0,2.03,0.95,20.6,22.0,0.714,0.168,6.5,25.0
1,24,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,19.8,22.0,0.303,0.05,0.41,25.0
1,24,6,-3.166,ok,8.49,4.11,16,0,0,2.2,0.32,20.7,22.0,0.617,0.05,6.55,25.0
1,24,7,0.487,ok,15.38,3.77,16,0,0,2.2,0.95,22.0,21.2,0.204,0.496,8.75,25.0
1,24,8,-1.407,ok,8.71,12.48,15,0,0,2.2,0.58,14.1,22.0,0.522,0.525,7.12,25.0
1,24,9,-1.585,ok,8.97,6.84,16,0,0,2.2,0.72,22.0,17.0,0.554,0.242,6.89,25.0
1,24,10,3.539,ok,4.24,2.12,15,0,0,2.2,0.32,22.0,22.0,0.712,0.05,6.13,25.0
1,25,1,3.81,ok,3.37,1.59,16,0,0,2.2,0.49,16.7,22.0,0.763,0.49,5.78,25.0
1,25,2,-1.575,ok,11.57,7.02,16,0,0,2.2,0.32,19.0,22.0,0.467,0.05,7.35,25.0
1,25,3,5.269,ok,5.07,1.59,16,0,0,2.2,0.32,20.5,22.0,0.636,0.168,6.45,25.0
1,25,4,-1.306,ok,5.81,4.8,15,0,0,1.92,0.89,19.1,7.2,0.671,0.435,6.35,25.0
1,25,5,-1.833,ok,8.76,8.17,15,0,0,2.2,0.89,22.0,17.0,0.58,0.499,6.82,25.0
1,25,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.95,22.0,11.9,0.617,0.05,0.41,25.0
1,25,7,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.76,20.7,18.1,0.614,0.4,-1.33,25.0
1,25,8,4.268,ok,5.19,3.8,15,0,0,2.2,0.34,20.7,22.0,0.718,0.171,6.1,25.0
1,25,9,-0.695,ok,10.09,10.59,15,0,0,1.99,0.72,20.7,10.6,0.587,0.465,6.78,25.0
1,25,10,-0.881,ok,9.57,7.44,15,0,0,2.2,0.73,19.5,22.0,0.505,0.544,7.21,25.0
1,26,1,1.405,ok,11.35,10.76,16,0,0,2.2,0.58,22.0,22.0,0.418,0.515,7.62,25.0
1,26,2,-2.308,ok,8.88,8.02,14,0,0,2.01,0.95,19.9,22.0,0.642,0.769,6.58,25.0
1,26,3,0.417,ok,14.72,3.62,16,0,0,2.2,0.85,22.0,15.5,0.327,0.291,8.1,25.0
1,26,4,-2.793,ok,7.4,3.45,13,0,0,2.2,0.72,19.1,18.5,0.687,0.435,6.44,25.0
1,26,5,-1.118,ok,9.69,10.43,15,0,0,2.01,0.73,19.8,16.6,0.589,0.499,6.77,25.0
1,26,6,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.32,22.0,13.9,0.576,0.451,-1.62,25.0
1,26,7,0.594,ok,15.59,3.53,13,0,0,2.01,0.95,22.0,12.7,0.438,0.483,7.67,25.0
1,26,8,-0.42,ok,9.88,7.81,16,0,0,2.2,0.44,22.0,19.4,0.484,0.05,7.26,25.0
1,26,9,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.32,20.7,22.0,0.586,0.05,0.42,25.0
1,26,10,-1.073,ok,9.51,8.78,15,0,0,2.2,0.64,22.0,19.2,0.525,0.05,7.11,25.0
1,27,1,0.795,ok,5.83,4.3,15,0,0,2.2,0.66,22.0,19.0,0.605,0.248,6.69,25.0
1,27,2,0.059,ok,10.27,3.65,14,0,0,2.2,0.85,20.4,16.2,0.493,0.05,7.34,25.0
1,27,3,-0.884,ok,8.77,10.07,15,0,0,2.2,0.85,14.8,22.0,0.545,0.168,7.0,25.0
1,27,4,-2.28,ok,9.69,3.14,16,0,0,2.2,0.32,21.2,22.0,0.567,0.05,6.82,25.0
1,27,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.89,22.0,22.0,0.54,0.05,0.41,25.0
1,27,6,-1.732,ok,8.02,3.42,14,0,0,2.2,0.32,19.5,20.8,0.562,0.098,6.98,25.0
1,27,7,0.861,ok,10.09,13.05,16,0,0,2.2,0.32,16.1,21.0,0.448,0.069,7.45,25.0
1,27,8,1.0e9,clearance_reject,0.0,0.0,14,0,0,2.2,0.32,18.8,22.0,0.677,0.05,0.43,25.0
1,27,9,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,22.0,22.0,0.554,0.05,0.41,25.0
1,27,10,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.32,22.0,21.1,0.584,0.05,0.41,25.0
1,28,1,1.777,ok,5.41,3.74,16,0,0,2.2,0.72,20.8,18.5,0.63,0.435,6.49,25.0
1,28,2,-2.771,ok,8.41,4.65,16,0,0,2.2,0.95,22.0,14.4,0.597,0.349,6.66,25.0
1,28,3,-2.102,ok,9.02,7.3,16,0,0,2.2,0.72,22.0,17.0,0.523,0.242,7.05,25.0
1,28,4,4.254,ok,5.28,2.68,13,0,0,2.2,0.32,22.0,22.0,0.727,0.05,6.24,25.0
1,28,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.57,22.0,17.0,0.606,0.05,0.41,25.0
1,28,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.78,20.7,19.5,0.617,0.05,0.41,25.0
1,28,7,2.957,ok,2.89,2.33,16,0,0,2.2,0.32,22.0,14.1,0.777,0.069,5.7,25.0
1,28,8,-1.121,ok,8.99,10.3,16,0,0,2.2,0.58,22.0,22.0,0.548,0.499,6.92,25.0
1,28,9,-1.347,ok,11.38,5.92,15,0,0,2.2,0.65,14.1,17.0,0.468,0.242,7.4,25.0
1,28,10,2.812,ok,3.99,3.08,11,0,0,2.01,0.32,16.4,22.0,0.914,0.135,5.56,25.0
1,29,1,0.957,ok,10.93,7.33,16,0,0,2.2,0.57,22.0,19.0,0.44,0.161,7.49,25.0
1,29,2,-3.507,ok,7.74,2.86,14,0,0,2.2,0.6,19.1,18.5,0.662,0.261,6.48,25.0
1,29,3,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.85,22.0,15.5,0.523,0.293,-0.74,25.0
1,29,4,-2.821,ok,7.02,3.71,13,0,0,2.2,0.79,14.1,19.3,0.687,0.629,6.44,25.0
1,29,5,0.856,ok,10.83,8.16,16,0,0,2.2,0.7,22.0,17.3,0.443,0.232,7.48,25.0
1,29,6,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.95,22.0,22.0,0.617,0.6,-2.49,25.0
1,29,7,-0.372,ok,4.01,3.21,14,0,0,2.2,0.37,13.1,22.0,0.777,0.069,5.89,25.0
1,29,8,-3.213,ok,8.5,3.51,13,0,0,2.01,0.69,14.1,17.1,0.661,0.25,6.57,25.0
1,29,9,-1.392,ok,10.07,9.58,14,0,0,2.05,0.95,22.0,17.0,0.554,0.399,7.02,25.0
1,29,10,1.0e9,clearance_reject,0.0,0.0,15,0,0,2.2,0.65,20.3,22.0,0.632,0.252,-0.47,25.0
1,30,1,-3.451,ok,5.15,3.02,13,0,0,2.2,0.53,13.4,15.4,0.738,0.354,6.18,25.0
1,30,2,-2.679,ok,7.99,2.72,14,0,0,2.2,0.6,15.3,11.8,0.644,0.479,6.57,25.0
1,30,3,1.205,ok,12.02,5.19,12,0,0,2.01,0.8,14.1,17.1,0.523,0.403,7.32,25.0
1,30,4,-0.844,ok,4.96,5.4,14,0,0,2.2,0.6,19.8,19.3,0.687,0.261,6.35,25.0
1,30,5,-1.618,ok,8.43,5.08,12,0,0,2.2,0.82,14.4,15.6,0.58,0.378,7.04,25.0
1,30,6,-3.098,ok,7.6,6.69,15,0,0,2.2,0.49,16.6,22.0,0.622,0.05,6.6,25.0
1,30,7,1.0e9,clearance_reject,0.0,0.0,13,0,0,2.2,0.32,17.9,22.0,0.633,0.05,0.45,25.0
1,30,8,1.0e9,clearance_reject,0.0,0.0,14,0,0,2.2,0.69,17.3,17.1,0.633,0.462,-1.62,25.0
1,30,9,0.694,ok,5.58,4.44,15,0,0,2.2,0.7,21.5,14.1,0.618,0.296,6.62,25.0
1,30,10,1.0e9,clearance_reject,0.0,0.0,16,0,0,2.2,0.84,22.0,22.0,0.531,0.408,-1.43,25.0
2,0,2,1.0e9,clearance_reject,0.0,0.0,3,0,0,1.4,0.6,6.9,2.0,0.76,0.444,-0.36,25.0
2,0,3,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.91,0.62,16.3,15.4,0.842,0.526,1.03,25.0
2,0,4,1.0e9,clearance_reject,0.0,0.0,15,0,0,0.85,0.64,7.5,13.6,0.872,0.676,-2.21,25.0
2,0,5,1.0e9,clearance_reject,0.0,0.0,12,0,0,0.92,0.85,16.4,17.8,0.627,0.608,-0.79,25.0
2,0,6,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.59,0.66,14.2,16.1,0.463,0.076,0.51,25.0
2,0,7,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.32,0.74,7.4,2.2,0.446,0.379,0.49,25.0
2,0,8,1.0e9,reject,0.0,0.0,7,0,0,0.67,0.8,2.2,15.2,0.19,0.873,4.71,25.0
2,0,9,1.0e9,reject,0.0,0.0,6,0,0,0.24,0.87,6.6,7.8,0.881,0.578,6.06,25.0
2,0,10,1.0e9,clearance_reject,0.0,0.0,9,0,0,1.07,0.45,19.2,14.4,0.26,0.729,0.59,25.0
2,1,1,1.0e9,reject,0.0,0.0,3,0,0,0.91,0.81,0.0,8.1,0.368,0.852,8.6,25.0
2,1,2,1.0e9,reject,0.0,0.0,5,0,0,1.23,0.6,8.9,10.7,0.598,0.06,7.63,25.0
2,1,3,1.0e9,reject,0.0,0.0,12,0,0,1.12,0.88,1.6,0.5,0.299,0.886,8.4,25.0
2,1,4,1.0e9,reject,0.0,0.0,13,0,0,0.85,0.59,7.5,13.1,0.232,0.05,4.11,25.0
2,1,5,1.0e9,reject,0.0,0.0,10,0,0,0.84,0.95,0.0,17.8,0.316,0.636,8.41,25.0
2,1,6,1.0e9,clearance_reject,0.0,0.0,16,0,0,0.75,0.5,14.0,15.5,0.463,0.48,0.04,25.0
2,1,7,1.0e9,clearance_reject,0.0,0.0,14,0,0,0.72,0.32,7.4,2.2,0.446,0.358,0.68,25.0
2,1,8,1.0e9,reject,0.0,0.0,7,0,0,0.67,0.73,2.2,20.7,0.19,0.151,5.51,25.0
2,1,9,1.0e9,reject,0.0,0.0,14,0,0,0.78,0.95,0.0,12.2,0.15,1.0,9.08,25.0
2,1,10,1.0e9,reject,0.0,0.0,6,0,0,1.15,0.45,19.2,0.0,0.379,0.729,8.37,25.0
2,2,1,4.189,ok,29.29,5.01,10,0,0,0.91,0.81,0.0,0.0,0.561,0.223,7.3,25.0
2,2,2,1.0e9,reject,0.0,0.0,11,0,0,0.97,0.9,8.9,11.8,0.303,0.05,2.77,25.0
2,2,3,5.982,ok,21.93,7.09,12,0,0,0.83,0.48,3.2,4.6,0.221,0.05,4.12,25.0
2,2,4,1.0e9,clearance_reject,0.0,0.0,13,0,0,0.7,0.32,7.5,18.8,0.214,0.354,0.74,25.0
2,2,5,1.0e9,clearance_reject,0.0,0.0,16,0,0,0.79,0.64,3.8,10.8,0.168,1.0,0.07,25.0
2,2,6,1.0e9,reject,0.0,0.0,12,0,0,0.36,0.64,0.0,15.5,0.104,0.05,4.24,25.0
2,2,7,1.0e9,clearance_reject,0.0,0.0,14,0,0,0.69,0.32,0.0,19.4,0.446,0.386,0.56,25.0
2,2,8,1.0e9,reject,0.0,0.0,16,0,0,1.0,0.95,2.2,20.7,0.183,1.0,8.87,25.0
2,2,9,1.0e9,reject,0.0,0.0,14,0,0,1.09,0.95,21.3,12.2,0.162,1.0,3.19,25.0
2,2,10,1.0e9,reject,0.0,0.0,13,0,0,0.74,0.54,0.0,16.3,0.671,0.5,6.52,25.0
2,3,1,1.0e9,clearance_reject,0.0,0.0,12,0,0,0.88,0.5,0.0,0.0,0.184,0.538,1.14,25.0
2,3,2,3.03,ok,13.17,3.02,14,0,0,0.97,0.32,0.0,4.7,0.215,0.242,2.04,25.0
2,3,3,1.0e9,clearance_reject,0.0,0.0,15,0,0,0.74,0.4,10.4,14.5,0.104,0.742,-2.05,25.0
2,3,4,1.0e9,clearance_reject,0.0,0.0,13,0,0,0.54,0.32,0.0,16.9,0.104,0.107,0.58,25.0
2,3,5,1.0e9,clearance_reject,0.0,0.0,13,0,0,0.73,0.55,0.0,1.9,0.168,0.05,0.55,25.0
2,3,6,1.0e9,clearance_reject,0.0,0.0,12,0,0,0.84,0.64,0.0,0.0,0.491,0.05,0.46,25.0
2,3,7,1.0e9,clearance_reject,0.0,0.0,14,0,0,0.76,0.4,3.2,16.2,0.349,0.37,-0.72,25.0
2,3,8,1.0e9,reject,0.0,0.0,13,0,0,0.83,0.95,15.8,20.7,0.631,1.0,6.71,25.0
2,3,9,1.0e9,clearance_reject,0.0,0.0,15,0,0,0.97,0.68,9.6,17.0,0.528,0.967,1.3,25.0
2,3,10,1.0e9,reject,0.0,0.0,13,0,0,0.66,0.95,0.0,22.0,0.736,1.0,6.19,25.0
2,4,1,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.02,0.64,11.4,18.5,0.557,0.967,0.81,25.0
2,4,2,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.1,0.32,9.6,1.1,0.351,0.28,-0.59,25.0
2,4,3,3.334,ok,21.09,4.73,13,0,0,0.76,0.32,3.2,8.8,0.16,0.05,5.01,25.0
2,4,4,1.0e9,reject,0.0,0.0,13,0,0,0.81,0.72,0.0,0.0,0.51,0.05,4.11,25.0
2,4,5,1.0e9,clearance_reject,0.0,0.0,13,0,0,0.73,0.95,0.0,1.9,0.829,0.577,1.05,25.0
2,4,6,5.151,ok,19.86,2.2,14,0,0,1.08,0.64,0.0,0.0,0.491,0.05,2.73,25.0
2,4,7,1.0e9,reject,0.0,0.0,12,0,0,0.63,0.94,11.3,14.9,0.61,0.731,6.9,25.0
2,4,8,1.0e9,reject,0.0,0.0,14,0,0,0.88,0.95,9.6,14.6,0.681,0.867,6.38,25.0
2,4,9,1.0e9,clearance_reject,0.0,0.0,15,0,0,0.89,0.68,9.6,17.0,0.871,0.725,0.55,25.0
2,4,10,1.0e9,reject,0.0,0.0,11,0,0,0.91,0.63,0.0,0.0,0.736,0.05,5.81,25.0
2,5,1,1.0e9,reject,0.0,0.0,14,0,0,1.0,0.81,9.6,0.0,0.818,0.42,4.52,25.0
2,5,2,1.0e9,reject,0.0,0.0,14,0,0,0.63,0.94,0.0,1.9,0.977,0.577,6.43,25.0
2,5,3,5.395,ok,11.49,1.75,16,0,0,1.23,0.32,1.3,6.1,0.784,0.222,2.09,25.0
2,5,4,1.0e9,clearance_reject,0.0,0.0,14,0,0,0.85,0.32,8.9,17.7,0.185,0.137,0.22,25.0
2,5,5,1.0e9,reject,0.0,0.0,9,0,0,0.71,0.83,1.3,1.9,0.535,0.055,5.06,25.0
2,5,6,1.0e9,reject,0.0,0.0,13,0,0,0.95,0.32,0.0,5.1,0.104,0.05,2.74,25.0
2,5,7,1.0e9,reject,0.0,0.0,13,0,0,0.63,0.75,11.5,19.9,0.481,0.731,7.45,25.0
2,5,8,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.04,0.51,3.4,9.1,0.591,0.598,-0.73,25.0
2,5,9,1.0e9,reject,0.0,0.0,13,0,0,0.89,0.39,7.0,12.8,0.131,0.05,4.11,25.0
2,5,10,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.15,0.87,1.0,2.6,0.885,0.725,-2.28,25.0
2,6,1,1.0e9,clearance_reject,0.0,0.0,10,0,0,0.91,0.51,0.0,0.2,0.611,0.67,-2.39,25.0
2,6,2,1.0e9,clearance_reject,0.0,0.0,10,0,0,0.97,0.57,0.0,0.0,0.385,0.05,0.49,25.0
2,6,3,2.69,ok,11.49,5.54,12,0,0,0.98,0.57,3.2,0.0,0.471,0.345,1.64,25.0
2,6,4,1.0e9,clearance_reject,0.0,0.0,12,0,0,1.09,0.92,5.9,8.2,0.827,0.593,-0.47,25.0
2,6,5,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.13,0.33,0.9,2.2,0.535,0.05,0.54,25.0
2,6,6,7.582,ok,6.47,7.55,16,0,0,1.24,0.66,0.0,9.0,0.906,0.05,3.04,25.0
2,6,7,4.322,ok,17.03,7.15,13,0,0,0.91,0.32,5.1,7.0,0.264,0.298,3.27,25.0
2,6,8,3.406,ok,26.03,9.53,11,0,0,0.94,0.78,0.0,0.0,0.601,0.316,7.03,25.0
2,6,9,2.12,ok,10.24,2.26,13,0,0,1.04,0.35,7.0,8.5,0.444,0.578,2.08,25.0
2,6,10,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.13,0.32,4.5,7.1,0.329,0.102,0.5,25.0
2,7,1,5.94,ok,16.44,2.03,16,0,0,1.15,0.32,0.9,0.0,0.308,0.05,4.08,25.0
2,7,2,1.971,ok,10.15,5.5,14,0,0,1.09,0.63,6.7,4.8,0.628,0.564,2.08,25.0
2,7,3,6.318,ok,27.34,10.1,12,0,0,0.98,0.88,0.0,0.0,0.527,0.194,7.3,25.0
2,7,4,2.783,ok,16.68,2.82,12,0,0,0.88,0.55,2.9,4.1,0.365,0.213,1.75,25.0
2,7,5,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.05,0.48,8.6,7.6,0.469,0.495,0.77,25.0
2,7,6,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.0,0.71,4.0,5.6,0.6,0.427,-0.98,25.0
2,7,7,1.0e9,reject,0.0,0.0,13,0,0,0.91,0.32,11.0,12.9,0.312,0.441,1.52,25.0
2,7,8,1.0e9,reject,0.0,0.0,12,0,0,0.93,0.78,0.0,0.0,0.513,0.116,4.05,25.0
2,7,9,1.0e9,reject,0.0,0.0,7,0,0,0.83,0.95,0.0,0.0,0.655,0.578,7.19,25.0
2,7,10,6.1,ok,21.05,12.97,10,0,0,0.85,0.62,0.0,0.0,0.329,0.13,2.18,25.0
2,8,1,1.0e9,reject,0.0,0.0,10,0,0,1.06,0.81,0.0,0.0,0.468,0.631,2.09,25.0
2,8,2,1.0e9,clearance_reject,0.0,0.0,10,0,0,0.97,0.83,0.2,4.8,0.635,0.564,0.23,25.0
2,8,3,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.18,0.36,11.1,0.0,0.628,0.845,0.77,25.0
2,8,4,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.13,0.32,7.0,8.5,0.409,0.49,-1.85,25.0
2,8,5,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.05,0.5,2.5,5.6,0.469,0.495,0.77,25.0
2,8,6,1.0e9,clearance_reject,0.0,0.0,11,0,0,0.99,0.86,0.0,0.0,0.612,0.337,-0.76,25.0
2,8,7,3.54,ok,23.59,13.21,12,0,0,0.94,0.53,4.0,2.9,0.345,0.278,3.39,25.0
2,8,8,1.0e9,clearance_reject,0.0,0.0,13,0,0,0.94,0.61,0.0,2.7,0.429,0.29,1.34,25.0
2,8,9,1.0e9,reject,0.0,0.0,13,0,0,0.78,0.46,6.3,6.1,0.246,0.406,8.62,25.0
2,8,10,1.0e9,clearance_reject,0.0,0.0,10,0,0,0.94,0.36,3.5,2.7,0.334,0.355,-0.8,25.0
2,9,1,1.0e9,reject,0.0,0.0,10,0,0,0.97,0.86,2.8,0.0,0.708,0.362,6.63,25.0
2,9,2,1.0e9,reject,0.0,0.0,14,0,0,1.02,0.78,0.0,1.1,0.628,0.426,6.64,25.0
2,9,3,7.117,ok,30.44,15.55,12,0,0,0.96,0.62,6.7,0.0,0.536,0.61,7.26,25.0
2,9,4,1.0e9,clearance_reject,0.0,0.0,15,0,0,1.16,0.36,7.0,8.5,0.53,0.536,0.57,25.0
2,9,5,1.0e9,reject,0.0,0.0,13,0,0,1.04,0.41,6.6,5.7,0.469,0.515,2.35,25.0
2,9,6,1.0e9,reject,0.0,0.0,11,0,0,0.85,0.45,2.7,0.0,0.152,0.05,4.13,25.0
2,9,7,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.1,0.36,7.2,5.8,0.514,0.666,0.09,25.0
2,9,8,3.914,ok,11.75,3.91,15,0,0,1.15,0.61,1.8,0.0,0.571,0.316,1.65,25.0
2,9,9,3.684,ok,14.56,9.48,13,0,0,1.04,0.7,4.0,2.2,0.462,0.315,1.73,25.0
2,9,10,1.0e9,clearance_reject,0.0,0.0,14,0,0,1.15,0.64,6.8,2.4,0.693,0.646,0.1,25.0
2,10,1,1.0e9,reject,0.0,0.0,12,0,0,0.98,0.47,0.0,3.7,0.458,0.223,7.63,25.0
2,10,2,1.0e9,reject,0.0,0.0,11,0,0,0.91,0.63,1.2,0.0,0.406,0.15,3.94,25.0
2,10,3,5.327,ok,20.64,9.8,8,0,0,0.82,0.9,0.0,0.0,0.544,0.071,4.17,25.0
2,10,4,3.312,ok,19.88,8.78,12,0,0,0.88,0.95,0.0,0.0,0.672,0.257,2.84,25.0
2,10,5,1.0e9,reject,0.0,0.0,11,0,0,0.95,0.44,3.7,5.7,0.469,0.407,7.64,25.0
2,10,6,1.0e9,reject,0.0,0.0,14,0,0,0.87,0.82,0.0,0.0,0.491,0.1,7.34,25.0
2,10,7,4.134,ok,11.35,2.34,13,0,0,1.04,0.8,4.5,2.9,0.69,0.481,2.49,25.0
2,10,8,1.0e9,reject,0.0,0.0,10,0,0,0.78,0.78,0.0,0.0,0.247,0.05,8.72,25.0
2,10,9,1.0e9,clearance_reject,0.0,0.0,11,0,0,0.86,0.64,7.0,3.1,0.381,0.144,0.38,25.0
2,10,10,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.09,0.64,0.0,0.0,0.676,0.552,-2.06,25.0
2,11,1,3.856,ok,20.49,3.98,10,0,0,0.9,0.32,4.2,5.7,0.204,0.289,3.41,25.0
2,11,2,3.289,ok,22.11,2.99,14,0,0,0.96,0.47,2.9,4.1,0.302,0.061,2.73,25.0
2,11,3,1.691,ok,6.34,5.23,10,0,0,0.9,0.32,3.2,0.0,0.275,0.555,2.38,25.0
2,11,4,1.0e9,clearance_reject,0.0,0.0,13,0,0,1.06,0.47,2.9,2.7,0.365,0.771,-0.4,25.0
2,11,5,3.689,ok,24.03,2.8,14,0,0,0.97,0.46,2.9,5.7,0.293,0.05,8.35,25.0
2,11,6,1.0e9,reject,0.0,0.0,14,0,0,1.08,0.32,5.4,7.6,0.131,0.05,2.73,25.0
2,11,7,0.006,ok,4.23,6.24,15,0,0,1.11,0.88,4.0,1.8,0.843,0.579,5.45,25.0
2,11,8,1.0e9,reject,0.0,0.0,13,0,0,0.95,0.78,4.1,9.2,0.178,0.316,8.96,25.0
2,11,9,5.414,ok,11.44,4.64,13,0,0,1.15,0.35,2.3,0.0,0.696,0.364,1.5,25.0
2,11,10,1.0e9,clearance_reject,0.0,0.0,14,0,0,0.85,0.61,5.3,5.1,0.507,0.367,-1.09,25.0
2,12,1,1.0e9,reject,0.0,0.0,13,0,0,0.95,0.32,4.2,11.2,0.263,0.387,8.54,25.0
2,12,2,1.0e9,reject,0.0,0.0,14,0,0,1.06,0.58,5.4,8.5,0.609,0.457,6.74,25.0
2,12,3,1.0e9,reject,0.0,0.0,11,0,0,0.98,0.56,4.0,3.7,0.469,0.39,7.65,25.0
2,12,4,1.0e9,clearance_reject,0.0,0.0,16,0,0,1.21,0.78,2.9,4.1,0.86,0.741,1.15,25.0
2,12,5,1.0e9,reject,0.0,0.0,9,0,0,0.97,0.32,5.9,5.7,0.104,0.05,2.8,25.0
2,12,6,1.0e9,reject,0.0,0.0,11,0,0,0.87,0.64,6.3,10.2,0.104,0.05,4.13,25.0
2,12,7,1.0e9,reject,0.0,0.0,12,0,0,1.04,0.32,8.0,8.4,0.374,0.536,8.03,25.0
2,12,8,1.0e9,reject,0.0,0.0,12,0,0,0.87,0.32,5.5,9.2,0.118,0.195,9.27,25.0
2,12,9,1.546,ok,5.27,3.2,9,0,0,0.82,0.33,2.7,8.5,0.104,0.578,2.37,25.0
2,12,10,1.0e9,clearance_reject,0.0,0.0,10,0,0,0.93,0.93,0.0,0.0,0.714,0.263,-0.09,25.0
2,13,1,1.0e9,reject,0.0,0.0,10,0,0,0.81,0.41,4.2,0.0,0.257,0.388,8.68,25.0
2,13,2,1.0e9,reject,0.0,0.0,11,0,0,0.96,0.67,0.0,0.0,0.401,0.05,7.96,25.0
2,13,3,-1.45,ok,5.07,4.08,11,0,0,0.81,0.32,0.0,0.0,0.104,0.555,2.31,25.0
2,13,4,1.0e9,clearance_reject,0.0,0.0,11,0,0,0.97,0.6,2.6,4.1,0.513,0.125,0.34,25.0
2,13,5,1.0e9,reject,0.0,0.0,11,0,0,0.96,0.55,2.9,5.7,0.456,0.05,7.7,25.0
2,13,6,1.0e9,reject,0.0,0.0,12,0,0,0.9,0.79,0.2,0.0,0.491,0.05,4.12,25.0
2,13,7,1.0e9,reject,0.0,0.0,9,0,0,0.78,0.53,0.0,0.0,0.312,0.734,8.47,25.0
2,13,8,1.0e9,reject,0.0,0.0,11,0,0,0.72,0.55,2.0,2.7,0.244,0.241,2.94,25.0
2,13,9,1.0e9,reject,0.0,0.0,14,0,0,1.06,0.33,1.9,0.0,0.66,0.818,2.02,25.0
