island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,n_expansion,bank_angle_deg,blade_scale
16,17.741860032990296,0.011183430270467237,0.044119705081377636,0.17792477831144998,0.000751138373515795,7.454792722731606,4.999976829691132,0.37906533617881055,3.119685714880546,-0.021137193777571277,20.0,34.650617029100545,0.011301458845473579
17,17.73556733799508,0.011446206599955891,0.043679507460939945,0.15001023293790308,1.0819329219397197e-7,7.451251975658907,4.999999848035317,0.4010811717590359,3.168083772259003,-0.02061052725160608,19.531137347707958,34.99988876073268,0.011330946541082677
18,17.735577598736704,0.011444551375449469,0.04367483181840444,0.15018141828897655,0.0,7.4512521102139635,4.999999927926046,0.2,3.331942785619187,-0.020610326916944827,20.0,34.99922838734792,0.011330911820418198
19,17.735570171756756,0.011445727625568199,0.04367978916184639,0.15005928783900527,0.0,7.451254321587181,4.999999747151975,0.48100481062555,3.1015616415709,-0.02061059657287466,19.905122743374562,34.999931616269464,0.011330948677587318
20,17.735583368551296,0.011443269449679778,0.04368782140608928,0.15031110853473956,4.709673937610696e-7,7.451253543888268,4.999999145078893,0.2,3.0,-0.020611035767095807,19.94645679825105,34.9998112584026,0.011330944842304458
21,17.73615177630675,0.011057180714099224,0.0452186046864074,0.19105358046506615,6.803587859250174e-6,7.450928435221404,4.999999762571627,0.36208292480570925,3.4789116215128266,-0.020600542539231957,20.0,34.99445320216922,0.011331391589778632
22,17.735660696114177,0.011425195854125313,0.043736032415518496,0.1521674374029039,4.750964637566678e-6,7.451227238967362,5.0,0.2643521174890102,3.218789940106537,-0.020609887496419926,19.844401700617,34.99483392067005,0.011330665615446805
23,32.63368215035743,0.02985689990645756,0.010002901669861099,0.9999983333769872,2.398122524197447e-7,5.396634388527389,1.4768748998614358,0.2,3.0,0.028772761582094596,19.77688786163561,35.0,0.032784293832891574
24,1.000037985006506e6,0.0147886131053983,0.0419570463859952,0.15,0.0,7.280168608205024,4.928323487158512,0.2,3.1649263076436855,0.01772163560019205,19.731343296062263,34.28182463006317,0.005
25,17.735572310220764,0.011445303084047162,0.043681438101392446,0.15010302481246005,5.423241257613563e-7,7.451251950844048,4.999999576719953,0.4576341445640782,3.247894165899717,-0.020610350125785354,19.77340347403767,35.0,0.011330962559622812
26,17.736206959053867,0.011294218806410366,0.04411699813111348,0.1657625128930545,0.0,7.451435555864721,4.999965839029576,0.32107026074423195,3.066232396883671,-0.020528786407829194,19.719483051001323,34.993158047729274,0.011330708873721345
27,17.736070420338105,0.011108999870093412,0.044902754483312816,0.18543875544673305,1.71535435760808e-6,7.450938568272793,5.0,0.4634496274726855,3.0042786127041206,-0.020604132434082354,20.0,35.0,0.011331729545870034
28,17.736233946702747,0.011140746233640055,0.044855226290768956,0.18201196789935425,8.557970873951212e-6,7.451160709270569,4.999999603143058,0.23706753699085834,3.0,-0.020578042583941823,19.91113383521134,34.99855060824984,0.011331378785863105
29,17.73559884066143,0.01144335973591527,0.04368087811021011,0.1503048109154536,3.2040090726644977e-7,7.45125209510498,4.999998981048779,0.2,3.3554405925062176,-0.020609167489704497,19.913992206459532,34.99544008144614,0.011330648466424408
30,17.736113409712303,0.011429940308605136,0.04341240009329167,0.15175057618906004,0.0,7.451611538950158,4.999957842628671,0.2485029350367064,3.0,-0.020616781897819896,20.0,34.998965240726726,0.011330761971240002
31,17.735565609260618,0.011446183078531905,0.04368209206188397,0.15001196174313755,0.0,7.451252307014988,5.0,0.2523583858007782,3.1984349108879475,-0.0206107369872381,19.61436313192844,34.99994889132224,0.011330949303089193
32,17.736035581141266,0.011429384446756898,0.04342226386733579,0.15181149893177942,5.708491910731867e-6,7.451636536835327,5.0,0.5086492535284634,3.312388976041001,-0.020437928039022665,19.932258410207712,34.97957406012364,0.011329751791134074
33,17.745825181472757,0.011031804148185002,0.014397740657034027,0.19985250949055985,0.00013671783469954924,7.447352613299948,4.99992148440263,0.41242635066024763,3.249091214304266,-0.020518313127206218,19.72367984343344,34.61957699946889,0.011315027096222055
34,17.735590007357615,0.011444686212452246,0.043688398609803496,0.15016512140046373,7.947149578870343e-7,7.451275364635358,4.999999358583579,0.22683823350452204,3.2260858088179885,-0.02060959535493442,19.891280070766896,34.99995611936796,0.011330911544464613
35,17.73562960066253,0.01144472257985129,0.043633364667044996,0.15017709407303123,5.324529330686183e-6,7.451248180811669,4.99999992030562,0.32706702799461945,3.331063011644395,-0.020611985335196897,19.974422860085866,34.991982042812865,0.0113304208419156
36,17.735566501805273,0.011446088864282594,0.043682890067578105,0.15002153779760696,8.651953538281956e-8,7.45125314166197,5.0,0.2853887519319995,3.2074980905751693,-0.020610518483516447,19.86007763715007,34.99990172074134,0.011330946959947812
37,17.74090997484527,0.010924472442619513,0.0433524376474371,0.2065198525062427,0.0008725473284713019,7.452955625073668,4.999983591385778,0.37124052144782105,3.216622681535954,-0.02110924282855827,19.719120590130885,35.0,0.011331814507435261
38,32.64027249076099,0.02987934608894088,0.010013073827402009,0.9995829113179356,0.00022127941950447403,5.396752085147953,1.4764589897004212,0.2693163308494131,3.3556408742584067,0.02912191659914037,19.91728217361584,34.97123051653486,0.0327940462591555
39,17.793613978032717,0.011179920854784565,0.014022939144785378,0.18676509528624285,0.0,7.485067580368974,4.9943533914353,0.3411450593979176,3.103058436491167,-0.015973336535382434,19.63150170993259,34.80894260009222,0.011379102166549722
40,17.735811771864846,0.011343383308927256,0.043964188016714555,0.16061865001526196,2.1258813754223262e-5,7.451159726425007,5.0,0.3098352839584689,3.479152224407654,-0.020600914149864386,19.9373536381732,35.0,0.011331317572096598
41,17.86146958539024,0.011588379255190849,0.012240232348704926,0.15,0.008480922285987508,7.5304466675387385,4.996994653753706,0.2,3.0,-0.013197821605254834,19.915545194028958,34.41142721955889,0.011259317623685582
42,17.735845505378883,0.011397190121592333,0.04382187341143512,0.1550440304562709,0.0,7.451398112456215,4.999994811178223,0.2529037594370184,3.286891398230584,-0.02058665720839506,19.906369053470375,34.99901973664644,0.011330897375636364
43,17.739640578667927,0.011344412858876041,0.04076227520391523,0.1612360075121906,0.0,7.4534088314911955,5.0,0.2,3.2161919759333832,-0.02051996187541823,19.65616253919465,34.81090787684708,0.011315376434008992
44,64.27211433281423,0.07909725411066885,0.010023319049848638,1.4644512130358485,1.0,5.396543945697816,1.5773625649067555,2.798547435650359,12.0,0.07152581233997704,20.0,5.0,0.16404795421062093
45,32.63596757453236,0.02985241926828487,0.010022727090620194,0.999932350354126,0.0,5.396543945697816,1.477547895203027,0.2,3.17807875088545,0.028501085890132397,19.936795309422745,34.97541479794323,0.03276988642036457
46,17.735593612480706,0.011441975354266203,0.043645763024778274,0.15045205217919966,0.0,7.45124749293458,4.999999178772328,0.3546337724088436,3.1474073020080815,-0.020609422556642398,19.645837774162764,34.999568944341256,0.011330951713525321
47,17.744204480463047,0.010757913851759872,0.01,0.23107067545170457,1.6269602150005018e-7,7.446245894300185,5.0,0.2,3.106200933644523,-0.020619860165742264,19.569481504541542,34.99968979961194,0.01134266565636406
48,17.750675906438282,0.011168971725435222,0.03634313585388772,0.18105561210040919,0.0,7.470017554017001,5.0,0.3494374317376642,3.0390926658356388,-0.012986998179400685,19.59181015773905,34.93742693793773,0.01132282555712245
49,17.745025817485608,0.011190581235722568,0.01,0.1833237477351579,0.0,7.447074704951317,5.0,0.2,3.1333959540059553,-0.020540179888836108,19.638551275239422,34.94927645945829,0.011338929370783242
50,17.738005133182085,0.011188201915219673,0.04464429649251254,0.1770448161263094,0.0,7.452657331925649,4.999806291819093,0.2,3.452416144213567,-0.02034183897172628,19.589204078911738,34.94216015398195,0.011326759914860087
51,32.63339888517069,0.029856792191206544,0.01,1.0000000371945217,0.0,5.396543945697816,1.4768856480561654,0.3054345302857332,3.0,0.028765648164882255,19.932190777343568,34.99998528897784,0.032784397696015835
52,17.73566938031766,0.011436131738272326,0.04370108131068623,0.1510474923047009,1.7135699803071296e-6,7.45128239370874,5.0,0.4929840127044137,3.2801477441691502,-0.020603390220361197,19.678507808023227,34.99584702817687,0.01133066525778526
53,17.73557221333308,0.011445979595847332,0.04367889883338548,0.15003394234588008,8.313630990822487e-7,7.45125410489354,5.0,0.21383882105631055,3.094922393347618,-0.020611331818653437,19.62678872744964,34.999957479623575,0.011330947789243496
54,17.736617898461873,0.011177463472217826,0.044439487302589786,0.17818630572549235,0.00016024155189638998,7.451166945903192,4.999986754192584,0.2,3.030128491195429,-0.020693479772958694,19.84795216849884,34.97639120509283,0.011329465513753405
55,17.73565344351824,0.011431455021381641,0.04362067840739865,0.1515406619827703,1.0863452896242924e-6,7.451249577655049,5.0,0.3352302837560924,3.0,-0.020607891374492756,19.989154669252873,34.998839121362224,0.01133096038976043
56,17.738901972795404,0.010942631677839477,0.04291059382439639,0.20436295097194832,0.0,7.451505573599961,5.0,0.2586216321382343,3.204311363743743,-0.020169386896435694,19.963483167879467,34.95313234376993,0.011331113674076602
57,17.7355986264957,0.011438760937591297,0.04370746427148909,0.1507706581850821,4.7184214794225536e-7,7.451277376433573,5.0,0.3341173317222007,3.398232194865712,-0.020597694799626927,20.0,35.0,0.011330960444806026
58,17.736550093348782,0.011446811368735552,0.04354199355882572,0.15,4.419630790514743e-5,7.452105010328704,5.0,0.4778192671678089,3.3788390004000615,-0.020724696992645265,19.869079536687735,34.98565473179678,0.011330157894318895
59,17.735820095270732,0.011383591254406135,0.04362981852858015,0.15648665382092758,0.0,7.451252945647032,5.0,0.30694817321978024,3.0,-0.020606401625625947,19.81569416869485,35.0,0.011331066066611108
60,17.73556955820476,0.011446196448188964,0.0436819604520853,0.15001093168159388,6.715112969309088e-7,7.451254615934627,5.0,0.28857992425809315,3.220517496982663,-0.02061112572851189,19.946811212592557,34.99990219417239,0.01133093819256999
