scenario,t,hub_x,hub_z,elev_deg,omega_hub,twist_deg,T_max
SingleKite_v3p5,4.611999999999935,24.923233655334542,14.608465437905837,30.376207027687702,0.010127096935003521,-4.008919724698423,0.0
SingleKite_v3p5,4.615999999999935,24.923156618866265,14.608433109851333,30.37622897359706,0.009990948875228242,-4.055546798910221,0.0
SingleKite_v3p5,4.619999999999934,24.923080248369978,14.608401138791427,30.376250862555057,0.0098543845092376,-4.101674283435693,0.0
SingleKite_v3p5,4.623999999999934,24.923004499662976,14.608369512532102,30.376272718006554,0.009717536317705836,-4.147373659343429,0.0
SingleKite_v3p5,4.6279999999999335,24.922929330283775,14.608338215679618,30.376294556195614,0.009580525711759214,-4.192719399188423,0.0
SingleKite_v3p5,4.631999999999933,24.922854699507962,14.608307229982453,30.37631638673461,0.009443462359959125,-4.237780506751433,0.0
SingleKite_v3p5,4.635999999999933,24.92278056841876,14.608276534769683,30.376338213283447,0.009306441645678962,-4.282614054482437,0.0
SingleKite_v3p5,4.639999999999932,24.92270689990821,14.608246107438193,30.376360034381946,0.009169551631878332,-4.327262516952064,0.0
SingleKite_v3p5,4.643999999999932,24.92263365823642,14.608215923884437,30.376381844630604,0.009032883146580283,-4.371755773914245,0.0
SingleKite_v3p5,4.647999999999931,24.92256080839421,14.60818595890383,30.37640363601316,0.008896531109539797,-4.416112590185533,0.0
SingleKite_v3p5,4.651999999999931,24.922488315616647,14.60815618660704,30.37642539909677,0.008760590347055331,-4.460331194424726,0.0
SingleKite_v3p5,4.65599999999993,24.92241614515003,14.608126580857979,30.376447124015122,0.00862467697212753,-4.504392792216593,0.0
SingleKite_v3p5,4.65999999999993,24.922344253167246,14.608097113823248,30.376468807097858,0.008481109797619148,-4.548274965181674,0.0
SingleKite_v3p5,4.6639999999999295,24.92227254912415,14.608067748185045,30.376490475300997,0.008329619785577877,-4.591965448971809,0.0
SingleKite_v3p5,4.667999999999929,24.922200904313637,14.608038438181074,30.376512179407545,0.008174264490950066,-4.635465659906445,0.0
SingleKite_v3p5,4.671999999999929,24.922129188650196,14.608009136654598,30.376533969197883,0.008016001632201395,-4.678783309523044,0.0
SingleKite_v3p5,4.675999999999928,24.92205728294677,14.6079797975625,30.376555885428107,0.007855572559374134,-4.721923712265687,0.0
SingleKite_v3p5,4.679999999999928,24.921985079797015,14.607950376360467,30.376577959604106,0.007693637385466674,-4.764889500270593,0.0
SingleKite_v3p5,4.683999999999927,24.921912483934456,14.607920830378259,30.376600214263274,0.007530786768329939,-4.8076813711871145,0.0
SingleKite_v3p5,4.687999999999927,24.921839411718288,14.607891119090075,30.37662266395277,0.007367556824173855,-4.850292119200816,0.0
SingleKite_v3p5,4.6919999999999265,24.921765790233344,14.607861204345594,30.37664531652738,0.00720443491706832,-4.892706519103381,0.0
SingleKite_v3p5,4.695999999999926,24.921691556384737,14.607831050610956,30.376668174469835,0.007041858558638119,-4.934917075313729,0.0
SingleKite_v3p5,4.699999999999926,24.921616656176656,14.607800625236884,30.376691236072823,0.006880209590078636,-4.976926269462143,0.0
SingleKite_v3p5,4.703999999999925,24.92154104422454,14.607769898748932,30.376714496424896,0.006719808999558975,-5.0187325143982,0.0
SingleKite_v3p5,4.707999999999925,24.921464683356483,14.607738845120677,30.37673794827758,0.006560916984958184,-5.060333741733172,0.0
SingleKite_v3p5,4.711999999999924,24.921387544206016,14.607707442000086,30.376761582841127,0.0064037362474423975,-5.101695159607331,0.0
SingleKite_v3p5,4.715999999999924,24.921309604326495,14.607675670789131,30.376785390808994,0.006248459957831837,-5.1427549946647995,0.0
SingleKite_v3p5,4.719999999999923,24.92123084629303,14.607643516450025,30.37680936392994,0.006095274282110632,-5.183439917945962,0.0
SingleKite_v3p5,4.723999999999923,24.921151257603835,14.607610967569563,30.37683349521713,0.005944291707170205,-5.223668442646987,0.0
SingleKite_v3p5,4.7279999999999225,24.921070831258437,14.607578016495696,30.376857778601817,0.005795549688077148,-5.2633573864481775,0.0
SingleKite_v3p5,4.731999999999922,24.920989565883282,14.607544659340759,30.376882208812905,0.0056490489506929595,-5.3024389351030985,0.0
SingleKite_v3p5,4.735999999999922,24.92090746442239,14.607510895657247,30.37690678213542,0.005504814811661042,-5.340871187623168,0.0
SingleKite_v3p5,4.739999999999921,24.920824532309584,14.607476727940334,30.3769314973925,0.0053629020718452105,-5.378634087988305,0.0
SingleKite_v3p5,4.743999999999921,24.920740776423344,14.607442161204842,30.37695635626985,0.00522336415923891,-5.41573302367973,0.0
SingleKite_v3p5,4.74799999999992,24.920656204970335,14.607407202685772,30.376981362920144,0.005086229282419727,-5.452186531418027,0.0
SingleKite_v3p5,4.75199999999992,24.920570827687612,14.607371861570979,30.3770065233028,0.004951500154971893,-5.488005004395133,0.0
SingleKite_v3p5,4.755999999999919,24.920484655868577,14.607336148688386,30.377031844622717,0.0048191654311336716,-5.52318821922866,0.0
SingleKite_v3p5,4.759999999999919,24.920397702160052,14.607300076146213,30.37705733491817,0.0046892097503795915,-5.557735215798407,0.0
SingleKite_v3p5,4.7639999999999185,24.92030998021059,14.607263656948147,30.37708300275508,0.0045616222833953215,-5.591656372260279,0.0
SingleKite_v3p5,4.767999999999918,24.92022150422703,14.607226904600216,30.377108856999055,0.00443640299231424,-5.62497910624279,0.0
SingleKite_v3p5,4.771999999999918,24.920132288585968,14.607189832742044,30.377134906574152,0.004313559296064524,-5.657747452243555,0.0
SingleKite_v3p5,4.775999999999917,24.92004234763193,14.607152454835163,30.377161160131884,0.004193102980161854,-5.690022112179067,0.0
SingleKite_v3p5,4.779999999999917,24.919951695473568,14.607114783880538,30.37718762577233,0.004075055500639913,-5.721867963476706,0.0
