timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-25T10:37:42.778,2000000,128071992,70.78322113919116,1.8,0.0,198.81504607200623,1.6,0.30000000000000004,1.9812914282091507,8
