Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,knuckle_mass_kg,n_lines,n_expansion,bank_angle_deg,n_rings,tether_length_m,mass_structural_kg,mass_expansion_kg,mass_tether_kg,mass_total_kg,cost_kg,min_fos,min_torsional_fos,worst_ring,bem_rotor_m,omega_rads,feasible
0.016346491220654926,0.14133284402179053,0.5994782372760117,0.5366350421379515,2.21058367483846,0.726815502168304,0.8074641780245662,0.1575833731588524,3,2,15.06329875855972,22,30.0,22.971948180212244,1.042116734967692,0.6170873369813751,24.63115225216131,1.0002297194818021e6,0.02958163422849976,0.5806270184416594,2,3.304140980323302,13.649538645166125,false
0.06201763756967926,0.11325181470564087,0.7407083236929575,0.809444198239821,2.253462437746347,1.088610627364862,1.1714539833959199,0.022572251816125863,6,1,37.81558095596582,17,30.0,175.57317984474693,0.5253462437746347,1.2341746739627502,177.3327007624843,1.0002718646087608e6,7.3205313228474855,0.9687166379158125,2,3.8078754104215413,11.843874901098015,false
0.09546570262317787,0.1184921197287835,0.34510952378533444,0.44530755147698403,2.0212224121366624,0.34760911946640344,1.3329038669192115,0.12279593066218804,6,5,36.71256262544341,22,30.0,257.4497805092194,2.510611206068331,1.2341746739627502,261.1945663892505,1.00142193145219e6,18.83333489142463,0.27158459021990594,12,3.8078754104215413,11.843874901098015,false
0.07439869026611004,0.1238060507316599,0.9292076829996794,0.9297139438986229,2.399791172642201,0.5594654074269338,1.1672794570779184,0.16191128783418296,6,4,34.55244413231867,21,30.0,239.48284638065456,2.1599164690568804,1.2341746739627502,242.87693752367417,1.00072992006978e6,5.051383380644722,0.49214192682667735,2,3.8078754104215413,11.843874901098015,false
0.04890261527392318,0.08228150015985945,0.30933195866023566,0.13424882585372774,2.146075907532294,0.5843368423715591,0.7724502342761499,0.12545489473417967,4,1,21.40488243483158,22,30.0,85.84189345554827,0.5146075907532294,0.8227831159751668,87.17928416227667,1.0008300789932242e6,0.5964480653360363,0.46813487371830687,21,3.463677026388671,13.020844511886418,false
0.1141465315648774,0.09634826314779577,0.758793139253892,0.09364380170157557,1.7714978259552885,0.373058389700409,1.4289088155228318,0.06828366150633679,5,4,35.51773226870889,22,30.0,529.866959051724,1.9085991303821155,1.0284788949689585,532.8040370770751,1.0029426551181675e6,883.0693167196828,0.2700963608241451,15,3.6347833389332576,12.407892244063168,false
0.023257800474706103,0.04289812399307651,0.8190720253912058,0.9273072081327757,1.7166359270753766,0.7439751399501814,0.5000925115965276,0.19146561459166042,4,2,22.578600736418974,22,30.0,25.249353929575015,0.9433271854150753,0.8227831159751668,27.015464230965257,1.0002524935392957e6,0.06562855351949647,0.5907911836135531,2,3.463677026388671,13.020844511886418,false
0.013303426919210722,0.13147869653634175,0.7908911435517219,0.7391611561078106,1.732044575586721,1.4236732532611354,0.47866871360733143,0.12986831743655172,7,3,16.006641281516202,22,30.0,36.396790342666144,1.4196133726760163,1.439870452956542,39.2562741682987,1.0003639679034266e6,0.07810649421200457,1.4575814908224518,2,3.9781659803672156,11.336882428378948,false
0.023196399492996796,0.09033283039354341,0.49705044831111134,0.24047416015908615,1.6327263426822685,0.4757968829165748,0.6841050568676321,0.1683949677195647,7,1,33.4498314560671,22,30.0,42.25596864808024,0.46327263426822685,1.439870452956542,44.15911173530501,1.0004225596864808e6,0.2504300872665517,0.38826612765026564,21,3.9781659803672156,11.336882428378948,false
0.06904121525254887,0.07543776896380681,0.5405268082663968,0.23876585548578105,1.8262589179385873,1.3965321310784369,1.9894328843130444,0.1542228546955271,8,6,26.66591433171561,10,30.0,128.44743177930263,2.8957553507631526,1.6455662319503337,132.98875336201613,1.0001954194923816e6,24.727771185921643,0.9859361792460362,9,4.143199257184646,10.885307995214786,false
