t,hub_z,omega_hub,P_kw
0.019999999999999858,14.980742842349995,9.538575679146069,9.546480161885992
0.03999999999999904,14.969899987340394,9.581530103704871,9.67603187671063
0.05999999999999823,14.959073723880847,9.620715488523649,9.79523364757159
0.07999999999999742,14.94895911406093,9.657252901389144,9.907258605342088
0.0999999999999966,14.939775069766256,9.691792174312772,10.013939506019142
0.11999999999999579,14.931971428377038,9.724901565518422,10.116920273898192
0.14000000000000018,14.925813400000282,9.756965749628188,10.217320732507506
0.1600000000000063,14.921358574218607,9.788247629297167,10.31590962606014
0.18000000000001243,14.91848431696065,9.819372509645012,10.414631132364034
0.20000000000001855,14.916901305974287,9.850629715552927,10.514404190947337
0.22000000000002468,14.916179419477912,9.882134217772878,10.615609379964974
0.2400000000000308,14.915789974859376,9.913807536837869,10.71800944430263
0.26000000000003,14.915170591831346,9.945398246893717,10.82079627006805
0.28000000000002223,14.91382741900045,9.976608340694101,10.922987949508526
0.3000000000000145,14.91143973313338,10.00720665389411,11.0237991008016
0.3200000000000067,14.90793589830688,10.037039989007582,11.122685269775829
0.33999999999999897,14.903506399028721,10.065983003351084,11.219183810793277
0.3599999999999912,14.898542044678459,10.093909602889745,11.312821074086708
0.37999999999998346,14.893516240767525,10.120751215100519,11.403310059511439
0.3999999999999757,14.888851024036727,10.146590832872645,11.490875727121427
0.41999999999996795,14.88481460998585,10.171653054609616,11.576234089591177
0.4399999999999602,14.881480262306619,10.196216480969097,11.660302786279521
0.45999999999995245,14.878742613834904,10.220503087465252,11.743823253827479
0.4799999999999447,14.87637208298662,10.244613576010513,11.827131618495693
0.49999999999993694,14.874087464616622,10.26852818967311,11.910151455707371
0.5199999999999569,14.871629636527844,10.292152738794176,11.992544899495625
0.5399999999999769,14.868821045058922,10.315371412386984,12.073892205256394
0.559999999999997,14.865600142746523,10.338068541028056,12.153767014723067
0.580000000000017,14.862024925480647,10.36016429500474,12.231863137894008
0.600000000000037,14.858243639128911,10.381614089872453,12.307995486241131
0.620000000000057,14.85444493335754,10.402416248731969,12.382130272119337
0.640000000000077,14.85080201285214,10.422619892249692,12.454416457868609
0.660000000000097,14.847427488535436,10.44231629568593,12.525158098944905
0.680000000000117,14.844351159213003,10.461608661548784,12.59470779501889
0.700000000000137,14.84152299656414,10.480577560948651,12.663341941116753
0.720000000000157,14.838836789154756,10.499258840556047,12.731178666987011
0.740000000000177,14.836166304209941,10.517642528512845,12.798170840945644
0.760000000000197,14.833402473215887,10.535688644318368,12.86416104009506
0.780000000000217,14.830480839975383,10.553346046510228,12.928948993585227
0.800000000000237,14.827393761870157,10.570562759723819,12.992329084507201
0.820000000000257,14.8241855925036,10.587311649014367,13.054185410466033
0.840000000000277,14.820932944180408,10.603587316787356,13.11448184219815
0.860000000000297,14.817718960982086,10.61940717631378,13.173267309459394
0.880000000000317,14.81460849374578,10.634808199454152,13.230664911946022
0.900000000000337,14.811631490148304,10.64983810242396,13.28683991089374
0.920000000000357,14.808778888684072,10.664540489012326,13.341944428716292
0.940000000000377,14.806010137985231,10.678943049606307,13.396072721859966
0.960000000000397,14.803269034057822,10.693051691102086,13.449238151394816
0.980000000000417,14.800502859165501,10.706854570248794,13.501387325670144
1.000000000000437,14.79767762737448,10.720331260736073,13.552434009294272
