t,k_mppt,P_kw,omega_hub,omega_gnd,delta_omega,min_fos,collapse_margin_deg,twist_deg,T_max_N,state
0.019999999999999858,550.098379275335,0.8103623324899603,1.141184523613527,1.1390368348513906,0.002147688762136335,45.02907035309278,46.96954630563363,65.0963802305773,4305.027438619378,RAMPING
0.03999999999999904,550.1967606943297,0.8092905026589403,1.1442520646053242,1.1384665533503735,0.005785511254950748,50.976934914193535,46.98526402568781,65.10090644911749,4175.842978562617,RAMPING
0.05999999999999823,550.2951448158818,0.8079392239088395,1.1480089227577421,1.1377647416622192,0.010244181095522942,46.52366686620946,47.03061914886517,65.1100357036631,4015.86185715381,RAMPING
0.07999999999999742,550.3935320370341,0.8063894238430721,1.1519910180082022,1.1369690185699661,0.015021999438236122,40.749735042577456,47.105397947386514,65.1245279637235,3944.890082148513,RAMPING
0.0999999999999966,550.4919226105686,0.804713232720871,1.1553427394259757,1.1361129855573977,0.019229753868577948,36.15850687301825,47.19820094720465,65.14422665751358,3878.3095220689315,RAMPING
0.11999999999999579,550.5903165232666,0.8030436510122586,1.1586387097222575,1.135259079551572,0.02337963017068545,31.728524094009856,47.30338028756487,65.16861836914602,3820.1510429167706,RAMPING
0.14000000000000018,550.688713298886,0.8016121902881165,1.1620372294881347,1.1345165387846141,0.02752069070352059,26.174072036065148,47.423007127890486,65.19780035219495,3854.908648726563,RAMPING
0.1600000000000063,550.7871117580304,0.8007704278111676,1.165578122224311,1.1340517340689173,0.03152638815539355,22.592478324779165,47.563074840487225,65.23164427000212,3926.232094165444,RAMPING
0.18000000000001243,550.8855098632877,0.8009473713542133,1.1694758741093356,1.1340677151026775,0.03540815900665817,20.240508005559615,47.73797891711355,65.27000576536005,4058.407825915931,RAMPING
0.20000000000001855,550.9839045566763,0.8026533056610015,1.1749438852507235,1.1348047191856658,0.04013916606505763,17.312057933709983,48.088067185247866,65.31314208086327,4255.295797653869,RAMPING
0.22000000000002468,551.0822914879544,0.8065343609108113,1.1811932238036122,1.1365631489417702,0.044630074861842006,15.305626379648984,47.74732020106723,65.36156441585346,4489.704266233148,RAMPING
0.2400000000000308,551.1806647379562,0.8133749990639847,1.206403843643008,1.1396995353631956,0.06670430827981244,14.33485037778708,47.36056183522005,65.4227861488586,4750.076925351725,RAMPING
0.26000000000003,551.2790165222378,0.8241078592252494,1.2514958372479454,1.1446224962480527,0.10687334099989276,13.10482446590556,46.462105403767225,65.5215367672516,5052.124134947646,RAMPING
0.28000000000002223,551.3773367225223,0.8398998578043829,1.2999744754036622,1.1518190715739487,0.14815540382971348,12.053869782629794,45.78200735615319,65.66799547904535,5406.252265719991,RAMPING
0.3000000000000145,551.475612316442,0.8622030401419737,1.3486872578024227,1.16185642204434,0.1868308357580828,11.38553184145338,45.24316583551154,65.86012417627936,5809.593606219727,RAMPING
0.3200000000000067,551.573826830611,0.8927429155296392,1.3993485071636198,1.1753456842532701,0.22400282291034967,10.637386048708024,44.78926652607072,66.09579231799418,6281.069308300294,RAMPING
0.33999999999999897,551.6719597185202,0.9335560454200019,1.449476279432204,1.1929195753417994,0.25655670409040465,10.03181023396132,44.38497343183139,66.37178716912308,6776.209280596859,RAMPING
0.3599999999999912,551.7699857434684,0.9869875259053716,1.4977497681584213,1.215185283035532,0.28256448512288923,9.738768944101277,44.018913306262306,66.6813074726161,7309.1304637391,RAMPING
0.37999999999998346,551.8678746825241,1.0555304721839018,1.5448794963019652,1.2426146922407721,0.30226480406119305,9.611724691750307,43.686370886177514,67.01703867058741,7851.591420336822,RAMPING
0.3999999999999757,551.9655914604781,1.141611022964664,1.591028761345092,1.2754396971175672,0.31558906422752475,8.947991400240182,43.38638495793988,67.37162186802752,8374.154691029398,RAMPING
0.41999999999996795,552.0630969234021,1.2472685379699708,1.636675255111755,1.3135549258162211,0.3231203292955338,7.580512220860205,43.116405174089614,67.73816293742406,8846.363299644669,RAMPING
0.4399999999999602,552.1603492877596,1.3738178212909207,1.6806976484352731,1.3564768701123506,0.3242207783229225,6.559150592008478,42.877445644681764,68.10966646920501,9234.349837200049,RAMPING
0.45999999999995245,552.2573063949909,1.521446384312833,1.7232437082027838,1.4033394323588524,0.31990427584393144,5.80844138793434,42.667203727854286,68.47916415613201,9522.06770735485,RAMPING
0.4799999999999447,552.3539288498894,1.688772550767757,1.763990746148222,1.4529214886713426,0.3110692574768794,5.277667224663824,42.484407935987036,68.84109096884676,9680.978176024179,RAMPING
0.49999999999993694,552.4501838505498,1.8724996697685015,1.8027886580351602,1.503720143398273,0.2990685146368872,4.922104914199445,42.32790870350404,69.19081326796514,9699.710150007963,RAMPING
0.5199999999999569,552.5460494470009,2.0672017744532387,1.8407165817035507,1.5540399015622879,0.2866766801412628,4.724645500616829,42.19048304541327,69.52639403853844,9562.76227953284,RAMPING
0.5399999999999769,552.6415186464865,2.2654002571868026,1.8765611644738154,1.6021053564792918,0.2744558079945236,4.666970599076107,42.07234057943522,69.847812732994,9264.58077187835,RAMPING
0.559999999999997,552.7366028350609,2.457905712781603,1.9110557103869275,1.6461629388172139,0.2648927715697136,4.752069333117077,41.9703479722673,70.15642034723739,8803.157502247292,RAMPING
0.580000000000017,552.8313336010906,2.634616985192677,1.9443255150694982,1.6846072708442776,0.2597182442252206,4.994464047014013,41.8811284500541,70.45655399346234,8197.22098319693,RAMPING
0.600000000000037,552.9257619122434,2.785844423602377,1.9765169739532475,1.7161437108192867,0.2603732631339608,5.4147524030600644,41.80239056462255,70.75388401409575,7480.831273324918,RAMPING
0.620000000000057,553.0199542813153,2.903815464038771,2.0075718656096275,1.7399348206193461,0.2676370449902814,6.055061903827986,41.73207794923419,71.05583327741036,6683.27696823667,RAMPING
0.640000000000077,553.1139865300362,2.983875639589104,2.036869429472877,1.7556807834071995,0.2811886460656776,6.966161541811744,41.67082875270212,71.36968514938856,5895.89272500753,RAMPING
