t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,-0.400409,-0.896932,0.982250,-0.490015,-1.098859,1.203165,220.9311,288.1857,18.2763,552.8124,13.2354,13.618721,5.5977,0
1.0000,-0.398524,-0.896722,0.981291,-0.494649,-1.068235,1.177202,215.2962,287.8928,0.0000,571.1104,8.1660,13.834965,5.8686,0
1.5000,-0.400975,-0.897756,0.983232,-0.532073,-1.060574,1.186558,206.7294,289.6839,0.0000,558.8672,8.6263,14.048789,6.1450,0
2.0000,-0.406460,-0.896424,0.984270,-0.498836,-1.102571,1.210165,230.9454,289.3693,110.2010,555.0586,14.8329,13.525570,5.4837,0
2.5000,-0.404369,-0.895512,0.982576,-0.495347,-1.083550,1.191407,211.8955,287.9750,0.0000,568.7291,9.6755,13.737078,5.7449,0
2.9999,-0.404831,-0.897116,0.984228,-0.523780,-1.052146,1.175311,217.4555,288.5812,0.0000,582.3657,7.8178,14.026611,6.1159,0
3.4999,-0.410323,-0.895818,0.985319,-0.520846,-1.096051,1.213511,169.8593,291.0830,0.0000,491.8404,17.2090,13.652691,5.6397,0
3.9999,-0.410813,-0.895138,0.984906,-0.502581,-1.094205,1.204106,214.6102,288.1717,0.0000,554.6733,11.4757,13.653371,5.6406,0
4.4999,-0.409425,-0.895563,0.984714,-0.512669,-1.060376,1.177806,216.2759,288.0729,0.0000,573.3801,8.7941,13.884588,5.9320,0
4.9999,-0.412619,-0.895986,0.986430,-0.546137,-1.066676,1.198358,198.2806,290.3015,0.0000,539.4287,9.6142,13.995767,6.0757,0
5.5000,-0.416983,-0.894864,0.987247,-0.511089,-1.099144,1.212159,233.3412,288.7992,91.3437,549.8820,13.8960,13.566559,5.5337,0
6.0000,-0.414614,-0.894064,0.985523,-0.509418,-1.075725,1.190248,213.1441,288.0350,0.0000,573.4112,8.9039,13.769622,5.7859,0
6.5000,-0.415761,-0.895725,0.987512,-0.543274,-1.050970,1.183083,215.0458,289.0676,0.0000,577.5199,7.8497,14.053644,6.1513,0
7.0000,-0.421602,-0.894132,0.988544,-0.521865,-1.101365,1.218749,199.5548,290.7502,49.4732,445.9214,12.4986,13.561765,5.5278,0
7.5000,-0.420520,-0.893434,0.987451,-0.514431,-1.088769,1.204184,211.6682,288.2061,0.0000,560.6177,11.2431,13.688138,5.6838,0
8.0000,-0.419751,-0.894474,0.988066,-0.531057,-1.053627,1.179894,217.3077,288.3171,0.0000,577.8440,8.0548,13.939261,6.0024,0
8.4999,-0.423741,-0.894182,0.989504,-0.555213,-1.074991,1.209904,188.0278,290.8489,0.0000,528.6391,11.4827,13.897984,5.9492,0
8.9999,-0.426639,-0.893272,0.989927,-0.522580,-1.095672,1.213914,225.1445,288.5428,50.3631,551.2963,13.8185,13.607614,5.5840,0
