t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,0.380912,-1.826540,1.865836,0.118464,-1.479232,1.483968,840.4827,294.1844,0.0000,1389.5301,3.1796,14.744214,7.1034,0
1.0000,-0.053632,-1.157101,1.158343,-1.154129,-1.074204,1.576683,1038.8631,313.7161,0.0000,1765.8676,4.1231,13.880737,5.9271,0
1.5000,0.579076,-1.191380,1.324656,0.204644,-1.570211,1.583490,69.4192,240.0497,0.0000,845.3099,4.3134,11.988534,3.8186,0
2.0000,0.211447,-1.481034,1.496052,1.026282,-1.927510,2.183701,550.2762,137.9362,0.0000,1194.3721,2.3108,16.699638,10.3211,0
2.5000,-0.016900,-1.583454,1.583545,-0.037594,-1.804202,1.804593,602.2460,78.7722,0.0000,780.8389,1.6899,13.355673,5.2796,0
2.9999,0.080471,-1.475470,1.477662,-0.380901,-1.736846,1.778122,316.6939,136.7432,0.0000,667.0429,4.3952,13.694581,5.6918,0
3.4999,0.115953,-0.856144,0.863960,-0.078943,-1.208266,1.210842,29.7733,275.0110,0.0000,981.0368,2.2798,13.185320,5.0801,0
3.9999,-0.217989,-1.638717,1.653153,-0.459661,-1.499947,1.568798,274.2113,195.0135,0.0000,334.5202,5.4465,13.276856,5.1867,0
4.4999,-0.442186,-1.913764,1.964185,-1.332421,-1.861771,2.289440,996.6730,273.0911,0.0000,483.0352,7.7081,13.670812,5.6622,0
4.9999,0.676412,-0.974325,1.186104,0.571278,-1.009305,1.159765,103.6301,135.9138,0.0000,382.0047,1.5214,14.045153,6.1402,0
5.5000,0.924365,-1.457074,1.725548,0.929666,-2.047093,2.248304,32.8426,206.1159,0.0000,4.9265,18.2922,13.529862,5.4889,0
6.0000,-0.012996,-1.841011,1.841057,0.023536,-1.988100,1.988239,370.4495,234.3306,0.0000,660.1634,5.0882,13.157765,5.0484,0
6.5000,-0.936830,-1.264110,1.573412,-1.135233,-1.415044,1.814140,134.4947,258.7953,0.0000,770.8064,2.1590,13.479130,5.4274,0
7.0000,-0.631844,-1.232490,1.385012,-0.726165,-1.086255,1.306624,166.1423,135.8345,0.0000,745.6021,11.4250,13.732020,5.7386,0
7.5000,-0.150510,-1.607075,1.614107,-0.307506,-1.762486,1.789111,285.9100,160.4095,0.0000,1051.8684,5.9095,14.111918,6.2282,0
8.0000,-0.354506,-1.579581,1.618873,-0.984706,-1.540252,1.828120,290.4218,198.0111,0.0000,228.8497,1.2166,14.032804,6.1240,0
8.4999,0.703470,-1.273132,1.454557,0.531733,-1.577561,1.664764,264.7849,272.1752,0.0000,349.8617,3.5067,12.285895,4.1098,0
8.9999,1.087625,-0.998158,1.476227,1.241175,-0.736673,1.443330,91.2484,78.8015,0.0000,111.7150,3.6716,13.792452,5.8147,0
9.4999,0.329694,-1.770100,1.800542,0.044337,-1.774478,1.775032,681.9426,81.4238,0.0000,1136.7693,2.0743,14.878074,7.2987,0
9.9999,-0.962695,-1.614984,1.880148,-1.706503,-1.697564,2.407048,205.5610,293.7748,0.0000,677.2369,6.6406,13.830470,5.8629,0
10.5000,-0.463298,-1.386378,1.461742,-0.841941,-1.789789,1.977931,59.9610,240.9134,0.0000,767.0737,6.2153,13.993506,6.0727,0
11.0000,-0.022149,-1.150132,1.150345,-0.062266,-1.334633,1.336084,103.2831,86.5867,0.0000,402.8520,3.1901,13.730670,5.7369,0
11.5000,0.293483,-1.491108,1.519716,0.515520,-1.732234,1.807317,382.2032,182.5478,0.0000,1218.0774,3.3574,14.909140,7.3445,0
12.0000,0.349309,-1.488066,1.528514,0.360791,-1.547595,1.589094,212.3147,206.1669,0.0000,1451.6346,1.8603,14.150147,6.2789,0
12.5000,-0.285936,-1.413656,1.442284,-0.379938,-1.575044,1.620221,345.1177,228.1488,0.0000,729.9033,2.4960,14.501731,6.7587,0
13.0000,-0.380642,-1.154640,1.215764,-0.504615,-1.385285,1.474331,185.6027,123.1464,0.0000,49.2855,6.3722,13.906069,5.9596,0
13.5000,0.039199,-1.408304,1.408849,0.469609,-1.230412,1.316984,397.3075,161.0883,0.0000,491.9670,6.5265,14.131889,6.2547,0
13.9999,0.242445,-1.782810,1.799220,0.346898,-1.680646,1.716074,584.6391,197.5442,0.0000,161.7051,4.3350,14.106838,6.2215,0
14.4999,-0.106846,-1.296164,1.300560,-0.189981,-1.219526,1.234235,419.9178,116.0140,0.0000,855.6871,4.3174,12.960064,4.8242,0
14.9999,0.442833,-0.917855,1.019097,0.573834,-1.126993,1.264673,326.9047,89.5961,0.0000,899.3121,3.7936,13.171161,5.0638,0
15.5000,0.339116,-1.535356,1.572361,0.624088,-1.459079,1.586946,44.3095,83.3534,0.0000,1192.0119,4.5226,14.571934,6.8573,0
16.0000,-0.164086,-1.695355,1.703277,-0.300376,-1.442966,1.473898,641.0143,200.8422,0.0000,904.1947,2.5711,13.017779,4.8889,0
16.5000,-0.538426,-1.154409,1.273799,-0.965187,-1.082019,1.449949,342.2409,229.6590,0.0000,961.0855,3.6618,15.202365,7.7864,0
17.0000,0.041252,-1.040519,1.041336,-0.001631,-1.161805,1.161806,109.1586,136.0162,0.0000,1058.2316,3.9378,13.695951,5.6935,0
17.5000,-0.114993,-1.815174,1.818813,-0.422479,-1.990345,2.034690,8.8800,264.8251,0.0000,851.3840,3.4592,13.086929,4.9673,0
18.0000,-0.196726,-1.444281,1.457617,-0.425129,-1.370075,1.434517,361.6184,280.1342,0.0000,404.5775,8.3245,14.161214,6.2937,0
18.5000,0.742829,-1.050436,1.286550,0.420472,-1.003763,1.088273,340.8182,218.7823,0.0000,1060.2701,5.0448,14.611631,6.9135,0
18.9999,1.184423,-1.091275,1.610509,0.950883,-1.371222,1.668660,351.3306,68.0740,0.0000,811.4295,10.5790,12.797054,4.6444,0
19.4999,0.008616,-1.445364,1.445390,0.026745,-1.603149,1.603372,48.8472,297.4293,0.0000,234.5004,6.4437,13.053835,4.9297,0
19.9999,-0.312725,-1.514443,1.546394,-0.614235,-1.510131,1.630270,896.2038,174.6851,0.0000,317.0287,5.4893,14.739761,7.0970,0
20.5000,0.285751,-1.001563,1.041529,-0.417838,-0.896119,0.988746,94.5238,127.6898,0.0000,832.6315,3.2567,12.733257,4.5753,0
21.0000,0.024752,-1.465263,1.465472,-0.182194,-1.785748,1.795018,21.2985,204.3295,0.0000,250.9625,7.8447,13.051982,4.9276,0
21.5000,-0.238870,-1.939505,1.954159,-0.257265,-1.872423,1.890014,63.5154,286.8479,0.0000,376.1226,3.8295,12.409555,4.2352,0
22.0000,-0.112448,-0.831477,0.839046,-0.146094,-1.015411,1.025867,603.7788,174.4839,0.0000,1455.4276,2.5894,13.441049,5.3815,0
22.5000,0.234906,-0.679583,0.719037,-0.056930,-0.807585,0.809589,90.3723,119.1369,0.0000,815.4825,4.7320,15.612048,8.4330,0
23.0000,0.254230,-1.920903,1.937653,0.147583,-2.128705,2.133814,70.1736,211.6413,0.0000,571.9668,4.7264,13.012216,4.8827,0
23.5000,-0.324818,-1.720677,1.751067,-0.563712,-1.707268,1.797926,545.7813,52.2821,0.0000,205.8351,2.6395,13.052782,4.9285,0
24.0000,0.646693,-1.042903,1.227134,0.804888,-1.261118,1.496083,221.1914,129.4401,0.0000,451.6155,7.3717,12.428452,4.2546,0
24.4999,0.796608,-1.265426,1.495288,0.374102,-1.576360,1.620143,379.4997,27.4564,0.0000,796.4590,6.3849,14.087801,6.1963,0
24.9999,-0.002617,-1.423352,1.423354,-0.002843,-1.714598,1.714600,8.1365,260.8851,0.0000,324.5189,5.3692,13.747620,5.7582,0
25.5000,-0.447200,-1.595976,1.657446,-1.073601,-1.153686,1.575947,659.4283,238.2149,0.0000,826.9501,4.7409,14.459685,6.7001,0
26.0000,0.163597,-0.898951,0.913716,0.099625,-1.598272,1.601374,19.1493,129.7618,0.0000,179.4936,3.7599,14.874431,7.2933,0
