t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,-0.284373,-0.987889,1.028004,-0.375947,-1.306301,1.359323,101.5632,155.3352,109.9077,605.0487,15.2103,13.665855,5.6561,0
1.0000,-0.282821,-0.995250,1.034655,-0.373261,-1.311368,1.363455,94.8590,155.6220,0.0000,599.9909,14.6835,13.668016,5.6587,0
1.5000,-0.281909,-0.995140,1.034300,-0.375000,-1.308997,1.361653,94.9882,156.1334,0.0000,601.0723,12.4702,13.662854,5.6523,0
2.0000,-0.281315,-0.990199,1.029384,-0.372185,-1.309589,1.361449,97.1109,155.8128,88.8355,601.0426,14.2346,13.662681,5.6521,0
2.5000,-0.284922,-0.988424,1.028670,-0.376743,-1.306798,1.360021,102.8348,155.2724,108.4469,604.8655,14.7619,13.667269,5.6578,0
2.9999,-0.282266,-0.995995,1.035220,-0.372707,-1.311457,1.363390,91.3356,155.8270,0.0000,601.4122,14.7861,13.665819,5.6560,0
3.4999,-0.281914,-0.994479,1.033665,-0.375633,-1.308711,1.361552,94.7516,156.1164,0.0000,601.0065,13.0816,13.660340,5.6492,0
3.9999,-0.281707,-0.989283,1.028611,-0.372500,-1.308500,1.360489,97.1196,155.7027,100.1276,603.9827,14.5091,13.661768,5.6510,0
4.4999,-0.285033,-0.989586,1.029818,-0.376860,-1.307841,1.361055,103.5838,155.2483,88.4659,605.8033,15.1633,13.669612,5.6607,0
4.9999,-0.281970,-0.996142,1.035281,-0.372763,-1.311131,1.363091,90.5106,155.9922,0.0000,600.1435,14.0693,13.665379,5.6555,0
5.5000,-0.281721,-0.993627,1.032793,-0.375603,-1.308828,1.361656,94.1530,156.0897,0.0000,600.9966,14.6379,13.659721,5.6484,0
6.0000,-0.282444,-0.988454,1.028015,-0.373380,-1.307359,1.359632,98.1478,155.5859,104.6253,602.7755,15.1198,13.663621,5.6533,0
6.5000,-0.284652,-0.991299,1.031359,-0.376145,-1.309184,1.362148,103.3508,155.2782,68.4618,603.2870,15.3841,13.670778,5.6622,0
7.0000,-0.281809,-0.996035,1.035134,-0.373176,-1.310524,1.362620,91.9330,156.0937,0.0000,601.6891,12.7875,13.664711,5.6546,0
7.5000,-0.281510,-0.992525,1.031675,-0.374622,-1.309508,1.362040,92.9263,156.0539,8.0868,603.2299,15.9067,13.662998,5.6525,0
7.9999,-0.283289,-0.987948,1.027762,-0.374479,-1.306569,1.359175,99.9390,155.4694,107.7341,604.6521,15.3500,13.663770,5.6535,0
8.4999,-0.283918,-0.993181,1.032966,-0.374890,-1.310404,1.362975,100.4260,155.3835,38.2882,603.3087,15.0782,13.670767,5.6622,0
8.9999,-0.281774,-0.995784,1.034883,-0.373835,-1.309810,1.362114,93.8409,156.1314,0.0000,601.0490,12.3927,13.664793,5.6547,0
9.4999,-0.281390,-0.991383,1.030543,-0.372967,-1.310340,1.362386,95.0826,155.9749,43.3880,603.8571,15.3955,13.664219,5.6540,0
9.9999,-0.284113,-0.987828,1.027873,-0.375585,-1.306271,1.359194,101.3190,155.3639,109.5113,603.5605,15.4032,13.665458,5.6556,0
10.5000,-0.283074,-0.994830,1.034320,-0.373599,-1.311219,1.363404,96.4587,155.5544,2.3183,600.1245,14.8569,13.668591,5.6595,0
11.0000,-0.281871,-0.995332,1.034475,-0.374707,-1.309163,1.361732,94.7716,156.1368,0.0000,601.6049,12.3768,13.663674,5.6533,0
11.5000,-0.281283,-0.990493,1.029658,-0.372243,-1.309885,1.361750,97.0487,155.8529,81.2584,600.9658,14.3600,13.662390,5.6518,0
12.0000,-0.284777,-0.988176,1.028392,-0.376529,-1.306562,1.359735,102.3838,155.2905,110.1512,605.2033,14.8572,13.666441,5.6568,0
12.5000,-0.282420,-0.995825,1.035098,-0.372816,-1.311481,1.363442,92.1723,155.7597,0.0000,601.7199,14.5996,13.666507,5.6569,0
13.0000,-0.281935,-0.994719,1.033902,-0.375473,-1.308770,1.361565,94.9699,156.1226,0.0000,599.9872,12.6956,13.661192,5.6503,0
13.4999,-0.281526,-0.989596,1.028862,-0.372316,-1.308895,1.360818,96.9394,155.7400,97.3492,603.5560,14.3191,13.662093,5.6514,0
13.9999,-0.285051,-0.989122,1.029376,-0.376915,-1.307438,1.360684,103.4275,155.2508,98.1505,604.7759,14.9111,13.669064,5.6600,0
14.4999,-0.282049,-0.996136,1.035297,-0.372692,-1.311279,1.363214,90.5601,155.9425,0.0000,600.0663,14.5365,13.665411,5.6555,0
14.9999,-0.281803,-0.993951,1.033127,-0.375711,-1.308732,1.361594,94.4022,156.1006,0.0000,601.8378,14.1164,13.659272,5.6479,0
15.5000,-0.282174,-0.988703,1.028181,-0.373043,-1.307717,1.359884,97.8095,155.6250,103.5632,601.8997,14.9691,13.662705,5.6521,0
16.0000,-0.284830,-0.990684,1.030817,-0.376467,-1.308726,1.361797,103.6909,155.2610,75.9273,604.9310,15.4518,13.670262,5.6615,0
16.5000,-0.281851,-0.996086,1.035194,-0.373009,-1.310749,1.362790,91.2240,156.0681,0.0000,601.7312,13.1374,13.664984,5.6550,0
17.0000,-0.281568,-0.992925,1.032076,-0.375074,-1.309203,1.361871,93.2888,156.0674,0.0000,602.2916,15.9953,13.661843,5.6511,0
17.5000,-0.283000,-0.988078,1.027807,-0.374098,-1.306786,1.359279,99.2277,155.5092,106.7000,604.6600,15.2948,13.663877,5.6536,0
18.0000,-0.284192,-0.992548,1.032433,-0.375346,-1.310024,1.362736,101.5985,155.3391,49.5190,603.0500,15.1984,13.671381,5.6629,0
18.4999,-0.281769,-0.995889,1.034983,-0.373583,-1.310054,1.362279,93.3058,156.1235,0.0000,601.1938,12.5252,13.664603,5.6545,0
18.9999,-0.281438,-0.991735,1.030896,-0.373447,-1.310217,1.362399,94.0867,156.0106,30.9936,602.8854,15.8179,13.664374,5.6542,0
19.4999,-0.283843,-0.987823,1.027794,-0.375218,-1.306311,1.359131,101.0527,155.3960,109.1650,602.9991,15.5083,13.665008,5.6550,0
19.9999,-0.283359,-0.994316,1.033903,-0.374012,-1.310996,1.363304,97.9627,155.4894,14.9697,601.7373,14.8926,13.669141,5.6601,0
20.5000,-0.281830,-0.995505,1.034630,-0.374405,-1.309359,1.361837,94.5205,156.1377,0.0000,601.3211,12.3056,13.664371,5.6542,0
21.0000,-0.281295,-0.990780,1.029938,-0.372388,-1.310126,1.362021,96.6546,155.8947,69.8813,602.0858,14.5945,13.662646,5.6521,0
21.5000,-0.284587,-0.987998,1.028168,-0.376251,-1.306394,1.359497,101.9132,155.3121,110.3394,605.5900,15.0216,13.666165,5.6564,0
22.0000,-0.282609,-0.995571,1.034906,-0.373006,-1.311451,1.363465,93.4013,155.6892,0.0000,600.9908,14.5701,13.667285,5.6578,0
22.5000,-0.281931,-0.994942,1.034116,-0.375252,-1.308869,1.361599,95.0766,156.1285,0.0000,600.0485,12.5203,13.661988,5.6513,0
23.0000,-0.281392,-0.989909,1.029127,-0.372209,-1.309267,1.361146,97.0077,155.7767,93.7120,601.7793,14.2293,13.662598,5.6520,0
23.4999,-0.285011,-0.988728,1.028987,-0.376871,-1.307083,1.360330,103.1844,155.2593,104.7657,604.4974,14.7781,13.668245,5.6590,0
23.9999,-0.282148,-0.996091,1.035280,-0.372670,-1.311391,1.363315,90.8422,155.8861,0.0000,600.5865,15.0692,13.665431,5.6555,0
24.4999,-0.281870,-0.994233,1.033417,-0.375714,-1.308697,1.361561,94.5631,156.1095,0.0000,601.8967,13.5704,13.659634,5.6483,0
24.9999,-0.281915,-0.988995,1.028390,-0.372734,-1.308119,1.360186,97.4564,155.6659,102.0986,602.6393,14.7445,13.661977,5.6512,0
25.5000,-0.284958,-0.990106,1.030297,-0.376710,-1.308271,1.361427,103.7048,155.2516,81.7426,606.0170,15.4355,13.669891,5.6611,0
26.0000,-0.281905,-0.996122,1.035244,-0.372870,-1.310954,1.362950,90.7186,156.0340,0.0000,601.0466,13.6219,13.665256,5.6553,0
26.5000,-0.281642,-0.993300,1.032457,-0.375400,-1.308977,1.361743,93.7629,156.0791,0.0000,601.1204,15.3182,13.660684,5.6496,0
27.0000,-0.282712,-0.988251,1.027894,-0.373722,-1.307057,1.359436,98.5902,155.5488,105.6102,604.0910,15.2172,13.664047,5.6538,0
27.5000,-0.284444,-0.991905,1.031883,-0.375777,-1.309606,1.362453,102.6393,155.3032,59.8486,602.7561,15.3053,13.671268,5.6628,0
28.0000,-0.281782,-0.995973,1.035067,-0.373360,-1.310298,1.362453,92.6438,156.1110,0.0000,601.3512,12.6325,13.664492,5.6544,0
