t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.0500,-0.285009,-0.988715,1.028974,-0.376868,-1.307071,1.360318,103.1730,155.2597,104.9525,604.5045,14.7754,13.668210,5.6590,0
0.1000,-0.281860,-0.996092,1.035203,-0.372986,-1.310783,1.362817,91.1253,156.0632,0.0000,601.6987,13.2146,13.665030,5.6550,0
0.1500,-0.281403,-0.991465,1.030626,-0.373072,-1.310329,1.362404,94.8568,155.9841,40.7039,603.7042,15.5127,13.664325,5.6542,0
0.2000,-0.284874,-0.988324,1.028561,-0.376673,-1.306704,1.359911,102.6757,155.2786,109.2970,604.9941,14.7854,13.666899,5.6573,0
0.2500,-0.281933,-0.996133,1.035262,-0.372819,-1.311036,1.363015,90.5908,156.0163,0.0000,600.5686,13.8161,13.665330,5.6554,0
0.3000,-0.281458,-0.991940,1.031098,-0.373761,-1.310063,1.362337,93.4144,156.0268,22.8264,602.4968,15.9533,13.664157,5.6539,0
0.3500,-0.284658,-0.988053,1.028241,-0.376355,-1.306445,1.359574,102.0731,155.3042,110.3960,605.5056,14.9585,13.666232,5.6565,0
0.4000,-0.282027,-0.996141,1.035295,-0.372707,-1.311244,1.363184,90.5236,155.9562,0.0000,600.0322,14.4125,13.665404,5.6555,0
0.4500,-0.281503,-0.992467,1.031618,-0.374547,-1.309558,1.362068,92.8900,156.0518,9.5069,603.2540,15.9033,13.663141,5.6527,0
0.5000,-0.284378,-0.987890,1.028007,-0.375953,-1.306302,1.359325,101.5685,155.3347,109.9163,605.0704,15.2066,13.665862,5.6561,0
0.5500,-0.282150,-0.996089,1.035279,-0.372671,-1.311393,1.363317,90.8495,155.8850,0.0000,600.6017,15.0631,13.665433,5.6555,0
0.6000,-0.281578,-0.992980,1.032131,-0.375128,-1.309166,1.361851,93.3523,156.0691,0.0000,602.1174,15.9964,13.661672,5.6509,0
0.6500,-0.284053,-0.987822,1.027852,-0.375503,-1.306275,1.359175,101.2699,155.3707,109.4398,603.2848,15.4376,13.665381,5.6555,0
0.7001,-0.282316,-0.995944,1.035185,-0.372737,-1.311471,1.363411,91.5862,155.8040,0.0000,601.6204,14.7051,13.666044,5.6563,0
0.7501,-0.281677,-0.993449,1.032610,-0.375503,-1.308903,1.361701,93.9538,156.0838,0.0000,600.8797,14.9886,13.660236,5.6491,0
0.8001,-0.283701,-0.987838,1.027770,-0.375028,-1.306356,1.359122,100.8365,155.4141,108.9046,603.4331,15.4558,13.664646,5.6546,0
0.8501,-0.282536,-0.995675,1.034985,-0.372927,-1.311469,1.363461,92.9046,155.7154,0.0000,601.3383,14.5624,13.666989,5.6575,0
0.9001,-0.281782,-0.993866,1.033040,-0.375693,-1.308752,1.361608,94.3497,156.0977,0.0000,601.6175,14.2488,13.659296,5.6479,0
0.9501,-0.283336,-0.987931,1.027759,-0.374540,-1.306539,1.359164,100.0508,155.4631,107.8874,604.6003,15.3584,13.663814,5.6535,0
1.0001,-0.282813,-0.995264,1.034666,-0.373250,-1.311372,1.363456,94.7999,155.6246,0.0000,600.0194,14.6770,13.667991,5.6587,0
1.0501,-0.281871,-0.994233,1.033417,-0.375714,-1.308697,1.361561,94.5632,156.1095,0.0000,601.8966,13.5704,13.659634,5.6483,0
1.1001,-0.282965,-0.988097,1.027816,-0.374052,-1.306817,1.359296,99.1427,155.5141,106.5667,604.6357,15.2866,13.663915,5.6536,0
1.1501,-0.283140,-0.994715,1.034228,-0.373692,-1.311172,1.363385,96.8331,155.5385,5.3079,600.4172,14.8618,13.668719,5.6596,0
1.2001,-0.281924,-0.994561,1.033747,-0.375588,-1.308726,1.361554,94.8260,156.1185,0.0000,600.6471,12.9375,13.660630,5.6496,0
1.2501,-0.282597,-0.988333,1.027941,-0.373575,-1.307181,1.359514,98.3813,155.5647,105.1828,603.5591,15.1799,13.663948,5.6537,0
1.3001,-0.283499,-0.994048,1.033684,-0.374225,-1.310868,1.363238,98.6138,155.4607,20.9400,602.4272,14.9271,13.669457,5.6605,0
1.3501,-0.281936,-0.994858,1.034036,-0.375344,-1.308826,1.361583,95.0591,156.1262,0.0000,599.8021,12.5610,13.661670,5.6509,0
1.4001,-0.282244,-0.988634,1.028134,-0.373129,-1.307619,1.359814,97.8936,155.6147,103.8605,602.0034,15.0149,13.662965,5.6525,0
1.4501,-0.283868,-0.993291,1.033058,-0.374808,-1.310466,1.363012,100.2119,155.3922,36.2257,603.2815,15.0576,13.670593,5.6619,0
1.5001,-0.281910,-0.995129,1.034290,-0.375016,-1.308989,1.361649,94.9974,156.1332,0.0000,601.0254,12.4738,13.662804,5.6523,0
1.5501,-0.281920,-0.988989,1.028387,-0.372739,-1.308112,1.360181,97.4631,155.6651,102.1299,602.6120,14.7490,13.661986,5.6513,0
1.6001,-0.284220,-0.992481,1.032376,-0.375393,-1.309982,1.362708,101.7159,155.3349,50.6470,603.0036,15.2106,13.671403,5.6629,0
1.6501,-0.281862,-0.995373,1.034512,-0.374639,-1.309206,1.361754,94.7153,156.1373,0.0000,601.6164,12.3601,13.663841,5.6536,0
1.7001,-0.281646,-0.989381,1.028688,-0.372435,-1.308625,1.360591,97.0346,155.7146,99.3336,604.1188,14.4397,13.661812,5.6510,0
1.7501,-0.284533,-0.991657,1.031670,-0.375933,-1.309437,1.362333,102.9706,155.2920,63.5139,602.8281,15.3402,13.671096,5.6626,0
