t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.0500,-0.398358,-0.896977,0.981456,-0.487277,-1.097016,1.200368,215.9261,288.0731,0.0000,554.1667,11.8644,13.643232,5.6280,0
0.1000,-0.395356,-0.897708,0.980911,-0.498804,-1.059740,1.171261,216.9854,288.0095,0.0000,576.3358,8.3429,13.917905,5.9748,0
0.1500,-0.398368,-0.897726,0.982145,-0.522272,-1.083088,1.202435,184.7762,290.7476,0.0000,525.2016,12.3326,13.861511,5.9025,0
0.2000,-0.399045,-0.897001,0.981757,-0.488187,-1.097728,1.201389,217.3755,288.1082,0.0000,553.6091,12.3049,13.634788,5.6176,0
0.2500,-0.395856,-0.897569,0.980985,-0.497888,-1.061012,1.172024,216.6894,287.9798,0.0000,575.0629,8.5934,13.903045,5.9557,0
0.3000,-0.398606,-0.897742,0.982256,-0.524560,-1.080168,1.200802,187.4880,290.6549,0.0000,527.6242,11.5930,13.895318,5.9458,0
0.3500,-0.399698,-0.896954,0.981980,-0.489058,-1.098290,1.202256,218.9914,288.1395,4.2067,553.1909,12.7506,13.627227,5.6082,0
0.4000,-0.396368,-0.897361,0.981002,-0.497070,-1.062232,1.172781,216.3846,287.9502,0.0000,573.8787,8.7564,13.888787,5.9374,0
0.4500,-0.398893,-0.897720,0.982353,-0.526615,-1.077226,1.199057,190.2080,290.5557,0.0000,529.7682,10.9313,13.926112,5.9854,0
0.5001,-0.400404,-0.896930,0.982246,-0.490006,-1.098839,1.203143,220.8670,288.1843,17.8284,552.8250,13.2206,13.618968,5.5980,0
0.5501,-0.396919,-0.897211,0.981087,-0.496365,-1.063670,1.173785,216.0973,287.9325,0.0000,572.7613,8.7322,13.874170,5.9187,0
0.6001,-0.399167,-0.897773,0.982512,-0.528246,-1.074532,1.197356,192.9059,290.4483,0.0000,530.9719,10.4029,13.952142,6.0190,0
0.6501,-0.401044,-0.896934,0.982510,-0.490877,-1.099378,1.203990,222.8936,288.2352,31.2952,552.3790,13.6263,13.612180,5.5897,0
0.7001,-0.397419,-0.897048,0.981141,-0.495689,-1.065090,1.174787,215.8281,287.9130,0.0000,571.9168,8.5387,13.860446,5.9011,0
0.7501,-0.399435,-0.897752,0.982602,-0.529576,-1.071832,1.195522,195.5012,290.3290,0.0000,533.0753,9.9849,13.975653,6.0495,0
0.8001,-0.401701,-0.896864,0.982715,-0.491773,-1.099782,1.204725,225.0868,288.2911,44.1002,551.6394,13.7861,13.604298,5.5800,0
0.8501,-0.397975,-0.896852,0.981187,-0.495165,-1.066532,1.175874,215.5630,287.8991,0.0000,571.3074,8.3026,13.847935,5.8852,0
0.9001,-0.399751,-0.897759,0.982737,-0.530663,-1.069288,1.193726,197.9970,290.2108,0.0000,538.6829,9.6361,13.996113,6.0761,0
0.9501,-0.402366,-0.896859,0.982983,-0.492691,-1.100241,1.205519,227.4130,288.3675,56.5739,550.7606,13.9497,13.595709,5.5694,0
1.0001,-0.398521,-0.896728,0.981295,-0.494714,-1.068130,1.177133,215.3129,287.8935,0.0000,571.1080,8.1689,13.835733,5.8696,0
1.0501,-0.400034,-0.897789,0.982880,-0.531371,-1.066967,1.191963,200.3452,290.0843,0.0000,543.9974,9.3315,14.013029,6.0982,0
1.1001,-0.402965,-0.896816,0.983189,-0.493533,-1.100621,1.206209,229.6461,288.4491,68.1895,549.9953,13.9577,13.587114,5.5588,0
1.1501,-0.399047,-0.896547,0.981344,-0.494332,-1.069614,1.178320,215.0465,287.8845,0.0000,571.2791,8.1927,13.823818,5.8545,0
1.2001,-0.400347,-0.897746,0.982968,-0.531898,-1.064652,1.190126,202.5504,289.9552,0.0000,549.1080,9.0464,14.028058,6.1178,0
1.2501,-0.403611,-0.896747,0.983390,-0.494442,-1.100946,1.206878,231.7651,288.5512,79.2148,549.5688,14.1237,13.575772,5.5449,0
1.3001,-0.399635,-0.896395,0.981444,-0.494113,-1.071207,1.179674,214.7634,287.8858,0.0000,571.7027,8.3343,13.812032,5.8395,0
1.3501,-0.400682,-0.897771,0.983127,-0.532150,-1.062641,1.188440,204.6333,289.8291,0.0000,553.9084,8.8182,14.039008,6.1321,0
1.4001,-0.404207,-0.896734,0.983624,-0.495305,-1.101330,1.207582,233.4363,288.6740,89.2644,549.9315,13.9360,13.564882,5.5316,0
1.4501,-0.400175,-0.896281,0.981560,-0.493926,-1.072813,1.181054,214.4478,287.8887,0.0000,572.3092,8.5017,13.801598,5.8263,0
1.5002,-0.400990,-0.897751,0.983234,-0.532139,-1.060742,1.186737,206.5485,289.6970,0.0000,558.4401,8.6413,14.048002,6.1439,0
1.5502,-0.404780,-0.896645,0.983778,-0.496149,-1.101607,1.208181,234.4452,288.8083,97.8332,551.1880,13.3754,13.553334,5.5175,0
1.6002,-0.400748,-0.896108,0.981636,-0.493865,-1.074321,1.182399,214.0899,287.8912,0.0000,573.0033,8.6263,13.791592,5.8136,0
1.6502,-0.401350,-0.897707,0.983341,-0.531997,-1.058971,1.185091,208.3224,289.5700,0.0000,562.6414,8.4972,14.055031,6.1532,0
1.7002,-0.405382,-0.896589,0.983975,-0.497055,-1.101926,1.208844,234.5671,288.9732,104.7157,552.9909,13.0706,13.541638,5.5032,0
1.7502,-0.401345,-0.896011,0.981791,-0.493921,-1.075950,1.183903,213.7002,287.9040,0.0000,573.6149,8.7226,13.781552,5.8009,0
1.8002,-0.401698,-0.897717,0.983492,-0.531594,-1.057522,1.183615,209.9617,289.4450,0.0000,566.3176,8.3673,14.058420,6.1576,0
1.8502,-0.405908,-0.896539,0.984146,-0.497892,-1.102258,1.209491,233.5563,289.1496,109.1072,554.8391,13.5019,13.533318,5.4931,0
1.9002,-0.401899,-0.895892,0.981909,-0.494003,-1.077464,1.185314,213.2855,287.9120,0.0000,573.7962,8.8526,13.771977,5.7888,0
1.9502,-0.402046,-0.897645,0.983568,-0.531054,-1.056110,1.182111,211.4293,289.3189,0.0000,569.6289,8.2097,14.061560,6.1617,0
2.0002,-0.406455,-0.896426,0.984269,-0.498796,-1.102519,1.210102,231.3253,289.3434,110.3153,555.2261,15.0634,13.526174,5.4844,0
2.0502,-0.402517,-0.895760,0.982042,-0.494245,-1.078961,1.186776,212.8820,287.9248,0.0000,573.5248,9.0439,13.762805,5.7773,0
2.1002,-0.402440,-0.897608,0.983696,-0.530388,-1.054977,1.180800,212.7626,289.2024,0.0000,572.4684,8.0492,14.062429,6.1629,0
2.1502,-0.406981,-0.896377,0.984442,-0.499734,-1.102875,1.210813,227.9214,289.5555,107.5976,552.3871,13.2169,13.523017,5.4805,0
2.2002,-0.403110,-0.895702,0.982232,-0.494531,-1.080503,1.188296,212.5094,287.9420,0.0000,572.4482,9.2802,13.754140,5.7664,0
2.2502,-0.402801,-0.897567,0.983807,-0.529530,-1.054059,1.179594,213.9362,289.0861,0.0000,574.9660,7.9154,14.061055,6.1611,0
2.3002,-0.407449,-0.896278,0.984545,-0.500677,-1.103173,1.211473,223.6208,289.7633,99.8570,544.7232,11.6436,13.523841,5.4815,0
2.3502,-0.403702,-0.895582,0.982366,-0.494879,-1.081884,1.189697,212.1885,287.9532,0.0000,570.7559,9.4877,13.746272,5.7565,0
2.4002,-0.403196,-0.897464,0.983875,-0.528624,-1.053214,1.178433,214.9310,288.9753,0.0000,577.3242,7.8363,14.058227,6.1574,0
2.4502,-0.407950,-0.896170,0.984654,-0.501789,-1.103447,1.212183,218.6206,289.9820,85.1562,528.3398,10.7060,13.526680,5.4850,0
2.5003,-0.404346,-0.895513,0.982568,-0.495364,-1.083315,1.191200,211.9325,287.9730,0.0000,569.0512,9.6497,13.738348,5.7465,0
2.5503,-0.403607,-0.897420,0.984002,-0.527596,-1.052715,1.177526,215.7824,288.8741,0.0000,579.2743,7.8241,14.052461,6.1498,0
2.6003,-0.408384,-0.896113,0.984782,-0.502984,-1.103726,1.212932,213.3892,290.1937,64.0692,507.8868,10.4370,13.534129,5.4941,0
2.6503,-0.404940,-0.895464,0.982767,-0.495839,-1.084674,1.192633,211.7176,287.9898,0.0000,567.0032,9.8534,13.730673,5.7369,0
